,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,94350.000
AdditionalPaidInCapitalCommonStock,5029327.000
Assets,326264602.000
AssetsCurrent,1189971.000
AssetsHeldInTrustNoncurrent,325074631.000
Cash,597.000
CashAndCashEquivalentsAtCarryingValue,1074139.000
CashFDICInsuredAmount,250000.000
Liabilities,10344350.000
LiabilitiesAndStockholdersEquity,326264602.000
LiabilitiesCurrent,94350.000
MoneyMarketFundsAtCarryingValue,325074034.000
PreferredStockParOrStatedValuePerShare,0.000
PreferredStockSharesAuthorized,1000000.000
PrepaidExpenseCurrent,115832.000
RedeemableNoncontrollingInterestEquityCommonCarryingAmount,310920250.000
RetainedEarningsAccumulatedDeficit,-30279.000
StockholdersEquity,5000002.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,315920252.000
