,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,,,-72000.000,,,,0.000,
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,,,,,,,0.000,,,,,
AmortizationOfIntangibleAssets,,,,200000.000,0.000,0.000,0.000,1100000.000,,,0.000,,0.000,0.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,0.000,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,855000.000,,489000.000,,,,995000.000,,,,461000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-4721000.000,,-18000.000,,,,-84000.000,,,,3789000.000,
ComprehensiveIncomeNetOfTax,-1964000.000,-12247000.000,-1793000.000,-3063000.000,-837000.000,2137000.000,1768000.000,2275000.000,-442000.000,-77000.000,91000.000,8585000.000,3864000.000,3389000.000
CostOfGoodsSold,39984000.000,40029000.000,39570000.000,35955000.000,30040000.000,33676000.000,35730000.000,41049000.000,32942000.000,32199000.000,35159000.000,44790000.000,40091000.000,41405000.000
DepreciationDepletionAndAmortization,,,1085000.000,,709000.000,,,,959000.000,,,,1153000.000,
EarningsPerShareBasic,,,,,-0.010,0.040,0.030,,-0.010,0.000,0.000,,0.060,0.010
EarningsPerShareBasicAndDiluted,,-0.220,-0.030,-0.050,-0.020,0.040,0.030,0.040,-0.010,0.000,0.000,0.140,0.060,0.010
EarningsPerShareDiluted,,,,,-0.010,0.040,0.030,,-0.010,0.000,0.000,,0.060,0.010
EffectOfExchangeRateOnCashAndCashEquivalents,,,-83000.000,,-44000.000,,,,22000.000,,,,7000.000,
ExtendedProductWarrantyAccrualPayments,,,,969000.000,,,,,,,,,,
GeneralAndAdministrativeExpense,2437000.000,2060000.000,3068000.000,2101000.000,3137000.000,2767000.000,2512000.000,3242000.000,2898000.000,2851000.000,3836000.000,2537000.000,3212000.000,5960000.000
GoodwillImpairmentLoss,,4140000.000,,,,,,,,,,,,
GrossProfit,13195000.000,8042000.000,15174000.000,12268000.000,14440000.000,17007000.000,16873000.000,17750000.000,15265000.000,16023000.000,16962000.000,24325000.000,21030000.000,20134000.000
IncomeLossFromContinuingOperations,,,,-2734000.000,-560000.000,2089000.000,1775000.000,2236000.000,-412000.000,-78000.000,40000.000,8505000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1880000.000,-12107000.000,-1959000.000,-2581000.000,-526000.000,2138000.000,1875000.000,2104000.000,-411000.000,-4000.000,86000.000,8611000.000,3881000.000,760000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,-0.050,-0.010,0.040,0.030,0.030,-0.010,0.000,0.000,0.140,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,-280000.000,-421000.000,-12000.000,-18000.000,-25000.000,0.000,,0.000,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,0.000,-0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
IncomeTaxExpenseBenefit,65000.000,75000.000,-91000.000,153000.000,34000.000,49000.000,100000.000,-132000.000,1000.000,74000.000,46000.000,106000.000,10000.000,75000.000
IncomeTaxesPaid,,,,,17000.000,,,,195000.000,,,,98000.000,
IncreaseDecreaseInAccountsPayable,,,4543000.000,,456000.000,,,,-7112000.000,,,,-5890000.000,
IncreaseDecreaseInAccountsReceivable,,,3469000.000,,-2521000.000,,,,-9240000.000,,,,-1213000.000,
IncreaseDecreaseInAccruedLiabilities,,,-1286000.000,,-3074000.000,,,,-2809000.000,,,,725000.000,
IncreaseDecreaseInDeferredRevenue,,,-96000.000,,682000.000,,,,799000.000,,,,-628000.000,
IncreaseDecreaseInInventories,,,-496000.000,,-91000.000,,,,1122000.000,,,,-1890000.000,
IncreaseDecreaseInOtherNoncurrentLiabilities,,,-118000.000,,142000.000,,,,-252000.000,,,,-425000.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,5250000.000,,266000.000,,,,-1238000.000,,,,-3680000.000,
IncreaseDecreaseInRestructuringReserve,,,411000.000,,,,,,,,,,,
