,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AdvertisingExpense,,,,,,,,,,,,,140000.000,,153000.000,150000.000
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,,,,482000.000,607000.000,,306000.000,722000.000,359000.000,551000.000,350000.000,781000.000
AllowanceForLoanAndLeaseLossesLoansAcquired,,,,,,,,,,,,,148000.000,,148000.000,
AllowanceForLoanAndLeaseLossesProvisionForLossGross,,,,4149000.000,4543000.000,,678000.000,,,,,,,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,,,-530000.000,-1694000.000,,-476000.000,,,,,,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,,,,4069000.000,8347000.000,,1454000.000,856000.000,575000.000,308000.000,534000.000,252000.000,1023000.000,330000.000,911000.000,437000.000
AmortizationOfESOPAward,,,24000.000,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,,,,93000.000,93000.000,,75000.000,71000.000,67000.000,57000.000,48000.000,49000.000,49000.000,50000.000,50000.000,51000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,,,,,,,,,,,1500000.000,,,,238000.000,
BankOwnedLifeInsuranceIncome,,,,222000.000,352000.000,,241000.000,241000.000,237000.000,241000.000,351000.000,235000.000,234000.000,235000.000,210000.000,232000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-32795000.000,,,,-5133000.000,,,,-1469000.000,,,,-25974000.000,
CommonStockDividendsPerShareDeclared,,,,,,,,0.000,0.000,,,,,,,
Communication,,,,115000.000,129000.000,,108000.000,103000.000,121000.000,251000.000,150000.000,147000.000,129000.000,120000.000,116000.000,139000.000
ComprehensiveIncomeNetOfTax,,,-6034000.000,-7483000.000,-8909000.000,-15343000.000,-7794000.000,-10608000.000,-7737000.000,-220000.000,701000.000,1556000.000,1266000.000,1729000.000,452000.000,-406000.000
DeferredIncomeTaxExpenseBenefit,,,0.000,,,,,,,,,,,,,
DefinedContributionPlanCostRecognized,,,,,,,26000.000,,,,,,,,,
DepreciationAmortizationAndAccretionNet,,,770000.000,,,,594000.000,,,,370000.000,,,,299000.000,
DepreciationNonproduction,,,341000.000,,,,425000.000,,,,411000.000,,,,438000.000,
DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,,,,,,,0.000,0.000,0.000,0.000,,,,,,
DividendsPreferredStock,413000.000,412000.000,413000.000,412000.000,413000.000,412000.000,413000.000,517000.000,0.000,-1000.000,0.000,0.000,0.000,0.000,,
DividendsPreferredStockCash,,,-413000.000,,,,413000.000,,,,,,,,,
EarningsPerShareBasic,-0.370,-4.400,-3.940,-4.820,-5.790,-10.030,-4.900,0.390,-0.020,4.770,0.000,0.010,0.010,0.020,0.010,-0.010
EarningsPerShareDiluted,-0.370,-4.400,-3.940,-4.820,-5.790,-10.030,-4.900,0.390,-0.020,4.770,0.000,0.010,0.010,0.020,0.010,-0.010
EmployeeBenefitsAndShareBasedCompensation,,,24000.000,,,,0.000,,,,,,,,,
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,,,,,,,,14000.000,,,,,,,,
EmployeeStockOwnershipPlanESOPCompensationExpense,,,,,,,0.000,,,,,,,,,
EquipmentExpense,1214000.000,1266000.000,1243000.000,1639000.000,1450000.000,1483000.000,1447000.000,1445000.000,1546000.000,1206000.000,1377000.000,1296000.000,1379000.000,1312000.000,1463000.000,1521000.000
FairValueInputsDiscountRate,,,,,,,,,,,0.170,,,,0.170,
FederalDepositInsuranceCorporationPremiumExpense,,,,677000.000,750000.000,,1000000.000,1000000.000,150000.000,150000.000,311000.000,336000.000,336000.000,336000.000,242000.000,240000.000
FeesAndCommissionsCreditAndDebitCards,,,,353000.000,339000.000,,315000.000,398000.000,401000.000,476000.000,401000.000,439000.000,436000.000,426000.000,422000.000,466000.000
FeesAndCommissionsDepositorAccounts,778000.000,791000.000,717000.000,718000.000,725000.000,872000.000,736000.000,763000.000,798000.000,800000.000,741000.000,769000.000,778000.000,793000.000,674000.000,728000.000
FeesAndCommissionsFiduciaryAndTrustActivities,,,,125000.000,122000.000,,147000.000,187000.000,193000.000,188000.000,200000.000,235000.000,233000.000,245000.000,265000.000,313000.000
FeesAndCommissionsMortgageBanking,,,,294000.000,249000.000,,296000.000,211000.000,420000.000,208000.000,180000.000,279000.000,462000.000,357000.000,212000.000,241000.000
FinancingReceivableModificationsPostModificationRecordedInvestment2,,,,,,,,39000.000,22000.000,,,47000.000,1100000.000,,66000.000,734000.000
FinancingReceivablesImpairedTroubledDebtRestructuringWriteDown,,,,,,,0.000,0.000,0.000,0.000,0.000,,,,12000.000,12000.000
GainLossOnDerivativeInstrumentsNetPretax,,,,,,,,,,,,,,,,-635000.000
GainLossOnSaleOfPropertyPlantEquipment,,,0.000,,,,24000.000,,,,0.000,,,,,
GainLossOnSaleOfSecuritiesNet,,,,1000.000,143000.000,,,154000.000,0.000,,371000.000,247000.000,10000.000,0.000,8000.000,0.000
GainLossOnSalesOfLoansNet,,,,,,,,,,,,450000.000,254000.000,,1060000.000,183000.000
GainsLossesOnSalesOfAssets,,,,176000.000,497000.000,,178000.000,302000.000,187000.000,,,,,,,
GainsLossesOnSalesOfOtherRealEstate,,,-2297000.000,,,,-141000.000,,,,-10000.000,,,,-3000.000,
ImpairedFinancingReceivableAverageRecordedInvestment,,,,,,,24355000.000,,,,2933000.000,,,,2427000.000,
ImpairedFinancingReceivableWithNoRelatedAllowanceAverageRecordedInvestment,,,,,,,21239000.000,,,,2373000.000,,,,1968000.000,
ImpairedFinancingReceivableWithRelatedAllowanceAverageRecordedInvestment,,,,,,,3116000.000,,,,560000.000,,,,459000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-5500000.000,-6535000.000,-5718000.000,-7896000.000,-8781000.000,-14404000.000,-7259000.000,-4076000.000,-1108000.000,-529000.000,87000.000,744000.000,1059000.000,1053000.000,685000.000,-652000.000
