,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-31
AccountsPayableCurrent,3926000.000,4312000.000,3955000.000,3301000.000,3771000.000,6040000.000,4989000.000
AccountsReceivableNetCurrent,7250000.000,6770000.000,8581000.000,7252000.000,7214000.000,7522000.000,6544000.000
AccruedEmployeeBenefitsCurrent,,,,,695000.000,669000.000,880000.000
AccruedLiabilitiesCurrent,3207000.000,3322000.000,3699000.000,3719000.000,3362000.000,3503000.000,3195000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,36503000.000,36670000.000,36583000.000
AdditionalPaidInCapital,,,16313000.000,,,,15962000.000
AllowanceForDoubtfulAccountsReceivableCurrent,225000.000,140000.000,150000.000,165000.000,165000.000,165000.000,165000.000
AssetRetirementObligation,,,,,,,874000.000
AssetRetirementObligationLegallyRestrictedAssetsFairValue,,,,,,,377000.000
Assets,31191000.000,30771000.000,30822000.000,28936000.000,29782000.000,31165000.000,27832000.000
AssetsCurrent,23715000.000,23440000.000,23520000.000,21199000.000,22078000.000,23331000.000,21125000.000
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,,,,200000.000,200000.000,
BusinessAcquisitionCostOfAcquiredEntityLiabilitiesIncurred,,,,,309000.000,309000.000,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,509000.000,509000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedFinancialAssets,,,,,62000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedFinancialLiabilities,,,,,549000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,,,,,226000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedInventory,,,,,338000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,509000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,,315000.000,,
CashAndCashEquivalentsAtCarryingValue,1850000.000,1583000.000,0.000,0.000,0.000,0.000,0.000
CommonStockNoParValue,,,0.010,,,,0.010
CommonStockSharesAuthorized,,,20000000.000,,,,20000000.000
CommonStockSharesIssued,,,7968547.000,,,,8170422.000
CommonStockValue,,,80000.000,,,,82000.000
DeferredCompensationLiabilityClassifiedNoncurrent,396000.000,363000.000,327000.000,293000.000,259000.000,223000.000,181000.000
DeferredIncomeTaxLiabilities,,,,,,,18000.000
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,0.000
DeferredTaxAssetsGross,,,,,,,17890000.000
DeferredTaxAssetsInventory,,,,,,,552000.000
DeferredTaxAssetsLiabilitiesNet,,,,,,,0.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,14496000.000
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,99000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,,,,,,,1226000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,,,,,,170000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,295000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,597000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,,64000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAssetRetirementObligations,,,,,,,391000.000
DeferredTaxAssetsValuationAllowance,,,,,,,17872000.000
DeferredTaxLiabilitiesDeferredExpenseCapitalizedInventoryCosts,,,,,,,18000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,0.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,2000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,,,190000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,22000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,14000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,14000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,14000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,14000.000
FiniteLivedIntangibleAssetsGross,,,,,,,270000.000
FiniteLivedIntangibleAssetsNet,,,,,,,268000.000
Goodwill,,,,,,123000.000,123000.000
IntangibleAssetsNetExcludingGoodwill,,,,,,,268000.000
InventoryFinishedGoods,,,,,7136000.000,8309000.000,7810000.000
InventoryNet,13795000.000,14460000.000,14194000.000,13054000.000,13916000.000,15108000.000,13925000.000
InventoryRawMaterials,,,,,5143000.000,5267000.000,4662000.000
InventoryWorkInProcess,,,,,1637000.000,1532000.000,1453000.000
Liabilities,9212000.000,9689000.000,9957000.000,8706000.000,11491000.000,13559000.000,12741000.000
LiabilitiesAndStockholdersEquity,31191000.000,30771000.000,30822000.000,28936000.000,29782000.000,31165000.000,27832000.000
LiabilitiesCurrent,7133000.000,7634000.000,8555000.000,7118000.000,9928000.000,12067000.000,11337000.000
LongTermNotesPayable,,,,211000.000,211000.000,167000.000,155000.000
MinimumNetWorthRequiredForCompliance,,,,,,,8000000.000
NoncurrentAssets,,,,,,,3748000.000
NotesPayable,,,,,,266000.000,247000.000
NotesPayableCurrent,,,,98000.000,98000.000,99000.000,92000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,943000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,399000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,716000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,897000.000
OtherAccruedLiabilitiesCurrent,,,,,2667000.000,2834000.000,2315000.000
OtherAssetsNoncurrent,640000.000,664000.000,819000.000,1074000.000,1179000.000,1390000.000,1002000.000
OtherLiabilitiesNoncurrent,1683000.000,1692000.000,1075000.000,1084000.000,1093000.000,1102000.000,1068000.000
PreferredStockParOrStatedValuePerShare,,,1.000,,,,1.000
PreferredStockSharesAuthorized,,,100000.000,,,,100000.000
PreferredStockSharesIssued,,,0.000,,,,0.000
PreferredStockSharesOutstanding,,,0.000,,,,0.000
PreferredStockValue,,,0.000,,,,0.000
PrepaidExpenseAndOtherAssetsCurrent,820000.000,627000.000,745000.000,893000.000,948000.000,701000.000,656000.000
PropertyPlantAndEquipmentGross,,,,,43028000.000,43114000.000,42020000.000
PropertyPlantAndEquipmentNet,6836000.000,6667000.000,6483000.000,6663000.000,6525000.000,6444000.000,5437000.000
RetainedEarningsAccumulatedDeficit,,,38957000.000,,,,32856000.000
ShortTermBankLoansAndNotesPayable,,,901000.000,0.000,2697000.000,2425000.000,3061000.000
StockholdersEquity,21979000.000,21082000.000,20865000.000,20230000.000,18291000.000,17606000.000,15091000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,21979000.000,21082000.000,20865000.000,20230000.000,18291000.000,17606000.000,15091000.000
TreasuryStockShares,,,1819154.000,,,,1819154.000
TreasuryStockValue,,,21160000.000,,,,21160000.000
UnearnedESOPShares,,,13325000.000,,,,12649000.000
UnrecognizedTaxBenefits,,,,,,,140000.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,,,,,,35000.000
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,4765.000,,4775000.000,,,,
