,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AccountsPayableCurrent,5081000.000,5740000.000,7086000.000,6492000.000,6272000.000,6908000.000,9909000.000,8029000.000
AccountsReceivableNetCurrent,4248000.000,4308000.000,4609000.000,4323000.000,4542000.000,4679000.000,4294000.000,4731000.000
AccruedIncomeTaxesCurrent,350000.000,500000.000,,2500000.000,,,,
AccruedLiabilitiesCurrent,16961000.000,20139000.000,17877000.000,16497000.000,18349000.000,21597000.000,21034000.000,25060000.000
AccruedProfessionalFeesCurrent,,,,,,,1817000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,142812000.000,149080000.000,155363000.000,161841000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,19000.000,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,0.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,42000.000,26000.000,156000.000,212000.000,127000.000,171000.000,19000.000,17000.000
AdditionalCollateralAggregateFairValue,,,,,,,,25000000.000
AdditionalPaidInCapital,316043000.000,316387000.000,316694000.000,317046000.000,317054000.000,317236000.000,317473000.000,317711000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,3461000.000,4016000.000
AllowanceForDoubtfulAccountsReceivableCurrent,1914000.000,2433000.000,2903000.000,3525000.000,3817000.000,3534000.000,3461000.000,4016000.000
AssetRetirementObligationsNoncurrent,,,,,,,306000.000,
Assets,467975000.000,465862000.000,464053000.000,463391000.000,527325000.000,522276000.000,515769000.000,509223000.000
AssetsCurrent,21336000.000,20427000.000,20271000.000,20683000.000,31836000.000,31808000.000,31423000.000,33241000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,168000.000,168000.000,0.000,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,,,44000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,,62845000.000,62870000.000,,
CashAndCashEquivalentsAtCarryingValue,2833000.000,2599000.000,2652000.000,2679000.000,3493000.000,2653000.000,10182000.000,6841000.000
CommonStockParOrStatedValuePerShare,,,,,,,,0.010
DebtInstrumentCarryingAmount,,,,,,,181577000.000,
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,,,138000.000,
DeferredCompensationArrangementWithIndividualRecordedLiability,,,,,,,3368000.000,
DeferredFinanceCostsGross,,,,,,,2000000.000,
DeferredFinanceCostsNet,,,,,,,375000.000,
DeferredIncomeTaxLiabilities,,,,,,,26632000.000,
DeferredRevenueCurrent,9186000.000,9007000.000,8004000.000,7692000.000,7023000.000,5401000.000,8266000.000,5343000.000
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,,191000.000,
DeferredTaxAssetsDeferredIncome,,,,,,,710000.000,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,5736000.000,
DeferredTaxAssetsGross,,,,,,,22734000.000,
DeferredTaxAssetsInvestments,,,,,,,134000.000,
DeferredTaxAssetsNet,,,,,,,22571000.000,
DeferredTaxAssetsNetCurrent,4840000.000,3560000.000,4027000.000,4031000.000,4109000.000,4173000.000,4640000.000,4661000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,7118000.000,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,19700000.000,
DeferredTaxAssetsOther,,,,,,,1153000.000,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,,,,,46000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,,,,,,,4378000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,890000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,,1394000.000,
DeferredTaxAssetsValuationAllowance,,,,,,,163000.000,
DeferredTaxLiabilities,,,,,,,4061000.000,
DeferredTaxLiabilitiesNoncurrent,21746000.000,21372000.000,23961000.000,24038000.000,18871000.000,18509000.000,8701000.000,8534000.000
DeferredTaxLiabilitiesOther,,,,,,,376000.000,
DerivativeAssetsLiabilitiesAtFairValueNet,,,,,0.000,0.000,,
EmployeeRelatedLiabilitiesCurrent,,,,,,,6449000.000,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,,,1000000.000,700000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,298000.000,314000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,15000.000,,,
