,2016-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,2555000.000
AllocatedShareBasedCompensationExpense,2556000.000
AmortizationOfAcquisitionCosts,252000.000
BusinessCombinationAcquisitionRelatedCosts,488000.000
CapitalExpendituresIncurredButNotYetPaid,2000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-2965000.000
CommonStockDividendsPerShareDeclared,0.630
DepreciationAndAmortization,14323000.000
DepreciationDepletionAndAmortization,17921000.000
DirectCostsOfLeasedAndRentedPropertyOrEquipment,1303000.000
DividendsCommonStock,7315000.000
DividendsPreferredStock,13760000.000
EarningsPerShareBasicAndDiluted,-0.180
GeneralAndAdministrativeExpense,10596000.000
IncomeTaxesPaidNet,69000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,9062000.000
IncreaseDecreaseInDeferredRevenue,-1632000.000
IncreaseDecreaseInOtherOperatingAssets,13055000.000
InterestExpense,10883000.000
InterestPaid,8417000.000
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,2307000.000
MortgageLoansOnRealEstateForeclosures,0.000
NetCashProvidedByUsedInFinancingActivities,-32961000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-32961000.000
NetCashProvidedByUsedInInvestingActivities,-340000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-340000.000
NetCashProvidedByUsedInOperatingActivities,30336000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,30336000.000
NetIncomeLossAttributableToNoncontrollingInterest,266000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-2710000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,-2892000.000
NonoperatingIncomeExpense,-10688000.000
OperatingExpenses,27292000.000
OperatingIncomeLoss,22004000.000
OperatingLeasesIncomeStatementLeaseRevenue,48330000.000
OtherNonoperatingIncomeExpense,195000.000
PaymentsForRepurchaseOfRedeemablePreferredStock,125125000.000
PaymentsOfDebtIssuanceCosts,1402000.000
PaymentsOfDividendsCommonStock,10459000.000
PaymentsOfDividendsPreferredStockAndPreferenceStock,14588000.000
PaymentsToAcquireNotesReceivable,1662000.000
PaymentsToAcquirePropertyPlantAndEquipment,12000.000
PaymentsToAcquireRealEstate,72000.000
PaymentsToMinorityShareholders,2307000.000
PreferredStockDividendsIncomeStatementImpact,13760000.000
ProceedsFromCollectionOfNotesReceivable,1712000.000
ProceedsFromIssuanceOfCommonStock,224320000.000
ProceedsFromRepaymentsOfLinesOfCredit,-103400000.000
ProfitLoss,11316000.000
ProvisionForLoanAndLeaseLosses,216000.000
RealEstateImprovements,21000.000
Revenues,49296000.000
SECScheduleIIIRealEstateAccumulatedDepreciationDepreciationExpense,14880000.000
SalesRevenueNet,49296000.000
ShareBasedCompensation,2555000.000
StockIssuedDuringPeriodValueNewIssues,221649000.000
StockRedeemedOrCalledDuringPeriodValue,125125000.000
StraightLineRent,-3447000.000
SubsidiaryOfLimitedLiabilityCompanyOrLimitedPartnershipOwnershipInterest,1.000
UndistributedEarningsLossAllocatedToParticipatingSecuritiesBasic,182000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,15838000.000
