,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31
AccountsPayableCurrent,238866000.000,203023000.000,225439000.000,190647000.000,203572000.000,221696000.000,185570000.000,238311000.000,201675000.000,168005000.000,141721000.000,198878000.000,168307000.000,174090000.000,149968000.000,202422000.000,143517000.000
AccountsReceivableNetCurrent,385927000.000,397089000.000,321785000.000,370974000.000,433743000.000,339580000.000,375336000.000,418189000.000,411638000.000,338723000.000,351744000.000,318296000.000,319840000.000,258952000.000,251947000.000,218962000.000,213493000.000
AccruedEmployeeBenefitsCurrent,,,,,57251000.000,,,,41229000.000,,,,40461000.000,,,,26440000.000
AccruedIncomeTaxesCurrent,0.000,0.000,14553000.000,3068000.000,1359000.000,,451000.000,,3912000.000,1913000.000,1577000.000,0.000,1156000.000,2505000.000,0.000,9746000.000,5237000.000
AccruedIncomeTaxesNoncurrent,,,,,,,,,,,,,,,,7133000.000,9438000.000
AccruedLiabilitiesCurrent,134365000.000,132944000.000,109182000.000,108770000.000,114891000.000,109842000.000,102480000.000,107001000.000,121545000.000,119757000.000,111456000.000,114906000.000,112701000.000,101591000.000,105446000.000,103752000.000,90111000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,276192000.000,,255869000.000,267859000.000,233441000.000,244478000.000,252276000.000,257838000.000,248860000.000,239565000.000,250761000.000,258374000.000,220888000.000,209823000.000,215094000.000,218333000.000,201405000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,5756000.000,2108000.000,3687000.000,2069000.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,80656000.000,92414000.000,74112000.000,73590000.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,117318000.000,116127000.000,96367000.000,95096000.000,86412000.000,94522000.000,77799000.000,75659000.000,73918000.000,59496000.000,65177000.000,63369000.000,57298000.000,38669000.000,34517000.000,24381000.000,14945000.000
AcquiredFiniteLivedIntangibleAssetResidualValue,,,,,,,,,,0.000,0.000,0.000,,,,,
