,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,4931000.000,2464000.000
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,-46459000.000,-3881000.000
AssetManagementFees1,12635000.000,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,25000.000,348000.000
AvailableForSaleSecuritiesGrossRealizedGains,25000.000,300000.000
AvailableForSaleSecuritiesGrossRealizedLosses,0.000,0.000
BrokerageCommissionsRevenue,,9604000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-79803000.000,108345000.000
CommonStockDividendsPerShareDeclared,,0.200
ComprehensiveIncomeNetOfTax,-11146000.000,13392000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,1215000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-11926000.000,14607000.000
CostsAndExpenses,37154000.000,43459000.000
CurrentFederalTaxExpenseBenefit,4540000.000,5018000.000
CurrentStateAndLocalTaxExpenseBenefit,225000.000,236000.000
DeferredCompensationArrangementWithIndividualEmployerContribution,12000.000,34000.000
DeferredFederalIncomeTaxExpenseBenefit,-6160000.000,-1231000.000
DeferredIncomeTaxExpenseBenefit,-6450000.000,-1378000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-290000.000,-147000.000
Depreciation,13000.000,17000.000
DepreciationAmortizationAndAccretionNet,13000.000,17000.000
DerivativeGainLossOnDerivativeNet,2720000.000,1516000.000
DividendsCommonStockCash,,4963000.000
DividendsSharebasedCompensationStock,,88000.000
EarningsPerShareBasic,0.000,0.410
EarningsPerShareDiluted,0.000,0.410
EffectiveIncomeTaxRateContinuingOperations,0.654,0.270
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340
EffectiveIncomeTaxRateReconciliationDeductionsDividends,0.264,
EffectiveIncomeTaxRateReconciliationMinorityInterestIncomeExpense,0.000,-0.007
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseCharitableContributions,0.032,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,0.002,0.006
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.016,0.012
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,1700000.000,800000.000
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,-18000000.000,-17000000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings1,-97000.000,-49000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncomeLoss,0.000,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchases,11000.000,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSales,318000.000,20000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersNet,-370000.000,0.000
FeesAndCommissionsOther,8397000.000,
GainLossOnForeignCurrencyDerivativesRecordedInEarningsNet,264000.000,143000.000
GainLossOnInvestments,-97000.000,-49000.000
ImpairmentOfLongLivedAssetsHeldForUse,2000.000,25000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-2576000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-2576000.000,14345000.000
IncomeLossFromEquityMethodInvestments,4756000.000,11183000.000
IncomeTaxExpenseBenefit,-1685000.000,3876000.000
IncomeTaxesPaid,2000.000,2989000.000
IncreaseDecreaseInAccountsReceivable,949000.000,4907000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,2191000.000,1060000.000
IncreaseDecreaseInAccruedLiabilities,298000.000,31995000.000
IncreaseDecreaseInBrokerageReceivables,30008000.000,-43225000.000
IncreaseDecreaseInDueFromAffiliatesCurrent,7055000.000,-5934000.000
IncreaseDecreaseInDueToAffiliatesCurrent,-4733000.000,1455000.000
IncreaseDecreaseInEmployeeRelatedLiabilities,1747000.000,6751000.000
IncreaseDecreaseInOtherOperatingAssets,-17568000.000,5465000.000
IncreaseDecreaseInPayablesToBrokerDealers,44516000.000,-48231000.000
IncreaseDecreaseInTradingSecurities,71552000.000,13769000.000
InterestAndDividendIncomeOperating,4720000.000,
InterestExpense,1260000.000,590000.000
InterestPaid,1428000.000,298000.000
InvestmentAdvisoryFees,,18320000.000
InvestmentIncomeInterestAndDividend,,12669000.000
LaborAndRelatedExpense,26343000.000,30968000.000
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,1591000.000
MinorityInterestDecreaseFromRedemptions,0.000,0.000
NetCashProvidedByUsedInFinancingActivities,9281000.000,105872000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,9281000.000,105872000.000
NetCashProvidedByUsedInInvestingActivities,-41734000.000,-4115000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-41734000.000,-4115000.000
NetCashProvidedByUsedInOperatingActivities,-47350000.000,6588000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-47350000.000,6588000.000
NetIncomeLoss,-111000.000,10218000.000
NetIncomeLossAttributableToNoncontrollingInterest,-780000.000,251000.000
NoncontrollingInterestDecreaseFromDeconsolidation,0.000,0.000
NoncontrollingInterestIncreaseFromSaleOfParentEquityInterest,0.000,0.000
NonoperatingIncomeExpense,11736000.000,26577000.000
OperatingExpenses,37154000.000,43459000.000
OperatingIncomeLoss,-14312000.000,-12232000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeReclassificationAdjustmentsNetOfTax,-11200000.000,3200000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,-11157000.000,4153000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesTax,-6503000.000,2319000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,100000.000,20000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,-11035000.000,4138000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,-6434000.000,2328000.000
OtherCostAndExpenseOperating,6189000.000,8434000.000
OtherIncome,1810000.000,3303000.000
OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecurities,216000.000,300000.000
OtherThanTemporaryImpairmentLossesInvestmentsPortionRecognizedInEarningsNetAvailableforsaleSecurities,216000.000,324000.000
PaymentsForRepurchaseOfCommonStock,44000.000,41630000.000
PaymentsForRepurchaseOfRedeemableNoncontrollingInterest,901000.000,244000.000
PaymentsOfDividends,,2504000.000
PaymentsToAcquireAvailableForSaleSecurities,43271000.000,5107000.000
ProceedsFromMinorityShareholders,1036000.000,250000.000
ProceedsFromNotesPayable,,150000000.000
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,1013000.000,803000.000
ProfitLoss,-891000.000,10469000.000
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,-122000.000,15000.000
ReclassificationFromAociCurrentPeriodTax,69000.000,-9000.000
RepaymentsOfOtherShortTermDebt,16000000.000,
RepaymentsOfShortTermDebt,,0.000
