,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsPayableAndAccruedLiabilitiesCurrent,6621000.000,6034000.000,6576000.000,6700000.000,6551000.000,6172000.000,6742000.000,6483000.000,6907000.000,7699000.000,7102000.000,7352000.000,5599000.000,6191000.000,6165000.000,7428000.000,7561000.000,7704000.000,6002000.000,6635000.000,6910000.000,7316000.000,8105000.000
AccountsReceivableNetCurrent,,,,30225000.000,,,,31148000.000,,,,30997000.000,,,,31466000.000,,,,30386000.000,,,
AccruedLiabilitiesCurrent,1762000.000,1596000.000,1693000.000,2585000.000,1982000.000,1990000.000,2285000.000,2154000.000,2274000.000,2480000.000,2797000.000,2504000.000,2446000.000,2750000.000,2313000.000,1874000.000,1963000.000,2326000.000,2118000.000,1579000.000,1378000.000,1699000.000,2203000.000
AccruedMarketingCostsCurrent,3988000.000,3112000.000,3870000.000,3302000.000,3533000.000,4245000.000,2916000.000,2824000.000,4124000.000,3188000.000,3770000.000,2182000.000,2842000.000,3020000.000,3763000.000,2721000.000,2377000.000,2441000.000,2720000.000,2855000.000,3076000.000,2487000.000,2848000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,122961000.000,110443000.000,111840000.000,112254000.000,114255000.000,115350000.000,117161000.000,118082000.000,119840000.000,119956000.000,122246000.000,124199000.000,125608000.000,126380000.000,128459000.000,129929000.000,132210000.000,133597000.000,136234000.000,137314000.000,139476000.000,135861000.000,138172000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,70000.000,66000.000,78000.000,72000.000,75000.000,71000.000,74000.000,86000.000,78000.000,84000.000,114000.000,114000.000,0.000,0.000,0.000,0.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,5258000.000,5198000.000,5140000.000,-11591000.000,11440000.000,11291000.000,11141000.000,5608000.000,5551000.000,5495000.000,5430000.000,8632000.000,8533000.000,8440000.000,8344000.000,8975000.000,8797000.000,8667000.000,8518000.000,13867000.000,13598000.000,13289000.000,13000000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,606000.000,572000.000,641000.000,573000.000,588000.000,595000.000,554000.000,487000.000,420000.000,193000.000,248000.000,255000.000,170000.000,-182000.000,-48000.000,-270000.000,-281000.000,-420000.000,-128000.000,-155000.000,-169000.000,-106000.000,-206000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,-5053000.000,-5218000.000,-5068000.000,-8263000.000,-8363000.000,-8622000.000,-8392000.000,-9245000.000,-9078000.000,-9087000.000,-8646000.000,-14022000.000,-13767000.000,-13395000.000,-13206000.000
AdditionalPaidInCapital,,,,29759000.000,,,,31317000.000,,,,33130000.000,,,,33563000.000,,,,34294000.000,,,
AdditionalPaidInCapitalCommonStock,29303000.000,29363000.000,29570000.000,,29998000.000,30691000.000,31059000.000,,32439000.000,32446000.000,33095000.000,,33403000.000,33467000.000,33518000.000,,37622000.000,33460000.000,33809000.000,,34853000.000,35288000.000,35676000.000
AllowanceForDoubtfulAccountsReceivableCurrent,632000.000,653000.000,638000.000,626000.000,633000.000,635000.000,658000.000,641000.000,656000.000,683000.000,674000.000,707000.000,722000.000,834000.000,744000.000,761000.000,739000.000,883000.000,886000.000,753000.000,801000.000,881000.000,782000.000
Assets,172518000.000,174222000.000,171938000.000,174267000.000,174708000.000,176418000.000,180854000.000,183559000.000,178429000.000,183860000.000,184637000.000,186204000.000,180727000.000,184314000.000,185426000.000,190031000.000,192086000.000,199055000.000,196149000.000,204933000.000,200067000.000,206574000.000,212053000.000
AssetsCurrent,91879000.000,94101000.000,92164000.000,95202000.000,95997000.000,97177000.000,99421000.000,103372000.000,96542000.000,89353000.000,87757000.000,83516000.000,74361000.000,77028000.000,78491000.000,82643000.000,86117000.000,92720000.000,89945000.000,91173000.000,85999000.000,92778000.000,98077000.000
AssetsNoncurrent,13354000.000,13311000.000,13396000.000,14612000.000,14299000.000,14124000.000,15675000.000,14132000.000,14657000.000,25548000.000,24911000.000,27792000.000,28154000.000,27584000.000,26388000.000,27733000.000,27168000.000,26886000.000,26715000.000,33049000.000,32380000.000,32298000.000,32433000.000
BuildingsAndImprovementsGross,,,,28338000.000,,,,28475000.000,,,,28557000.000,,,,28518000.000,,,,36776000.000,,,
BusinessAcquisitionPreacquisitionContingencyAmountOfSettlement,,,,,,,,,,,,,,116000.000,116000.000,,,,,,,,
BusinessCombinationAssetsArisingFromContingenciesAmountRecognized,,,,,,,,,,500000.000,500000.000,,,,,,,,,,,,
BusinessCombinationContingentConsiderationAsset,,,,,,,,,,,,,114500.000,0.000,0.000,,,,,,,,
CapitalLeaseObligationsCurrent,,,,,,,,,,,,1330000.000,,,,,,,,,,,
CapitalLeasedAssetsGross,,,,,,,,,,,,1523000.000,,,,1523000.000,,,,,,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,,,,,,,,32000.000,,,,32000.000,,,,,,,
CashAndCashEquivalentsAtCarryingValue,21000000.000,27359000.000,25649000.000,27093000.000,27177000.000,25430000.000,22649000.000,24035000.000,17776000.000,12082000.000,16436000.000,16230000.000,8406000.000,12763000.000,14379000.000,20138000.000,21011000.000,13827000.000,17194000.000,18629000.000,15991000.000,17560000.000,13603000.000
CashSurrenderValueFairValueDisclosure,,,,4229000.000,4271000.000,4296000.000,4406000.000,4426000.000,4468000.000,4493000.000,4605000.000,4625000.000,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,,,,0.100,,,,0.100,,,,0.100,,,,0.100,,,,0.100,,,
ConstructionInProgressGross,,,,2572000.000,,,,5845000.000,,,,11759000.000,,,,14188000.000,,,,2831000.000,,,
DeferredCompensationEquity,2342000.000,2173000.000,2422000.000,2214000.000,2179000.000,1969000.000,2072000.000,1824000.000,2595000.000,2277000.000,2571000.000,2225000.000,2120000.000,1829000.000,1223000.000,931000.000,4658000.000,,,,,,
DeferredCompensationLiabilityClassifiedNoncurrent,7115000.000,7312000.000,7444000.000,8117000.000,8326000.000,8398000.000,8450000.000,8569000.000,8820000.000,8976000.000,9137000.000,9267000.000,9528000.000,9624000.000,9745000.000,9518000.000,9604000.000,9622000.000,9657000.000,10504000.000,10778000.000,10991000.000,11022000.000
DeferredFinanceCostsNoncurrentNet,443000.000,423000.000,404000.000,385000.000,367000.000,348000.000,329000.000,309000.000,293000.000,277000.000,259000.000,243000.000,219000.000,194000.000,170000.000,146000.000,139000.000,132000.000,125000.000,118000.000,110000.000,103000.000,96000.000
DeferredTaxAssetsNetCurrent,1193000.000,1193000.000,1193000.000,2611000.000,2611000.000,2611000.000,2611000.000,3986000.000,3986000.000,3540000.000,3539000.000,1570000.000,1570000.000,1570000.000,1570000.000,2468000.000,2468000.000,2468000.000,2468000.000,3884000.000,3884000.000,3884000.000,3884000.000
DeferredTaxAssetsNetNoncurrent,1910000.000,1931000.000,1948000.000,3224000.000,2976000.000,2880000.000,4354000.000,2164000.000,1987000.000,2740000.000,2058000.000,4448000.000,4285000.000,4323000.000,4011000.000,6031000.000,5782000.000,5792000.000,5832000.000,12754000.000,12387000.000,12319000.000,12239000.000
DefinedBenefitPlanFairValueOfPlanAssets,,,,20108000.000,,,,22887000.000,,,,24804000.000,,,,25593000.000,,,,25264000.000,,,
DepositAssets,,,,,,,,,800000.000,,,,,,,,,,,,,,
DividendsPayableCurrent,1132000.000,1132000.000,1134000.000,1154000.000,1156000.000,0.000,0.000,1236000.000,1242000.000,1242000.000,1243000.000,1311000.000,1313000.000,1313000.000,1310000.000,1376000.000,1406000.000,1407000.000,1407000.000,1477000.000,1479000.000,1485000.000,1485000.000
DividendsPayableCurrentAndNoncurrent,,,,,,,,,,,,,,,,1376000.000,1406000.000,1407000.000,1407000.000,1477000.000,1479000.000,1485000.000,1485000.000
EmployeeRelatedLiabilitiesCurrent,3551000.000,4697000.000,5363000.000,6201000.000,4708000.000,6423000.000,8793000.000,9087000.000,3526000.000,4674000.000,3963000.000,4448000.000,3527000.000,4470000.000,5203000.000,6245000.000,6187000.000,8662000.000,9254000.000,8656000.000,4263000.000,6675000.000,7409000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,0.000,,,,,,,,,,,,,,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,1423000.000,1486000.000,1548000.000,1611000.000,1674000.000,1736000.000,1799000.000,1861000.000,1924000.000,1986000.000,1099000.000,1145000.000,1192000.000,1238000.000,1285000.000,0.000,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,,315000.000,,,,1581000.000,1416000.000,1416000.000,1419000.000,1451000.000,1223000.000,1226000.000,1226000.000,1212000.000,1013000.000,1014000.000,1014000.000
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,,,,,,,,,,1188000.000,788000.000,379000.000,,1088000.000,726000.000,363000.000,,918000.000,612000.000,306000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,,40000.000,,,,792000.000,621000.000,621000.000,625000.000,656000.000,473000.000,476000.000,475000.000,462000.000,323000.000,323000.000,323000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,,48000.000,,,,979000.000,792000.000,792000.000,795000.000,826000.000,656000.000,659000.000,659000.000,646000.000,472000.000,473000.000,473000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,,76000.000,,,,1188000.000,979000.000,979000.000,982000.000,1013000.000,826000.000,829000.000,831000.000,816000.000,656000.000,657000.000,657000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,,248000.000,,,,1443000.000,1188000.000,1188000.000,1191000.000,1222000.000,1013000.000,1016000.000,1019000.000,1003000.000,827000.000,827000.000,827000.000
FiniteLivedIntangibleAssetsNet,815000.000,752000.000,690000.000,627000.000,564000.000,503000.000,440000.000,378000.000,316000.000,,,155000.000,,,,0.000,,,,,,,
Goodwill,5162000.000,5162000.000,5162000.000,5162000.000,5162000.000,5162000.000,5162000.000,5162000.000,5162000.000,8553000.000,8599000.000,9034000.000,9034000.000,9034000.000,9034000.000,9034000.000,9034000.000,9034000.000,9034000.000,9034000.000,9034000.000,9034000.000,9034000.000
IndefiniteLivedIntangibleAssetsExcludingGoodwill,,,,,,,,,,,,,376000.000,376000.000,376000.000,,376000.000,376000.000,376000.000,,376000.000,376000.000,376000.000
