,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AccountsPayableCurrent,,,,11713351.000
AccountsReceivableNetCurrent,,,,14354175.000
AccruedLiabilitiesCurrent,6786.000,4813.000,6313.000,533610.000
AdditionalPaidInCapital,0.000,0.000,0.000,2303116.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,255000.000
Assets,7030.000,1694.000,594.000,19409630.000
AssetsCurrent,,,,17503049.000
CashAndCashEquivalentsAtCarryingValue,7030.000,1694.000,594.000,797128.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,
CommonStockSharesIssued,2000000.000,2000000.000,2000000.000,
CommonStockSharesOutstanding,2000000.000,2000000.000,2000000.000,
CommonStockValue,200.000,200.000,200.000,
DeferredTaxAssetsNetCurrent,,,,431158.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,30956.000,34319.000,36919.000,
DueToRelatedPartiesCurrent,31000.000,31000.000,31000.000,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,163118.000
Goodwill,,,,1558536.000
IntangibleAssetsNetExcludingGoodwill,,,,111882.000
InventoryNet,,,,1715700.000
InventoryValuationReserves,,,,40000.000
Liabilities,37786.000,35813.000,37313.000,
LiabilitiesAndStockholdersEquity,7030.000,1694.000,594.000,19409630.000
LiabilitiesCurrent,,,,16596547.000
LinesOfCreditCurrent,,,,4349586.000
OtherAssetsNoncurrent,,,,1682330.000
OtherReceivablesNetCurrent,,,,96203.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,
PrepaidExpenseCurrent,,,,108685.000
PropertyPlantAndEquipmentNet,,,,224251.000
RetainedEarningsAccumulatedDeficit,,,,507626.000
StockholdersEquity,-30756.000,-34119.000,-36719.000,2813083.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-30756.000,-34119.000,-36719.000,
