,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1372000.000,,,,,,540000.000,,,
AllowanceForLoanAndLeaseLossesWriteoffsNet,,,,,,,,1519000.000,1612000.000,
AmortizationOfDeferredLoanOriginationFeesNet,,,,,,,8614000.000,,,
AmortizationOfFinancingCostsAndDiscounts,7818000.000,,,,,,533000.000,,,
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,,10400000.000,4100000.000,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGains,,,1623000.000,,400000.000,0.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,331045000.000,,,,,,35747000.000,,,
CommonStockDividendsPerShareDeclared,0.010,0.010,0.010,,0.010,0.010,0.010,0.010,0.010,
ComprehensiveIncomeNetOfTax,,38926000.000,-95585000.000,,386589000.000,33362000.000,27719000.000,28788000.000,44113000.000,38152000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,17584000.000,,-95585000.000,,,,,,,
CostmethodInvestmentsOtherThanTemporaryImpairment,,200000.000,300000.000,,2100000.000,500000.000,0.000,1100000.000,300000.000,200000.000
DeferredIncomeTaxExpenseBenefit,31483000.000,,,,,,,,,
DepreciationAndAmortization,,,,,1511000.000,1330000.000,1526000.000,1571000.000,1590000.000,1574000.000
DepreciationDepletionAndAmortization,-1774000.000,,,,,,4334000.000,,,
DerivativeGainLossOnDerivativeNet,,,,,,,,-978000.000,1566000.000,
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,-271000.000,-2113000.000,,432000.000,-978000.000,-814000.000,,,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,0.000,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,0.000,,,,,,,,,
