,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationOtherLongtermIncentivePlansRequisiteServicePeriodRecognition,,,3700000.000,500000.000,,4200000.000,3400000.000,3300000.000,100000.000,600000.000,0.000,0.000,0.000,0.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,6500000.000,,,,5000000.000,,,,6600000.000,,,,10700000.000
AllocatedShareBasedCompensationExpense,,,14000000.000,10600000.000,,14800000.000,13500000.000,14600000.000,12400000.000,13700000.000,8900000.000,9200000.000,9800000.000,16800000.000
AmortizationOfDeferredHedgeGains,,4200000.000,,,,3400000.000,,,,1200000.000,,,,1500000.000
AmortizationOfIntangibleAssets,72500000.000,65600000.000,65100000.000,63700000.000,61700000.000,57600000.000,56500000.000,54800000.000,51300000.000,,,,,48800000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,1000000.000,900000.000,600000.000,500000.000,-1400000.000,100000.000,400000.000,500000.000,-500000.000,500000.000,400000.000,400000.000,-900000.000,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,,,,,,,17300000.000,-2100000.000,,
BusinessCombinationAcquisitionRelatedCosts,0.000,,,,,,,,,,,,,
CapitalLeasesIncomeStatementInterestExpense,800000.000,1100000.000,1000000.000,,,,,,,,,,,
CashAcquiredFromAcquisition,,,,,,,,,,,,,,5000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,21800000.000,,,,46200000.000,,,,43300000.000,,,,-7600000.000
CommonStockDividendsPerShareDeclared,,0.250,,,,1.500,,,,0.150,,,,0.150
ComprehensiveIncomeNetOfTax,25100000.000,6800000.000,10200000.000,13600000.000,-86500000.000,1200000.000,-214700000.000,-223400000.000,167800000.000,46600000.000,400000.000,-69500000.000,-70700000.000,-108400000.000
CostOfGoodsSold,47900000.000,41100000.000,40000000.000,39000000.000,36500000.000,31900000.000,38400000.000,41500000.000,33400000.000,28900000.000,24200000.000,21500000.000,23900000.000,20800000.000
