,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccountsPayableCurrent,26190000.000,25050000.000,27205000.000,27004000.000,25492000.000,27625000.000
AccountsReceivableNet,22988000.000,18444000.000,15104000.000,15845000.000,14362000.000,14142000.000
AccruedIncomeTaxesCurrent,8348000.000,8348000.000,,1500000.000,0.000,0.000
AdditionalPaidInCapital,225104000.000,225132000.000,225169000.000,225186000.000,225203000.000,225219000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,10861.000,,,
Assets,608942000.000,602535000.000,578810000.000,564898000.000,589740000.000,588662000.000
AssetsCurrent,105173000.000,108450000.000,94536000.000,94612000.000,85951000.000,97023000.000
AssetsHeldForSaleCurrent,3783000.000,0.000,0.000,1941000.000,,
AssetsNoncurrent,88032000.000,84419000.000,81294000.000,73955000.000,110585000.000,101930000.000
CapitalLeaseObligations,,,,,5705000.000,5626000.000
CashAndCashEquivalentsAtCarryingValue,58986000.000,71853000.000,63895000.000,61749000.000,45904000.000,53605000.000
ClassOfWarrantOrRightOutstanding,,,,,535714.000,535714.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
CommonStockSharesIssued,10714286.000,10714286.000,10714286.000,10767858.000,10767858.000,10767858.000
CommonStockSharesOutstanding,10714286.000,10714286.000,10714286.000,10767858.000,10767858.000,10767858.000
CommonStockValue,11000.000,11000.000,11000.000,11000.000,11000.000,11000.000
DeferredTaxAssetsNetCurrent,556000.000,556000.000,556000.000,556000.000,556000.000,556000.000
DeferredTaxLiabilitiesNoncurrent,556000.000,556000.000,556000.000,556000.000,556000.000,556000.000
EmployeeRelatedLiabilitiesCurrent,16663000.000,14698000.000,14302000.000,13312000.000,12857000.000,13292000.000
IntangibleAssetsNetExcludingGoodwill,8700000.000,8700000.000,8700000.000,8700000.000,8700000.000,8700000.000
InterestPayableCurrent,15170000.000,15921000.000,0.000,,,
InventoryNet,2547000.000,2277000.000,1978000.000,1729000.000,1760000.000,1408000.000
LiabilitiesAndStockholdersEquity,608942000.000,602535000.000,578810000.000,564898000.000,589740000.000,588662000.000
LiabilitiesCurrent,107824000.000,104592000.000,80412000.000,79526000.000,78518000.000,79058000.000
LiabilitiesOfAssetsHeldForSale,0.000,0.000,0.000,,,
LongTermDebtAndCapitalLeaseObligations,,,,,299425000.000,298480000.000
LongTermDebtCurrent,4163000.000,4092000.000,3967000.000,3838000.000,3660000.000,3622000.000
LongTermDebtNoncurrent,305308000.000,300580000.000,299676000.000,296671000.000,295765000.000,294858000.000
OtherAssetsNoncurrent,18888000.000,18349000.000,16332000.000,17211000.000,16823000.000,16650000.000
OtherLiabilitiesCurrent,21955000.000,20650000.000,19399000.000,19268000.000,21376000.000,19631000.000
OtherLiabilitiesNoncurrent,18923000.000,18683000.000,5401000.000,5138000.000,11510000.000,10464000.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssets,8451000.000,6462000.000,,3637000.000,5367000.000,5375000.000
PrepaidExpenseAndOtherAssetsCurrent,,,4886000.000,,,
PropertyPlantAndEquipmentNet,415737000.000,409666000.000,402980000.000,396331000.000,393204000.000,389709000.000
ReceivablesNetCurrent,3006000.000,3941000.000,3138000.000,2938000.000,3579000.000,2455000.000
RestrictedCashAndCashEquivalents,15116000.000,12854000.000,11347000.000,7126000.000,7700000.000,5138000.000
RetainedEarningsAccumulatedDeficit,-48784000.000,-47019000.000,-32415000.000,-42190000.000,-21823000.000,-21504000.000
SecuredDebt,,,,,293720000.000,292854000.000
SelfInsuranceReserve,15335000.000,15833000.000,14039000.000,14604000.000,15133000.000,14888000.000
StockholdersEquity,176331000.000,178124000.000,192765000.000,183007000.000,203391000.000,203726000.000
TaxesPayableCurrent,,,1500000.000,,,
UnrecognizedTaxBenefits,,,,,2372000.000,2372000.000
