,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,487000.000,1343000.000,1758000.000,2220000.000,2395000.000,2736000.000,3226000.000,3321000.000,3328000.000,3726000.000
AmortizationOfDebtDiscountPremium,,7000.000,,,,45000.000,,,,191000.000
AmortizationOfFinancingCostsAndDiscounts,,0.000,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,2217317.000,2912938.000,3278346.000,3500963.000,-6135081.000,4803169.000,4901783.000,5048330.000,-9462249.000,5907338.000
AvailableForSaleSecuritiesGrossUnrealizedGains,,,,,,,,,,0.000
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,,,,,,,,110000.000
CapitalExpendituresIncurredButNotYetPaid,,294000.000,,,,241000.000,,,,193000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,61232000.000,,,,85621000.000,,,,-10452000.000
ComprehensiveIncomeNetOfTax,,,,,,,-29624000.000,-27585000.000,,-27147000.000
CostOfGoodsSold,,,,,,9000.000,395000.000,351000.000,909000.000,463000.000
CostsAndExpenses,,,,,,,29983000.000,28179000.000,,
Depreciation,100000.000,100000.000,,,,,,,,283000.000
DepreciationAndAmortization,,60000.000,,,,152000.000,,,,
EarningsPerShareBasicAndDiluted,-1.230,-0.520,-0.520,-0.660,-0.870,-0.910,-0.980,-0.910,-0.890,-0.890
FairValueAdjustmentOfWarrants,2632000.000,0.000,0.000,0.000,0.000,,,,,
GeneralAndAdministrativeExpense,2040000.000,3501000.000,5352000.000,6492000.000,7869000.000,,,,,
ImpairmentOfLongLivedAssetsHeldForUse,,0.000,,,,0.000,,600000.000,,0.000
IncreaseDecreaseInAccountsPayable,,-57000.000,,,,-1106000.000,,,,-1165000.000
IncreaseDecreaseInAccountsReceivable,,,,,,146000.000,,,,87000.000
IncreaseDecreaseInAccruedLiabilities,,643000.000,,,,-178000.000,,,,-2918000.000
IncreaseDecreaseInDeferredRevenue,,,,,,129000.000,,,,0.000
IncreaseDecreaseInEmployeeRelatedLiabilities,,587000.000,,,,-416000.000,,,,-1953000.000
IncreaseDecreaseInInventories,,,,,,614000.000,,,,-234000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,2923000.000,,,,375000.000,,,,-380000.000
IncreaseDecreaseInRestrictedCash,,,,,,1000.000,,,,0.000
InterestExpense,31000.000,0.000,0.000,0.000,0.000,,,,,
InterestIncomeOther,,,97000.000,116000.000,,101000.000,231000.000,286000.000,281000.000,304000.000
InventoryWriteDown,,,,,,,,,,100000.000
NetCashProvidedByUsedInFinancingActivities,,80078000.000,,,,107745000.000,,,,9000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,80078000.000,,,,107745000.000,,,,9000.000
