,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,,,,,,,,12559000.000,,,,17437000.000,,,,13578000.000,,,,11191000.000,,14130000.000,13961000.000,13869000.000
AccountsReceivableNetCurrent,48813000.000,50826000.000,46119000.000,49334000.000,46332000.000,48747000.000,43377000.000,49105000.000,50758000.000,54392000.000,55391000.000,57229000.000,57186000.000,60300000.000,56227000.000,57537000.000,56910000.000,59225000.000,55877000.000,59747000.000,60702000.000,60445000.000,59181000.000,62841000.000
AccruedIncomeTaxesCurrent,,,,,,,,,,,,,,,,,,,,,,,,584000.000
AccruedLiabilitiesCurrent,37722000.000,30325000.000,32360000.000,31989000.000,30642000.000,31829000.000,34495000.000,39168000.000,39336000.000,44938000.000,47019000.000,53375000.000,44995000.000,51909000.000,51659000.000,58318000.000,55332000.000,61853000.000,62163000.000,67182000.000,61162000.000,70439000.000,71475000.000,73468000.000
AccruedProfessionalFeesCurrent,,,,,,,,3463000.000,,,,6419000.000,,,,5308000.000,,,,4692000.000,,4895000.000,4896000.000,4551000.000
AccruedRentCurrent,,,,,,,,2291000.000,,,,2493000.000,,,,5608000.000,,,,4907000.000,,4598000.000,4569000.000,5774000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,97551000.000,,,,109293000.000,,,,118712000.000,,,,130736000.000,,,,143738000.000
AdditionalPaidInCapitalCommonStock,101496000.000,103057000.000,104738000.000,105907000.000,107786000.000,109122000.000,110020000.000,110924000.000,112533000.000,114383000.000,116435000.000,118831000.000,120255000.000,121482000.000,122337000.000,123440000.000,124890000.000,126724000.000,128497000.000,130465000.000,133227000.000,134421000.000,135151000.000,135683000.000
AllowanceForDoubtfulAccountsReceivable,,,,2395000.000,,,,2295000.000,,,,1745000.000,,,,1645000.000,,,,1821000.000,,,,3001000.000
Assets,172450000.000,166726000.000,165887000.000,171882000.000,173614000.000,179854000.000,174987000.000,182382000.000,191383000.000,192759000.000,202891000.000,214481000.000,211074000.000,214413000.000,211341000.000,218754000.000,216622000.000,221694000.000,218580000.000,220269000.000,227444000.000,240238000.000,237725000.000,235383000.000
AssetsCurrent,86882000.000,80173000.000,77628000.000,81247000.000,84078000.000,91272000.000,87623000.000,92900000.000,98268000.000,100369000.000,111084000.000,120960000.000,116397000.000,119109000.000,115318000.000,119228000.000,116892000.000,122884000.000,120771000.000,123108000.000,127961000.000,138697000.000,135552000.000,128867000.000
CapitalizedComputerSoftwareAccumulatedAmortization,,,,,,,,47178000.000,,,,53734000.000,,,,61012000.000,,,,69644000.000,,,,78952000.000
CapitalizedComputerSoftwareNet,,,,,,,,18276000.000,,,,19360000.000,,,,21327000.000,,,,25140000.000,,,,25721000.000
CashAndCashEquivalentsAtCarryingValue,17577000.000,8134000.000,10065000.000,6597000.000,14568000.000,20014000.000,20769000.000,19822000.000,25034000.000,22192000.000,32746000.000,34866000.000,34134000.000,28162000.000,31029000.000,25516000.000,27102000.000,24887000.000,26504000.000,32779000.000,36234000.000,40862000.000,38809000.000,28611000.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,118.000,118.000,118.000,118.000,118.000,118.000,118.000,118.000,118.000,118.000,118.000
CommitmentsAndContingencies,,,,,,,,,,,,,,,,,,,,,,,,0.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
