,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,63218000.000,,,,57699000.000,,,,55365000.000,,,,47650000.000,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,3650000.000,,,,-14476000.000,,,,-3017000.000,,,,-5176000.000,,
AccumulatedOtherComprehensiveIncomeLossBeforeTax1,,,,,,,,,,-28643000.000,,,,-12106000.000,,,,-17390000.000,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,,,,,,,,-324000.000,,,,-466000.000,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,3973000.000,,,,3129000.000,,,,4134000.000,,,,5097000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-3191000.000,-3969000.000,-3239000.000,-1988000.000,1811000.000,-323000.000,-4900000.000,-15254000.000,-14684000.000,-17605000.000,-14313000.000,-9908000.000,-10039000.000,-7475000.000,-6136000.000,-10049000.000,-7013000.000,-10739000.000,-6708000.000,-4490000.000
AcquiredFiniteLivedIntangibleAssetAmount,,,,,,0.000,,,,,,,,,,,,,,
AdvancesFromFederalHomeLoanBanks,,,,,,,,,,,,,,,,,,93681000.000,,
Assets,1643894000.000,2409108000.000,2387946000.000,2301761000.000,2238065000.000,2151565000.000,2093311000.000,2036313000.000,2037173000.000,1985032000.000,2008481000.000,2013513000.000,2015793000.000,2215514000.000,2231934000.000,2293387000.000,2353294000.000,2397265000.000,2385325000.000,2356792000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,268000.000,245000.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,,,,,,390324000.000,379125000.000,398815000.000,386862000.000,374740000.000
AvailableForSaleSecurities,199271000.000,431306000.000,473916000.000,477136000.000,492386000.000,564850000.000,492355000.000,453410000.000,439712000.000,414614000.000,402468000.000,399110000.000,363296000.000,350040000.000,367842000.000,381367000.000,375929000.000,390434000.000,385994000.000,377646000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,1051000.000,1367000.000,920000.000,1722000.000,3740000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,10008000.000,4563000.000,9301000.000,2590000.000,834000.000
AvailableForSaleSecuritiesAmortizedCost,199314000.000,430836000.000,472242000.000,473438000.000,482979000.000,558818000.000,493631000.000,471542000.000,456310000.000,438057000.000,420619000.000,409715000.000,374457000.000,354924000.000,370038000.000,390324000.000,379125000.000,398815000.000,386862000.000,374740000.000
