,2011-09-30,2011-12-30,2012-03-30,2012-06-29,2012-09-28,2012-12-28,2013-03-29,2013-06-28,2013-09-27,2013-12-27,2014-03-28,2014-06-27,2014-09-26,2014-12-26,2015-03-27,2015-06-26,2015-09-25,2015-12-25,2016-03-25,2016-06-24
AccountsPayableCurrent,65250000.000,85300000.000,65407000.000,69448000.000,88078000.000,58398000.000,55305000.000,51531000.000,58325000.000,56789000.000,48631000.000,53128000.000,62741000.000,57679000.000,45652000.000,48677000.000,49126000.000,46122000.000,46471000.000,55761000.000
AccountsReceivableNetCurrent,101296000.000,120711000.000,138179000.000,98293000.000,89613000.000,88636000.000,98577000.000,59842000.000,82455000.000,71716000.000,102960000.000,72076000.000,76691000.000,64750000.000,83307000.000,118219000.000,55658000.000,103758000.000,80723000.000,85834000.000
AccruedIncomeTaxesCurrent,,,,1740000.000,930000.000,428000.000,371000.000,491000.000,528000.000,787000.000,1102000.000,379000.000,,,,,,,,
AccruedIncomeTaxesNoncurrent,21886000.000,21724000.000,22567000.000,20568000.000,21904000.000,17734000.000,11602000.000,10149000.000,10425000.000,10360000.000,9997000.000,10114000.000,9980000.000,9393000.000,8949000.000,8420000.000,7839000.000,7698000.000,8188000.000,7529000.000
AccruedProfessionalFeesCurrent,,,,5657000.000,5699000.000,5379000.000,5142000.000,3635000.000,5188000.000,3914000.000,4178000.000,3421000.000,4489000.000,4399000.000,2657000.000,3597000.000,4325000.000,3385000.000,2951000.000,2736000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,34790000.000,,,,39263000.000,,,,39073000.000,,,,46630000.000,,,,48299000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,,,,,,-87000.000,,,,-408000.000,,,,-2457000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,2253000.000,,,,3193000.000,,,,1781000.000,,,,3278000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,838000.000,,,,102000.000,,,,-608000.000,,,,-3080000.000,,,,-502000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1572000.000,1039000.000,-553000.000,-1480000.000,-1226000.000,-1609000.000,-2057000.000,-2151000.000,-3220000.000,-4094000.000,-3982000.000,-3888000.000,-4456000.000,-5483000.000,-4825000.000,-5269000.000,-4631000.000,-4480000.000,-4915000.000,-6237000.000
AdditionalPaidInCapital,475241000.000,477190000.000,482334000.000,484461000.000,489055000.000,491574000.000,507355000.000,510092000.000,517077000.000,520381000.000,525829000.000,527525000.000,532372000.000,535985000.000,541012000.000,543498000.000,548627000.000,551438000.000,555707000.000,557454000.000
AllowanceForDoubtfulAccountsReceivable,,,,1597000.000,,,,1074000.000,,,,287000.000,,,,190000.000,,,,475000.000
AllowanceForDoubtfulAccountsReceivableCurrent,1730000.000,1896000.000,1892000.000,1597000.000,1547000.000,1597000.000,1209000.000,1074000.000,1199000.000,1192000.000,1073000.000,287000.000,234000.000,218000.000,213000.000,190000.000,94000.000,558000.000,603000.000,475000.000
Assets,522565000.000,519862000.000,515517000.000,496880000.000,509629000.000,504487000.000,466268000.000,407853000.000,406707000.000,380302000.000,369859000.000,364938000.000,356029000.000,347810000.000,395141000.000,387584000.000,358936000.000,356239000.000,352644000.000,356129000.000
AssetsCurrent,399821000.000,404594000.000,408702000.000,395365000.000,413290000.000,411497000.000,377562000.000,332622000.000,329500000.000,293784000.000,281650000.000,262982000.000,255784000.000,244448000.000,291879000.000,300006000.000,269169000.000,263340000.000,260446000.000,263951000.000
AssetsFairValueDisclosureNonrecurring,,,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000
CashAndCashEquivalentsAtCarryingValue,112490000.000,92174000.000,88872000.000,104851000.000,107214000.000,124145000.000,149394000.000,175181000.000,160058000.000,113441000.000,76105000.000,109297000.000,89492000.000,79294000.000,79922000.000,67191000.000,94911000.000,68410000.000,98959000.000,92946000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
