,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,-81369.000,,,,-373589.000,,,,-424169.000,,,,-199751.000,,
AmortizationOfDeferredCharges,,,,,,,10400.000,,,,,,,,,,
AmortizationOfIntangibleAssets,,,,,,,-12528.000,,,,-12124.000,,,,-8352.000,,
CapitalLeaseObligationsIncurred,,,406558.000,,,,406558.000,,,,,,,,,,
CashPeriodIncreaseDecrease,,,-21580.000,,,,-34334.000,,,,8296.000,,,,930.000,,
ComprehensiveIncomeNetOfTax,,,-204875.000,-139530.000,-348713.000,,208253.000,-753470.000,-430590.000,,-436686.000,-195674.000,-440141.000,,-96321.000,-173863.000,-177577.000
CostOfGoodsAndServicesSold,0.000,0.000,,,,,,,,,,,,,,,
CostOfGoodsSold,,,0.000,,,,,,,,,,,,,,
CostOfServicesDirectMaterials,,,,,,,24903.000,24495.000,-1578.000,-13747.000,5881.000,12567.000,5444.000,5656.000,4230.000,11513.000,1024.000
DebtConversionConvertedInstrumentAmount1,,,,,,,,,,,,,,,1000.000,,
DepreciationAndAmortization,25654.000,24145.000,21312.000,19874.000,20660.000,46253.000,37179.000,36837.000,35782.000,35421.000,26885.000,29548.000,20338.000,18039.000,16158.000,16631.000,14099.000
EarningsPerShareBasic,,,,,,,0.000,-0.010,-0.010,-0.020,-0.010,0.000,-0.010,-0.670,-0.000,-0.000,0.000
EarningsPerShareBasicAndDiluted,-0.010,-0.010,-0.000,-0.000,-0.010,,,,,,,,,,,,
EarningsPerShareDiluted,,,,,,,0.000,-0.010,-0.010,-0.020,-0.010,0.000,-0.010,-0.670,-0.000,0.000,0.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,-13780.000,,,,80542.000,,,,74029.000,,,,119414.000,,
FairValueAssumptionsExpectedDividendPayments,,,,,,,,0.000,,,,,,,,,
FairValueAssumptionsExpectedDividendRate,,,,,,,,,,,0.000,,,,,,
FairValueAssumptionsExpectedVolatilityRate,,,,,,,,0.500,,,0.500,,,,,,
FairValueAssumptionsRiskFreeInterestRate,,,,,,,,3.250,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityTransfersNet,,,,,,,548879.000,,,,59661.000,,,,,,
FiniteLivedIntangibleAssetsTranslationAdjustments,,,,,,,31328.000,,,,4599.000,,,,57945.000,,
FiniteLivedIntangibleAssetsTranslationAndPurchaseAccountingAdjustments,,,,,,,36944.000,,,,7213.000,,,,61853.000,,
GeneralAndAdministrativeExpense,326966.000,274031.000,133820.000,77985.000,276072.000,309312.000,155467.000,347591.000,182464.000,53453.000,197110.000,198502.000,320912.000,538792.000,126592.000,36212.000,8203.000
GrossProfit,0.000,0.000,0.000,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-395531.000,-352943.000,-191095.000,-130676.000,-331976.000,-1023321.000,127711.000,-617903.000,-542082.000,-761683.000,-510715.000,-235181.000,-601823.000,-30488710.000,-215735.000,-213330.000,-149447.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,,,,,,,,,,,,,,
IncomeTaxesPaid,,,0.000,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,23021.000,,,,-133502.000,,,,126281.000,,,,46404.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,,,303834.000,,,,,,,,,,
IncreaseDecreaseInDueToRelatedParties,,,17355.000,,,,,,,,,,,,,,
IncreaseDecreaseInDueToRelatedPartiesCurrent,,,,,,,,,,,2417.000,,,,,,
IncreaseDecreaseInOtherCurrentAssets,,,-662.000,,,,88381.000,,,,-29738.000,,,,-6908.000,,
InterestExpense,,,,,,,91620.000,92280.000,92189.000,353536.000,87533.000,158478.000,121370.000,381999.000,84466.000,125647.000,125051.000
InterestPaid,,,0.000,,,,,,,,,,,,,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,0.000,,,,,,,,,,,,39600.000,,
LaborAndRelatedExpense,26613.000,23932.000,23034.000,21050.000,22113.000,147626.000,140778.000,136317.000,110926.000,-116907.000,19806.000,24607.000,19023.000,26053.000,15184.000,4610.000,5048.000
NetCashProvidedByUsedInFinancingActivities,,,45455.000,,,,303834.000,,,,202417.000,,,,25168.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,45455.000,,,,303834.000,,,,202417.000,,,,25168.000,,
NetCashProvidedByUsedInInvestingActivities,,,-11600.000,,,,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-11600.000,,,,,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,-41655.000,,,,-418710.000,,,,-268150.000,,,,-167675.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-41655.000,,,,-418710.000,,,,-268150.000,,,,-167675.000,,
NetIncomeLoss,-395531.000,352943.000,-191095.000,-130676.000,-331976.000,-1025305.000,127711.000,-617903.000,-542082.000,-762444.000,-510715.000,-235181.000,-601823.000,-30488722.000,-215735.000,-213330.000,-149447.000
NonoperatingIncomeExpense,-11717.000,-6966.000,-8766.000,-7397.000,-8897.000,-26867.000,548879.000,19887.000,39774.000,,,,,,,,
OperatingExpenses,383814.000,327527.000,182329.000,123279.000,323079.000,996454.000,329548.000,545510.000,489667.000,-200393.000,423182.000,76703.000,480453.000,30106711.000,131269.000,87683.000,24396.000
OperatingIncomeLoss,-383814.000,-327527.000,-182329.000,-123279.000,-323079.000,-996454.000,-329548.000,-545510.000,-489667.000,200393.000,-423182.000,-76703.000,-480453.000,-30106711.000,-131269.000,-87683.000,-24396.000
OtherComprehensiveIncomeLossNetOfTax,,,,,,,80542.000,-135567.000,111492.000,,74029.000,39507.000,161682.000,,119414.000,39467.000,-28130.000
OtherComprehensiveIncomeLossTax,,,-13780.000,-8854.000,-16737.000,,,,,,,,,,,,
OtherExpenses,,,13.000,19.000,,,3.000,4.000,162187.000,-78859.000,147001.000,-127163.000,109039.000,-81903.000,-5698.000,-6480.000,
OtherGeneralExpense,0.000,19.000,,,,,,,,,,,,,,,
OtherOperatingIncomeExpenseNet,,,,,,,,,,,,,,,,,3978.000
PaymentsToAcquirePropertyPlantAndEquipment,,,-11600.000,,,,,,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,,45455.000,,,,,,,,,,,,,,
ProceedsFromIssuanceOrSaleOfEquity,,,,,,,,,,,200000.000,,,,,,
ProceedsFromNotesPayable,,,0.000,,,,,,,,,,,,,,
ProceedsFromRelatedPartyDebt,,,0.000,,,,,,,,,,,,25168.000,,
ProceedsFromWarrantExercises,,,0.000,,,,,,,,,,,,,,
RecapitalizationCosts,,,0.000,,,,,,,,,,,,,,
ResearchAndDevelopmentExpense,0.000,0.000,0.000,,,,,,,,,,,,,,
RevenueFromGrants,,,,,,,28782.000,-266.000,114.000,121566.000,-26499.000,61358.000,-5697.000,,25197.000,-25197.000,
Revenues,0.000,0.000,0.000,,,,,,,,,,,,,,
SalesRevenueNet,0.000,0.000,0.000,,,,,,,,,,,,,,
ShareBasedCompensation,,,88414.000,,,,10400.000,,,,,,,,,,
StockIssuedDuringPeriodValueIssuedForServices,,,,,,,19900.000,,,,,,,,39600.000,,
StockIssuedDuringPeriodValueOther,,,,,,,,,,,200000.000,,,,,,
TranslationAdjustmentFunctionalToReportingCurrencyIncreaseDecreaseGrossOfTax,,,,,,,80542.000,,,,74029.000,,,,119414.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,,,42495244.000,45033548.000,45500896.000,-88120675.000,46500896.000,45500896.000,45500896.000,-91001792.000,46980896.000,47900896.000,47900896.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,38488044.000,38730815.000,38589083.000,,,,,,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,,,,,,,42495244.000,45033548.000,45500896.000,-88120675.000,46500896.000,45500896.000,45500896.000,-91001792.000,46980896.000,47900896.000,47900896.000
