,2011-03-27,2011-09-25,2011-12-25,2012-03-25,2012-06-24,2012-09-23,2012-12-23,2013-03-24,2013-09-29,2013-12-29,2014-03-30,2014-06-29,2014-09-28
AllocatedShareBasedCompensationExpense,,3707000.000,4262000.000,4140000.000,4032000.000,5739000.000,5378000.000,5297000.000,6862000.000,6627000.000,6538000.000,6467000.000,8079000.000
AmortizationOfAcquiredIntangibleAssets,,2615000.000,1939000.000,2097000.000,1718000.000,1680000.000,1680000.000,1663000.000,1630000.000,1630000.000,1605000.000,,
AmortizationOfIntangibleAssets,1695000.000,,,,,,,,,,,,1555000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,1043134.000,940293.000,854137.000,-2253117.000,2927138.000,2400000.000,1200000.000,200000.000,0.000,0.000,-200000.000,0.000
AssetImpairmentCharges,,,,,,,1906000.000,9000.000,0.000,0.000,0.000,0.000,
AvailableForSaleSecuritiesGrossRealizedGains,,100000.000,0.000,0.000,0.000,,,,0.000,0.000,0.000,0.000,13000000.000
AvailableForSaleSecuritiesGrossRealizedLosses,,0.000,,100000.000,,,,,0.000,0.000,0.000,0.000,0.000
CapitalExpendituresIncurredButNotYetPaid,,-5504000.000,,,,10403000.000,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-34192000.000,,,,-25608000.000,,,24630000.000,,,,70067000.000
ComprehensiveIncomeNetOfTax,53647000.000,10814000.000,-8823000.000,4798000.000,,-20747000.000,-31956000.000,-33071000.000,27054000.000,29045000.000,20176000.000,21237000.000,-1500000.000
CostOfRevenue,179534000.000,187903000.000,148659000.000,174132000.000,199871000.000,181951000.000,174733000.000,169860000.000,174439000.000,172000000.000,169135000.000,191789000.000,178190000.000
CurrentStateAndLocalTaxExpenseBenefit,,,,,,,,-400000.000,,,,,
DeferredIncomeTaxExpenseBenefit,,1424000.000,,,,5357000.000,,,4997000.000,,,,718000.000
DepreciationDepletionAndAmortization,,19523000.000,,,,22687000.000,,,22073000.000,,,,21375000.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,,,,,,,,625000.000,-718000.000,,,
EarningsPerShareBasic,0.700,0.310,-0.090,-0.040,-0.970,-0.420,-0.470,-0.310,0.120,0.250,0.270,0.190,0.360
EarningsPerShareDiluted,0.690,0.310,-0.090,-0.040,-0.970,-0.420,-0.470,-0.310,0.120,0.250,0.260,0.180,0.360
EffectOfExchangeRateOnCashAndCashEquivalents,,-2441000.000,,,,2230000.000,,,2786000.000,,,,-4357000.000
EffectiveIncomeTaxRateContinuingOperations,,0.222,0.212,-0.645,0.444,0.318,0.069,0.081,0.441,-0.100,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,,,0.350,,,,,,,
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,,400000.000,,,,700000.000,,,9000000.000,,,,1400000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedPeriodForRecognition,,1.600,,,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,623000.000,,,,1000.000,,,0.000,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,623000.000,,,,1000.000,,,0.000,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings,,127000.000,160000.000,-246000.000,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncome,,-190000.000,,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSales,,310000.000,,221000.000,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSettlements,,33000.000,14000.000,31000.000,,,,,,,,,
FiniteLivedIntangibleAssetsFutureAmortizationExpense,,34330000.000,,,,,,,,,,,
ForeignIncomeTaxExpenseBenefitContinuingOperations,,,,,,2200000.000,,,,,,,
FutureAmortizationExpenseAfterYearFive,,4602000.000,,,,,,,,,,,
FutureAmortizationExpenseRemainderOfFiscalYear,,5698000.000,,,,,,,,,,,
FutureAmortizationExpenseYearFive,,4681000.000,,,,,,,,,,,
FutureAmortizationExpenseYearFour,,6220000.000,,,,,,,,,,,
FutureAmortizationExpenseYearThree,,6420000.000,,,,,,,,,,,
FutureAmortizationExpenseYearTwo,,6709000.000,,,,,,,,,,,
GainLossOnDispositionOfAssets,,-692000.000,,,,84000.000,,,-15000.000,,,,7000.000
GainLossOnDispositionOfProperty,,,,5410000.000,,,,0.000,,,,,
GainLossOnForeignCurrencyDerivativeInstrumentsNotDesignatedAsHedgingInstruments,,800000.000,100000.000,-900000.000,1000000.000,-2400000.000,300000.000,2100000.000,1000000.000,-100000.000,100000.000,100000.000,0.000
GainLossOnSaleOfDerivatives,,,,,,-2210000.000,,,-362000.000,,,,186000.000
GainLossOnSaleOfInvestments,,54000.000,,,,0.000,,,36000.000,,,,12997000.000
GrossProfit,117183000.000,114838000.000,81419000.000,73962000.000,69804000.000,70541000.000,49089000.000,54408000.000,95311000.000,97965000.000,100134000.000,105798000.000,108798000.000
ImpairmentOfLongLivedAssetsHeldForUse,,,,,,,,,,,,,1157000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,45606000.000,28210000.000,-5230000.000,-7008000.000,-87779000.000,-21825000.000,-35143000.000,-19645000.000,15595000.000,16290000.000,18691000.000,20410000.000,31290000.000
IncomeTaxExpenseBenefit,-3879000.000,6247000.000,1107000.000,-4518000.000,-19593000.000,6950000.000,-2421000.000,1600000.000,6872000.000,-1631000.000,-449000.000,7461000.000,5360000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,10900000.000,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,-16622000.000,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableTrade,,,,,,-20190000.000,,,-74000.000,,,,3794000.000
IncreaseDecreaseInAccountsReceivable,,-11590000.000,,,,-18561000.000,,,12661000.000,,,,-13806000.000
IncreaseDecreaseInAccruedSalaries,,-4818000.000,,,,-2749000.000,,,1125000.000,,,,426000.000
IncreaseDecreaseInDeferredCompensation,,542000.000,,,,-294000.000,,,160000.000,,,,-243000.000
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,,4229000.000,,,,-1268000.000,,,1884000.000,,,,2427000.000
IncreaseDecreaseInInventories,,38385000.000,,,,-7951000.000,,,10824000.000,,,,10383000.000
IncreaseDecreaseInOperatingCapital,,39237000.000,,,,5119000.000,,,21194000.000,,,,-14209000.000
IncreaseDecreaseInOtherAccruedLiabilities,,5376000.000,,,,-3800000.000,,,323000.000,,,,5495000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,1149000.000,,,,3330000.000,,,1127000.000,,,,1113000.000
IncreaseDecreaseInRestrictedCash,,21000.000,,,,4000.000,,,-8000.000,,,,-15000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,517000.000,,,,,,,834000.000,1016000.000,1480000.000,-1889000.000,1398000.000
InterestExpense,-2694000.000,,,,,,,,,,,,
InterestIncomeExpenseNonoperatingNet,,209000.000,31000.000,47000.000,46000.000,32000.000,8000.000,-64000.000,1000.000,-7000.000,-28000.000,10000.000,12000.000
InventoryWriteDown,,4211000.000,,,,5335000.000,,,1615000.000,,,,3971000.000
NetCashProvidedByUsedInFinancingActivities,,-24356000.000,,,,-5526000.000,,,7883000.000,,,,1243000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-24356000.000,,,,-5526000.000,,,7883000.000,,,,1243000.000
NetCashProvidedByUsedInInvestingActivities,,-23995000.000,,,,-28851000.000,,,-10849000.000,,,,8030000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-23995000.000,,,,-28851000.000,,,-10849000.000,,,,8030000.000
NetCashProvidedByUsedInOperatingActivities,,16600000.000,,,,6539000.000,,,24810000.000,,,,65151000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,16600000.000,,,,6539000.000,,,24810000.000,,,,65151000.000
NetIncomeLoss,49485000.000,21963000.000,-6337000.000,-2490000.000,-68186000.000,-28775000.000,-32722000.000,-21245000.000,8723000.000,17921000.000,19140000.000,12949000.000,25930000.000
NumberOfReportableSegments,,,,,,6.000,,,6.000,,,,6.000
OperatingIncomeLoss,41564000.000,30204000.000,-3305000.000,-7101000.000,-87671000.000,-20849000.000,-34740000.000,-20031000.000,16356000.000,17807000.000,19170000.000,20651000.000,17959000.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,203000.000,,,,,,,,,,,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPortionAttributableToParent,0.000,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,3959000.000,-6632000.000,-1048000.000,4634000.000,,11232000.000,-601000.000,-13586000.000,15179000.000,5187000.000,1903000.000,5334000.000,-14244000.000
OtherComprehensiveIncomeLossBeforeReclassificationsBeforeTax,,,,,,,,,,,,,-14433000.000
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,,,,,,,,,0.000,0.000,,0.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,4162000.000,-11149000.000,-2486000.000,7288000.000,-10293000.000,8028000.000,766000.000,-11826000.000,18331000.000,11124000.000,1036000.000,8288000.000,-27430000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeBeforeTax,,,,,,,0.000,,,,,,
OtherComprehensiveIncomeLossTax,,,,,,,,,,,,,0.000
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeBeforeTax,,100000.000,0.000,0.000,,,,,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,-4517000.000,-1438000.000,2654000.000,,-3204000.000,1367000.000,1760000.000,3152000.000,5937000.000,-867000.000,2954000.000,-13186000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,-123000.000,-2686000.000,-855000.000,1579000.000,-472000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OtherNonoperatingIncome,1348000.000,,,,,,,,,,,,
OtherNonoperatingIncomeExpense,,-2203000.000,-1956000.000,46000.000,-154000.000,-1008000.000,-411000.000,450000.000,-762000.000,-1510000.000,-451000.000,-251000.000,13319000.000
OtherOperatingActivitiesCashFlowStatement,,2021000.000,,,,-2492000.000,,,-237000.000,,,,1347000.000
OtherThanTemporaryImpairmentLossesInvestmentsPortionRecognizedInEarningsNet,,535000.000,,,,0.000,,,,,,,
OtherThanTemporaryImpairmentLossesInvestmentsPortionRecognizedInEarningsNetAvailableforsaleSecurities,,500000.000,1800000.000,,,,,350000.000,,,0.000,,
PaymentsForRepurchaseOfCommonStock,,23576000.000,,,,5210000.000,,,0.000,,2598000.000,,0.000
PaymentsForRestructuring,,,,,,,,,,,,,0.000
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,1802000.000,,,,980000.000,,,1089000.000,,,,158000.000
PaymentsToAcquireAvailableForSaleSecuritiesEquity,,0.000,,,,,,,,,,,
PaymentsToAcquireIntangibleAssets,,0.000,,,,,,,,,,,
PaymentsToAcquireInvestments,,36096000.000,,,,9979000.000,,,0.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,45245000.000,,,,21986000.000,,,11918000.000,,,,11993000.000
PriorPeriodReclassificationAdjustment,,,3900000.000,,,,,,,,,,
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,,52025000.000,,,,3000000.000,,,1000000.000,,,,0.000
