,2011-12-31
AmortizationOfFinancingCostsAndDiscounts,1152000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,827000.000
CommonStockDividendsPerShareDeclared,0.080
ComprehensiveIncomeNetOfTax,2171000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,128000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,2299000.000
CostOfGoodsSold,267577000.000
CostsAndExpenses,388486000.000
DeferredIncomeTaxExpenseBenefit,6816000.000
DepreciationAndAmortization,25694000.000
DepreciationDepletionAndAmortization,25694000.000
DividendsPreferredStock,4458000.000
EarningsPerShareBasic,-0.080
EarningsPerShareDiluted,-0.080
EffectOfExchangeRateOnCashAndCashEquivalents,-127000.000
GainLossOnSaleOfPropertyPlantEquipment,-1384000.000
GainsLossesOnSalesOfAssets,-1384000.000
GoodwillImpairmentLoss,3095000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,13167000.000
IncomeLossFromEquityMethodInvestments,-590000.000
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,-843000.000
IncomeTaxExpenseBenefit,7511000.000
IncomeTaxesPaid,1517000.000
IncreaseDecreaseInAccountsPayable,4263000.000
IncreaseDecreaseInAccountsReceivable,7757000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,-2001000.000
IncreaseDecreaseInInventories,4326000.000
IncreaseDecreaseInOtherCurrentAssets,-2738000.000
InterestIncomeExpenseNonoperatingNet,-4393000.000
InterestPaid,3610000.000
NetCashProvidedByUsedInFinancingActivities,1434000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1434000.000
NetCashProvidedByUsedInInvestingActivities,-39149000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-39149000.000
NetCashProvidedByUsedInOperatingActivities,38669000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,38669000.000
NetIncomeLoss,4940000.000
NetIncomeLossAttributableToNoncontrollingInterest,126000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-2095000.000
OperatingIncomeLoss,18944000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-2767000.000
OtherCostAndExpenseOperating,58268000.000
OtherNonoperatingIncomeExpense,-5777000.000
PaymentsForRepurchaseOfCommonStock,1472000.000
PaymentsOfDividends,522000.000
PaymentsOfFinancingCosts,1572000.000
PaymentsToAcquirePropertyPlantAndEquipment,39149000.000
PreferredStockDividendsIncomeStatementImpact,4458000.000
ProceedsFromLinesOfCredit,89916000.000
ProfitLoss,5066000.000
ProvisionForDoubtfulAccounts,492000.000
RepaymentsOfLinesOfCredit,84916000.000
RevenueFromRelatedParties,15284000.000
Revenues,407430000.000
SalesRevenueGoodsNet,318097000.000
SalesRevenueNet,407430000.000
SalesRevenueServicesNet,74049000.000
SellingGeneralAndAdministrativeExpense,33852000.000
ShareBasedCompensation,1210000.000
StockIssued1,10096000.000
StockIssuedDuringPeriodValueNewIssues,10096000.000
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,916000.000
StockIssuedDuringPeriodValueStockDividend,-3457000.000
StockRepurchasedAndRetiredDuringPeriodValue,1472000.000
