,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AdditionalPaidInCapital,9875.000,9875.000,9875.000,9875.000
Assets,8435.000,476.000,307.000,307.000
AssetsCurrent,,476.000,307.000,307.000
Cash,8435.000,476.000,307.000,307.000
CommonStockParOrStatedValuePerShare,,0.000,0.000,0.000
CommonStockSharesAuthorized,,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,,10597571.000,10597571.000,10597571.000
CommonStockSharesOutstanding,,10597571.000,10597571.000,10597571.000
CommonStockValue,1060.000,1060.000,1060.000,1060.000
DeferredTaxAssetsGross,,-3661.000,-3720.000,-3720.000
DeferredTaxAssetsValuationAllowance,,,3720.000,3720.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,2500.000,10459.000,10628.000,10628.000
DueToOfficersOrStockholders,0.000,,,
DueToOfficersOrStockholdersCurrent,0.000,,0.000,0.000
Liabilities,0.000,,0.000,0.000
LiabilitiesAndStockholdersEquity,8435.000,476.000,307.000,307.000
LiabilitiesCurrent,,,0.000,0.000
OperatingLossCarryforwards,,10459.000,10628.000,10628.000
PreferredStockParOrStatedValuePerShare,,0.000,0.000,0.000
PreferredStockSharesAuthorized,,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,,0.000,0.000,0.000
PreferredStockSharesOutstanding,,0.000,0.000,0.000
PreferredStockValue,0.000,,0.000,0.000
StockholdersEquity,8435.000,476.000,307.000,307.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,8435.000,,307.000,307.000
ValuationAllowanceAmount,,3661.000,,
