,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2013-09-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccumulatedDepreciationDepletionAndAmortizationReclassificationsFromPropertyPlantAndEquipment1,,,,,,36329.000,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,10994.000,,,,,,
AmortizationOfDebtDiscountPremium,,,,,-1569658.000,,,,,269033.000,,
AmortizationOfFinancingCosts,,,,,,34943.000,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,271689.000,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,105200000000.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,-23349.000,148540.000,,,,-16903.000,,
CashPeriodIncreaseDecrease,-50296.000,,,,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,0.000,,,,,,
ConversionOfStockAmountIssued1,,,,,,1372050.000,,,,,,
ConversionOfStockSharesConverted1,,,,,,2551.000,,,,,,
CostOfGoodsAndServicesSold,,,,,265327.000,379591.000,259389.000,226623.000,,,,
CostOfGoodsSold,,,,,263002.000,,259389.000,226623.000,,21393.000,9485.000,11968.000
CostOfServices,,,,,2325.000,,,,,,,
CostsAndExpenses,623604.000,907371.000,1010638.000,1563247.000,,,,,,,,
DebtConversionOriginalDebtAmount1,,,,,,200759.000,,,,,,
DebtInstrumentPeriodicPayment,,,,,,,,,,20000.000,,
DeferredRevenueAdditions,-10000.000,,,,,,,,,,,
Depreciation,,,,,,,,,,13715.000,27295.000,13581.000
DepreciationAndAmortization,,,,,-52407.000,52679.000,,,,,,
DepreciationExpense,43666.000,,,,,,,,,,,
DerivativeGainLossOnDerivativeNet,,,,,,-6634847.000,,,,92586.000,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,0.000,0.000,0.000,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicAndDilutedShare,,,,,,-0.000,-0.010,-0.000,,,,
DividendsStock,,,,,,0.000,,,,,,
EarningsPerShareBasic,,-0.010,-0.010,,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.010,,,,-0.000,,,,,,,
EmbeddedDerivativeGainLossOnEmbeddedDerivativeNet,,,,,,699103.000,,,,,,
FairValueAssumptionsExpectedDividendRate,,,,,,,,,,0.000,,
GainLossOnSaleOfDerivatives,,,,,1541745.000,,-9372884.000,-4534692.000,,92586.000,-1543660.000,5858348.000
GainsLossesOnExtinguishmentOfDebt,,,,,,0.000,,0.000,,,,
GainsLossesOnRestructuringOfDebt,,75000.000,300000.000,,,0.000,,,,,,
GrossProfit,67075.000,89474.000,79086.000,-617121.000,143001.000,-103840.000,-148015.000,-174136.000,21257.000,4498.000,10762.000,2978.000
IncomeLossFromContinuingOperations,-1372449.000,-1630187.000,-1815686.000,-5520969.000,-812895.000,-624691.000,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,-10672795.000,-5167320.000,,-1562198.000,-2902559.000,4876362.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,-1589249.000,-1727162.000,-2210958.000,-5639017.000,-1879421.000,-7977233.000,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,,-0.010,-0.010,-0.000,,,-0.060,
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,,,,,,0.040
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,,,,,,0.000
IncreaseDecreaseInAccountsPayable,76253.000,,,,-42956.000,180334.000,,,,-30221.000,,
IncreaseDecreaseInAccountsReceivable,-74437.000,,,,1877.000,64095.000,,,,8867.000,,
IncreaseDecreaseInAccruedTaxesPayable,71738.000,,,,,,,,,,,
IncreaseDecreaseInDeferredRevenue,,,,,140000.000,,,,,,,
IncreaseDecreaseInDerivativeLiabilities,,,,,1541745.000,6634847.000,,,,,,
IncreaseDecreaseInDueToOtherRelatedPartiesCurrent,,,,,-13100.000,,,,,,,
IncreaseDecreaseInEmployeeRelatedLiabilities,,,,,,-8531.000,,,,11090.000,,
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,,,,,-118432.000,,,,,,,
IncreaseDecreaseInInterestPayableNet,,,,,-294110.000,92140.000,,,,163604.000,,
IncreaseDecreaseInInventories,-448743.000,,,,-26024.000,-38018.000,,,,-7801.000,,
IncreaseDecreaseInNotesReceivables,,,,,8000.000,,,,,,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,-28562.000,,,,,-21524.000,,,,-1248.000,,
IncreaseDecreaseInOtherAccruedLiabilities,38548.000,,,,,,,,,,,
IncreaseDecreaseInOtherOperatingLiabilities,,,,,28999.000,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,,,,,22500.000,,
IncreaseDecreaseInPrepaidExpense,13611.000,,,,-6000.000,2150.000,,,,,,
InterestExpense,-220165.000,-38810.000,-95272.000,779087.000,2608271.000,434091.000,74080.000,139631.000,365935.000,411635.000,589394.000,465609.000
InterestExpenseBorrowings,181617.000,,,,,,,,,,,
InterestExpenseCapitalSecurities,,,,,-715110.000,0.000,,,,,,
InterestIncomeExpenseNet,3365.000,,,,,,,,,,,
InterestPaid,,,,,,15000.000,,,,,,
InvestmentIncomeInterest,,-16834.000,,,,,,,,,,
MarketingExpense,29953.000,44079.000,12369.000,33323.000,22837.000,31924.000,28442.000,14795.000,270.000,3000.000,410.000,4004.000
NetCashProvidedByUsedInFinancingActivities,1727509.000,,,,783190.000,798279.000,,,,408000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1727509.000,,,,783190.000,798279.000,,,,408000.000,,
NetCashProvidedByUsedInInvestingActivities,-66437.000,,,,,-176209.000,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-66437.000,,,,,-176209.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,-1711368.000,,,,-806539.000,-473530.000,,,,-424903.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1711368.000,,,,-806539.000,-473530.000,,,,-424903.000,,
NetIncomeLoss,-1589249.000,-1727162.000,-2210958.000,-5639017.000,-1879421.000,-7977233.000,-10672795.000,-5167320.000,-2760974.000,-1562198.000,-2902559.000,4876362.000
NoncashContributionExpense,,13730.000,16871.000,,,,,,,,,
NonoperatingIncomeExpense,,,,,,,-9987060.000,-4578277.000,,-1145259.000,-2543749.000,5321255.000
OperatingExpenses,1439524.000,1719661.000,1894772.000,4903848.000,955896.000,520851.000,537721.000,414907.000,578824.000,421437.000,369572.000,447871.000
OperatingIncomeLoss,,,,,,,-685735.000,-589043.000,,-416939.000,-358810.000,-444893.000
OperatingLeasesRentExpense,78955.000,96037.000,109179.000,363604.000,,,,,,,,
OperatingLeasesRentExpenseNet,,,,,198448.000,20763.000,23187.000,10312.000,13723.000,17819.000,17562.000,14386.000
OtherExpenses,-216800.000,-96976.000,-395272.000,712548.000,,,,120210.000,,3736.000,361.000,-814.000
OtherGeneralAndAdministrativeExpense,333795.000,619840.000,636680.000,557594.000,273592.000,148256.000,127141.000,114000.000,182879.000,71402.000,60097.000,52015.000
OtherNoncashIncomeExpense,,,,,,0.000,,,,,,
OtherNonoperatingExpense,,,,,,283603.000,540096.000,536528.000,782218.000,827474.000,-411834.000,-80055.000
OtherNonoperatingIncomeExpense,,,,,,,0.000,8197.000,,5000.000,1500.000,7757.000
OtherOperatingIncomeExpenseNet,,,,,-1066526.000,-7352541.000,,,,,,
PaymentsForDeposits,-11964.000,,,,,,,,,,,
PaymentsForSoftware,-25000.000,,,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,-29473.000,,,,,176209.000,,,,,,
ProceedsFromConvertibleDebt,,,,,,,,,,409000.000,,
ProceedsFromIssuanceOfCommonStock,,,,,500000.000,,,,,,,
ProceedsFromNotesPayable,,,,,60000.000,542500.000,,,,,,
ProceedsFromPaymentsForLongTermLoansForRelatedParties,3000000.000,,,,,,,,,,,
ProceedsFromRepaymentsOfNotesPayable,,,,,-1294.000,,,,,,,
ProceedsFromSecuredNotesPayable,,,,,380000.000,,,,,,,
ProfessionalAndContractServicesExpense,78556.000,32461.000,47643.000,43357.000,,,,,,,,
ProfessionalFees,293190.000,226784.000,429251.000,1156426.000,62637.000,129575.000,99188.000,51630.000,15093.000,74547.000,106607.000,175405.000
RepaymentOfNotesReceivableFromRelatedParties,,,,,,0.000,,,,,,
RepaymentsOfConvertibleDebt,,,,,,0.000,,,,,,
RepaymentsOfDebt,,,,,,,,,,25000.000,,
RepaymentsOfNotesPayable,,,,,112096.000,110353.000,,,,,,
RepaymentsOfRelatedPartyDebt,-1272491.000,,,,43420.000,43000.000,,,,,,
ResearchAndDevelopmentExpense,18621.000,37585.000,86160.000,78821.000,31800.000,79973.000,79591.000,51284.000,64322.000,71500.000,68461.000,78529.000
Revenues,690679.000,996845.000,1089724.000,946126.000,408328.000,275751.000,111374.000,52487.000,,,,
