,2011-07-31,2011-10-31,2012-01-31,2012-07-31,2012-10-31,2013-01-31,2013-07-31,2013-10-31,2014-01-31,2014-07-31,2014-10-31,2015-01-31,2015-07-31,2016-01-31,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,7742.000,,,-4346.000,,,-8115.000,,,16166.000,,,-7984.000,,52653.000,,,
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,2171.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,38834.000,,,-4159.000,,,-10970.000,,,14862.000,,,-6012.000,,37298.000,,,
CurrentFederalTaxExpenseBenefit,,,,,,,-1882.000,,,3521.000,,,815.000,,-4117.000,,,
CurrentStateAndLocalTaxExpenseBenefit,,,,,,,-155.000,,,1471.000,,,315.000,,-1357.000,,,
Depreciation,,,,,,,,,,,,,,,2099.000,,,
DepreciationAndAmortization,3047.000,,,1815.000,,,2112.000,,,3753.000,,,4337.000,,4270.000,,,
EarningsPerShareBasicAndDiluted,,,,,,,,,,,,,,0.002,-0.001,0.004,0.003,0.001
EffectiveIncomeTaxRateContinuingOperations,,,,,,,-38.500,,,0.316,,,0.333,,0.312,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,34.000,,,0.340,,,0.340,,0.340,,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,,,,,-5.800,,,-0.074,,,-0.057,,-0.077,,,
EffectiveIncomeTaxRateReconciliationPriorYearIncomeTaxes,,,,,,,-71.700,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,,,,,5.000,,,0.050,,,0.050,,0.050,,,
GeneralAndAdministrativeExpense,118555.000,108481.000,88775.000,120483.000,96503.000,94182.000,125935.000,94459.000,87561.000,124780.000,98182.000,98917.000,116501.000,96200.000,127002.000,86472.000,92325.000,110459.000
GrossProfit,223873.000,207360.000,222044.000,219592.000,243256.000,214270.000,216432.000,246946.000,172182.000,224028.000,246995.000,210459.000,203093.000,234866.000,198816.000,254399.000,252422.000,210626.000
IncomeLossFromContinuingOperations,43500.000,31678.000,66619.000,23738.000,64006.000,29563.000,859.000,75692.000,-2201.000,15228.000,67068.000,22666.000,2801.000,41266.000,-18104.000,,,
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,44228.000,32391.000,67362.000,24487.000,64753.000,30272.000,1500.000,76333.000,-1584.000,15814.000,67675.000,23272.000,3392.000,41844.000,-17517.000,84962.000,72998.000,10475.000
IncomeTaxExpenseBenefit,13136.000,12148.000,-22993.000,8252.000,21840.000,10208.000,-2037.000,25809.000,1512.000,4992.000,21366.000,7346.000,1130.000,11387.000,-5474.000,26463.000,23392.000,-688.000
IncomeTaxesPaid,,,,,,,,,,7116.000,,,8700.000,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,16464.000,,,-23979.000,,,-15354.000,,,-6094.000,,,-16866.000,,14844.000,,,
IncreaseDecreaseInIntangibleAssetsCurrent,,,,10608.000,,,6392.000,,,10510.000,,,290.000,,,,,
IncreaseDecreaseInInventories,17141.000,,,-12910.000,,,2393.000,,,-1568.000,,,-16336.000,,18179.000,,,
IncreaseDecreaseInPrepaidExpense,-3998.000,,,-1551.000,,,4900.000,,,5030.000,,,10770.000,,9455.000,,,
IncreaseDecreaseInReceivables,-1374.000,,,-3357.000,,,-12420.000,,,-21969.000,,,1021.000,,-61173.000,,,
InterestAndOtherIncome,248.000,233.000,263.000,269.000,267.000,229.000,161.000,161.000,137.000,106.000,127.000,126.000,111.000,98.000,107.000,107.000,98.000,95.000
LegalFees,,,,,,,,,,,,,9320.000,,9665.000,,,
ManufacturingCosts,86027.000,91736.000,83320.000,88384.000,89957.000,95642.000,107408.000,98688.000,100835.000,100018.000,113168.000,103425.000,103051.000,107884.000,91231.000,95947.000,89898.000,99230.000
MarketingExpense,38981.000,39797.000,43458.000,47588.000,54731.000,53614.000,53606.000,42832.000,46926.000,49405.000,46632.000,48967.000,47812.000,54721.000,47721.000,45858.000,45821.000,51136.000
NetCashProvidedByUsedInInvestingActivities,,,,-16048.000,,,-6392.000,,,-12126.000,,,-290.000,,-3312.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,-16048.000,,,-6392.000,,,-12126.000,,,-290.000,,-3312.000,,,
NetCashProvidedByUsedInOperatingActivities,38834.000,,,11889.000,,,-4578.000,,,26988.000,,,-5722.000,,40610.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,38834.000,,,11889.000,,,-4578.000,,,26988.000,,,-5722.000,,40610.000,,,
NetIncomeLoss,31092.000,20243.000,44369.000,16235.000,42913.000,20064.000,3537.000,50524.000,-3096.000,10822.000,46309.000,15926.000,2262.000,30457.000,-12043.000,58499.000,49606.000,11163.000
OperatingExpenses,180373.000,175682.000,155425.000,195854.000,179250.000,184707.000,215573.000,171254.000,174383.000,208800.000,179927.000,187793.000,200292.000,193600.000,216920.000,170024.000,180002.000,200726.000
OperatingIncomeLoss,,,,,,,,,,,,,,,,84375.000,72420.000,
OtherIncome,728.000,713.000,743.000,749.000,747.000,709.000,641.000,641.000,617.000,586.000,607.000,606.000,591.000,578.000,587.000,587.000,578.000,575.000
PaymentsToAcquirePropertyPlantAndEquipment,,,,5440.000,,,,,,1616.000,,,,,3312.000,,,
ProFormaWeightedAverageSharesOutstandingDiluted,14935511.000,14935511.000,14935511.000,14935511.000,14935511.000,14935511.000,14935511.000,14935511.000,14935511.000,14935511.000,14935511.000,14935511.000,14935511.000,14935511.000,14935511.000,14935511.000,14935511.000,-29871022.000
