,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AdministrativeFeesExpense,,,46079.000,125485.000,,,
AssetImpairmentCharges,,,,0.000,,,
CashPeriodIncreaseDecrease,,128.000,,,,-8758.000,
CostOfGoodsAndServicesSold,,,,6394.000,,3610.000,4406.000
CostsAndExpenses,,10027.000,62073.000,160227.000,164592.000,12987.000,9350.000
CurrentIncomeTaxExpenseBenefit,,,,0.000,,,
EarningsPerShareBasic,,0.100,,,,,
GeneralAndAdministrativeExpense,1973.000,611.000,1103.000,5252.000,7723.000,3462.000,2666.000
GrossProfit,,,,4333.000,,239.000,-1054.000
IncomeLossFromContinuingOperations,,,,-155894.000,,-12748.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,-10027.000,-61624.000,-158444.000,-166809.000,-15376.000,-10404.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-2473.000,,,,,,
IncreaseDecreaseInAccountsPayable,,3732.000,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,7575.000,
IncreaseDecreaseInAccountsReceivable,,,,,,885.000,
IncreaseDecreaseInDueToOfficersAndStockholders,,5873.000,,,,,
IncreaseDecreaseInDueToRelatedParties,,5873.000,,,,,
IncreaseDecreaseInInventories,,,,,,2660.000,
InterestExpense,,,500.000,-2550.000,,-2628.000,2374.000
InterestPaid,,,,,,1700.000,
MarketingAndAdvertisingExpense,,6666.000,1901.000,20103.000,1703.000,1295.000,810.000
NetCashProvidedByUsedInFinancingActivities,,6423.000,,,,-4502.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,6423.000,,,,-4502.000,
NetCashProvidedByUsedInOperatingActivities,,-6295.000,,,,-4256.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-6295.000,,,,-4256.000,
NetIncomeLoss,-2473.000,-10027.000,-61624.000,-158444.000,-166809.000,-15376.000,-10404.000
OperatingExpenses,2473.000,,,,,,
OtherExpenses,,,,-2550.000,,-2628.000,
PaymentsToAcquireIntangibleAssets,,560.000,,,,,
ProceedsFromIssuanceOfCommonStock,,550.000,,,,,
ProceedsFromRelatedPartyDebt,,,,,,1350.000,
ProfessionalFees,500.000,2750.000,7490.000,9387.000,28930.000,8230.000,3500.000
RepaymentsOfNotesPayable,,,,,,-5852.000,
Revenues,,,449.000,10727.000,,3849.000,3352.000
SalesRevenueNet,,,449.000,10727.000,,3849.000,3352.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,0.100,,,,,
StockIssuedDuringPeriodSharesIssuedForCash,,5500.000,,,,,
StockIssuedDuringPeriodValueIssuedForCash,,550.000,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,9025883.000,9972297.000,12150631.870,-20340821.870,12100500.000,12100500.000
WeightedAverageNumberOfSharesOutstandingBasic,9002772.000,,,,,,
