,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,118500000.000,142900000.000,129600000.000,149700000.000,125900000.000,130000000.000,189400000.000,174300000.000,166500000.000,189700000.000,170400000.000,148700000.000,164600000.000,186800000.000,165500000.000,146800000.000,147800000.000,148600000.000,158700000.000,608200000.000,478100000.000,536400000.000,509700000.000,570800000.000,637300000.000
AccountsReceivableNetCurrent,,,,220600000.000,,,,279200000.000,,,,266500000.000,,,,241900000.000,,,,,,,,,
AccrualForEnvironmentalLossContingencies,,168000000.000,164600000.000,163300000.000,163100000.000,154000000.000,150500000.000,146500000.000,145500000.000,144500000.000,143000000.000,144600000.000,144900000.000,142300000.000,139700000.000,138300000.000,136000000.000,137900000.000,139900000.000,138100000.000,139200000.000,138900000.000,137500000.000,137300000.000,136600000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,,,,,,,,,,,,,,,,,,40900000.000,
AccruedEmployeeBenefitsCurrent,,,,43700000.000,,,,28300000.000,,,,35300000.000,,,,41500000.000,,,,24400000.000,,,,21200000.000,
AccruedEnvironmentalLossContingenciesCurrent,,,,31000000.000,,,,21000000.000,,,,18000000.000,,,,19000000.000,,,,19000000.000,,,,17000000.000,
AccruedEnvironmentalLossContingenciesNoncurrent,,140000000.000,136600000.000,132300000.000,132100000.000,123000000.000,119500000.000,125500000.000,124500000.000,123500000.000,122000000.000,126600000.000,126900000.000,124300000.000,121700000.000,119300000.000,117000000.000,118900000.000,120900000.000,119100000.000,120200000.000,119900000.000,118500000.000,120300000.000,119600000.000
AccruedIncomeTaxesCurrent,,,,,,,,7600000.000,6100000.000,3500000.000,800000.000,1700000.000,500000.000,400000.000,500000.000,200000.000,1100000.000,11100000.000,10400000.000,4900000.000,14100000.000,8200000.000,13300000.000,7500000.000,8100000.000
AccruedIncomeTaxesPayable,,,,,500000.000,,,,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,220000000.000,222800000.000,237600000.000,237200000.000,219600000.000,234800000.000,249200000.000,228500000.000,210400000.000,231600000.000,242400000.000,244500000.000,198200000.000,194500000.000,209200000.000,214300000.000,205100000.000,205400000.000,272800000.000,328100000.000,352300000.000,293600000.000,291500000.000,263800000.000,258200000.000
AccruedProfessionalFeesCurrent,,,,24400000.000,,,,21800000.000,,,,23400000.000,,,,26300000.000,,,,32000000.000,,,,21200000.000,
AccruedSalariesCurrent,,,,42700000.000,,,,49600000.000,,,,51100000.000,,,,40400000.000,,,,53400000.000,,,,77800000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1089800000.000,1098200000.000,1122100000.000,1144000000.000,1168800000.000,1192100000.000,1206000000.000,1164000000.000,1191200000.000,1220200000.000,1236800000.000,1259100000.000,1287300000.000,1316400000.000,1324600000.000,1330700000.000,1357900000.000,1385600000.000,1411900000.000,1499400000.000,1587900000.000,1681200000.000,1788600000.000,1891600000.000,2001100000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,5400000.000,-8600000.000,-5300000.000,-1000000.000,-4000000.000,5200000.000,4700000.000,-400000.000,-4700000.000,-600000.000,900000.000,-2200000.000,600000.000,-1400000.000,-4200000.000,-4500000.000,-4700000.000,-6800000.000,-6900000.000,-3900000.000,-5700000.000,-3100000.000,12800000.000,10800000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,-267700000.000,-264700000.000,-290700000.000,-287500000.000,-283200000.000,-279900000.000,-378100000.000,-372900000.000,367700000.000,362800000.000,365500000.000,361500000.000,357500000.000,354000000.000,436600000.000,431500000.000,426200000.000,421300000.000,473500000.000,469700000.000,466200000.000,460800000.000,498700000.000,494800000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,2700000.000,2700000.000,1800000.000,2100000.000,1300000.000,2100000.000,2100000.000,2200000.000,-100000.000,300000.000,-500000.000,200000.000,500000.000,-1000000.000,-2300000.000,-3700000.000,-3400000.000,-5100000.000,-12100000.000,3400000.000,-7400000.000,-2800000.000,-24100000.000,-18100000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-260800000.000,-259600000.000,-270600000.000,-294200000.000,-286400000.000,-285900000.000,-272600000.000,-371300000.000,-371100000.000,-372500000.000,-363100000.000,-365100000.000,-363500000.000,-356400000.000,-356400000.000,-443100000.000,-439700000.000,-434300000.000,-433200000.000,-492500000.000,-470200000.000,-479300000.000,-466700000.000,-510000000.000,-502100000.000
AdditionalPaidInCapitalCommonStock,843000000.000,853200000.000,852400000.000,852000000.000,852000000.000,851400000.000,854100000.000,856100000.000,857500000.000,852000000.000,841600000.000,838800000.000,830500000.000,818500000.000,805900000.000,788300000.000,792100000.000,794200000.000,796200000.000,2236400000.000,2238900000.000,2240300000.000,2242800000.000,2243800000.000,2253700000.000
