,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,937.000,,,,-34276.000,,,,-3067.000,,,,-7474.000,,
Depreciation,19093.000,18103.000,18103.000,18103.000,18103.000,18103.000,18103.000,18103.000,18103.000,18103.000,18103.000,18103.000,18103.000,18103.000,18103.000,18103.000,18103.000
DistributionMadeToLimitedPartnerCashDistributionsDeclared,,,,,,,,,240859.000,,234748.000,255769.000,246579.000,,182156.000,,
DistributionMadeToLimitedPartnerDistributionsDeclaredPerUnit,,,,,,,,,5.090,,4.960,5.400,5.210,,3.850,,
DistributionMadeToMemberOrLimitedPartnerCashDistributionsDeclared,,,,,229839.000,,205563.000,,,,,,,,,,
DistributionMadeToMemberOrLimitedPartnerDistributionsDeclaredPerUnit,,,,,4.860,,4.340,,,,,,,,,,
GeneralAndAdministrativeExpense,15012.000,52578.000,42018.000,21158.000,15788.000,15209.000,43080.000,18129.000,13936.000,15929.000,44030.000,18883.000,25708.000,29330.000,61217.000,72039.000,41713.000
GeneralPartnersCapitalAccountDistributionAmount,,,,2238.000,2322.000,,2076.000,,2433.000,,2371.000,2584.000,2491.000,,1840.000,,
IncreaseDecreaseInAccountsPayable,,,-9151.000,,,,8308.000,,,,20178.000,,,,7998.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,-7858.000,,,,3741.000,,,,2076.000,,,,5824.000,,
IncreaseDecreaseInDueFromRelatedPartiesCurrent,,,3005.000,,,,6889.000,,,,6099.000,,,,5617.000,,
IncreaseDecreaseInOtherCurrentAssets,,,733.000,,,,,,,,-170.000,,,,-82.000,,
InvestmentIncomeInterest,125.000,124.000,117.000,121.000,124.000,129.000,126.000,135.000,137.000,139.000,139.000,143.000,154.000,144.000,141.000,139.000,152.000
NetCashProvidedByUsedInFinancingActivities,,,,,,,,,,,,,,,-236363.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,,,,,,,,,,-236363.000,,
NetCashProvidedByUsedInOperatingActivities,,,174622.000,,,,203420.000,,,,231191.000,,,,228889.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,174622.000,,,,203420.000,,,,231191.000,,,,228889.000,,
NetIncomeLoss,222043.000,185561.000,177266.000,207261.000,222787.000,215877.000,180157.000,223064.000,229774.000,229828.000,196763.000,236953.000,238478.000,233192.000,202499.000,197885.000,235642.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,4.650,3.890,,,,,,,,,,,,,,,
OperatingExpenses,34105.000,70681.000,60121.000,39261.000,33891.000,33312.000,61183.000,36232.000,32039.000,34032.000,62133.000,36986.000,43811.000,47433.000,79320.000,90142.000,59816.000
OperatingIncomeLoss,220818.000,183987.000,176174.000,206365.000,221848.000,214698.000,179781.000,222254.000,229162.000,228889.000,194949.000,234735.000,234899.000,231348.000,200633.000,196071.000,233740.000
OperatingLeasesIncomeStatementLeaseRevenue,254923.000,254668.000,236295.000,245626.000,255739.000,248010.000,240964.000,258486.000,261201.000,262921.000,257082.000,271721.000,278710.000,278781.000,279953.000,286213.000,293556.000
OperatingLeasesRentExpenseMinimumRentals,,,,,,,3500.000,,,,3500.000,,,,3500.000,,
OtherNonoperatingIncome,1100.000,1450.000,975.000,775.000,815.000,1050.000,250.000,675.000,475.000,800.000,1675.000,2075.000,3425.000,1700.000,1725.000,1675.000,1750.000
PartnersCapitalAccountDistributions,,,,,,,,,,,,237119.000,,,,,
PaymentsOfDividends,,,173685.000,,,,237696.000,,,,234258.000,,,,236363.000,,
SalesRevenueGoodsGross,,,,2046881.000,2131161.000,,2008030.000,2154048.000,2176679.000,2191013.000,2142350.000,2264340.000,2322587.000,2323167.000,2332942.000,2385109.000,2446301.000
WeightedAverageLimitedPartnershipUnitsOutstanding,47261.000,47261.000,47261.000,47261.000,47261.000,-94522.000,47261.000,47261.000,47261.000,-94522.000,47261.000,47261.000,47261.000,-94522.000,47261.000,47261.000,47261.000
