,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-224752.000,,,,-154000.000
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,2000.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,173297.000,,,,298000.000
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,73000.000,,6000.000,,54000.000
AllowanceForLoanAndLeaseLossesLoansAcquired,8288000.000,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,75000.000,,300000.000,,
AmortizationOfDeferredLoanOriginationFeesNet,44369.000,,,,-38000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,0.000,0.000,0.000,9000.000,0.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,215201.000,19247.000,,228000.000
AvailableForSaleSecuritiesGrossRealizedGains,,,30000.000,,279000.000
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,0.000,,,,
AvailableForSaleSecuritiesGrossRealizedLosses,,,11000.000,,51000.000
BusinessCombinationAcquisitionRelatedCosts,,,,,801000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,13371081.000,,,,-9263000.000
CommunicationsAndInformationTechnology,428482.000,376232.000,414196.000,400090.000,369000.000
ComprehensiveIncomeNetOfTax,2585099.000,-354349.000,3345418.000,1231832.000,3298000.000
DeferredIncomeTaxExpenseBenefit,-33603.000,,,,218000.000
DepreciationDepletionAndAmortization,246915.000,,,,268000.000
DividendsPreferredStock,32110.000,,,,
EarningsPerShareBasic,0.150,0.160,0.180,0.210,0.140
EarningsPerShareDiluted,0.150,0.160,0.180,0.200,0.140
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,,,,0.340
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,0.340,0.310,0.320,,0.339
FeesAndCommissions,670530.000,743385.000,721473.000,662612.000,751000.000
FeesAndCommissionsMortgageBanking,205267.000,417131.000,503533.000,339069.000,300000.000
FinancingReceivableModificationsPostModificationRecordedInvestment2,0.000,,,,344000.000
FinancingReceivableModificationsPreModificationRecordedInvestment2,,,,,342000.000
GainLossOnCashFlowHedgeIneffectivenessNet,,,,,0.000
GainLossOnSaleOfMortgageLoans,441740.000,,,,256000.000
GainLossOnSalesOfLoansNet,236473.000,315815.000,314096.000,256616.000,256000.000
GainsLossesOnSalesOfOtherRealEstate,,,,,-3000.000
ImpairedFinancingReceivableAverageRecordedInvestment,1715000.000,,980000.000,,
ImpairedFinancingReceivableInterestIncomeAccrualMethod,,,7000.000,,
ImpairedFinancingReceivableWithNoRelatedAllowanceAverageRecordedInvestment,544000.000,,727000.000,,872000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceInterestIncomeAccrualMethod,,,5000.000,,6000.000
ImpairedFinancingReceivableWithRelatedAllowanceInterestIncomeAccrualMethod,7000.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,2193290.000,2283220.000,2635882.000,2973608.000,2139000.000
IncomeTaxExpenseBenefit,736000.000,697892.000,841441.000,856667.000,726000.000
IncomeTaxesPaid,,,,,1500000.000
IncomeTaxesPaidNet,950000.000,,,,
IncreaseDecreaseInAccruedInterestReceivableNet,-71811.000,,,,-124000.000
IncreaseDecreaseInDeposits,12713150.000,,,,-3107000.000
IncreaseDecreaseInFederalFundsPurchased,1768733.000,,,,-3001000.000
IncreaseDecreaseInInterestPayableNet,369535.000,,,,42000.000
IncreaseDecreaseInOtherOperatingAssets,-921461.000,,,,1053000.000
IncreaseDecreaseInOtherOperatingLiabilities,-816519.000,,,,-1301000.000
InterestAndDividendIncomeOperating,8834077.000,9383201.000,9869134.000,10234588.000,10653000.000
InterestAndDividendIncomeSecurities,1135283.000,,,,
InterestAndFeeIncomeLoansAndLeases,7668662.000,8210260.000,8669585.000,8961493.000,9369000.000
InterestExpense,1269086.000,1296370.000,1364473.000,1712071.000,1642000.000
InterestExpenseBorrowings,507700.000,523177.000,160908.000,-553785.000,187000.000
InterestExpenseDeposits,761386.000,773193.000,855422.000,931999.000,1036000.000
InterestExpenseLesseeAssetsUnderCapitalLease,,,,,71000.000
InterestExpenseSubordinatedNotesAndDebentures,,,348143.000,,348000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,7411454.000,7231736.000,7890956.000,8115854.000,8237000.000
InterestIncomeExpenseNet,7564991.000,8086831.000,8504661.000,8522517.000,9011000.000
InterestPaid,883417.000,,,,1600000.000
LaborAndRelatedExpense,3914018.000,4001069.000,4118021.000,4210892.000,4409000.000
LifeInsuranceCorporateOrBankOwnedChangeInValue,143407.000,183513.000,190856.000,186224.000,185000.000
LoansAndLeasesReceivableImpairedInterestLostOnNonaccrualLoans,3000.000,,,,4000.000
MarketingAndAdvertisingExpense,183410.000,197473.000,166531.000,210586.000,199000.000
NetCashProvidedByUsedInFinancingActivities,35503128.000,,,,37860000.000
