,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,0.000,,,,,,,,,,,,,
AssetImpairmentCharges,,,0.000,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-11215.000,,,,-66.000,,,,,,,,0.000,
ComprehensiveIncomeNetOfTax,-135349.000,-120787.000,-142668.000,-9136.000,-9514.000,-20879.000,86.000,-4143.000,-1014.000,-5000.000,-1070.000,-4508.000,2822.000,-8449.000,-69979.000,-24405.000
CostOfRevenue,10418.000,10397.000,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
Depreciation,,,3238.000,3238.000,3241.000,3242.000,,,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.070,-0.060,-0.070,0.000,0.000,-0.020,0.000,0.000,,,0.000,0.000,0.000,-0.010,-0.030,-0.010
EffectOfExchangeRateOnCashAndCashEquivalents,,,19.000,,,,-2.000,,,,,,,,,
GeneralAndAdministrativeExpense,125521.000,116330.000,140898.000,6153.000,8447.000,-13369.000,5064.000,1231.000,,,,14.000,290.000,,7692.000,388.000
GrossProfit,-6561.000,-6548.000,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-133620.000,-124413.000,-140898.000,-6153.000,-8447.000,-19639.000,-5064.000,-1231.000,,,-2000.000,-2014.000,-2290.000,-6000.000,-68627.000,-23559.000
IncomeTaxExpenseBenefit,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,42671.000,,,,5000.000,,,,2000.000,,,,13042.000,
LeaseAndRentalExpense,,,21783.000,0.000,0.000,9.000,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,83755.000,,,,,,,,,,,,55585.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,83755.000,,,,,,,,,,,,55585.000,
NetCashProvidedByUsedInOperatingActivities,,,-94989.000,,,,-64.000,,,,,,,,-55585.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-94989.000,,,,-64.000,,,,,,,,-55585.000,
NetIncomeLoss,-133620.000,-124413.000,-140898.000,-6153.000,-8447.000,-19639.000,-5064.000,-1231.000,,,-2000.000,-2014.000,-2290.000,-6000.000,-68627.000,-23559.000
NumberOfReportableSegments,,,,,,,,,,,1.000,,,,,
OperatingExpenses,127059.000,117865.000,140898.000,6153.000,8447.000,19639.000,5064.000,1231.000,,,2000.000,2014.000,2290.000,6000.000,68627.000,23559.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-1729.000,3626.000,,,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,-1770.000,-2983.000,-1067.000,-1240.000,5150.000,-2912.000,-1014.000,1.000,930.000,-2494.000,5112.000,-2449.000,-1352.000,-846.000
OtherSalesRevenueNet,0.000,0.000,,,,,,,,,,,,,,
ProceedsFromContributionsFromAffiliates,,,83755.000,,,,,,,,,,,,55585.000,
ProfessionalFees,,,,,,,,,,,2000.000,2000.000,2000.000,6000.000,60935.000,23171.000
RevenueFromRelatedParties,3857.000,3849.000,,0.000,0.000,,,,,,,,,,,
Revenues,3857.000,3849.000,0.000,,,,,,,,0.000,0.000,0.000,0.000,0.000,
SalesRevenueNet,3857.000,3849.000,0.000,,,,,,,,0.000,0.000,0.000,0.000,0.000,
SellingAndMarketingExpense,1538.000,1535.000,,,,,,,,,,,,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,,,0.000,0.000,,,0.000,0.000,,,0.000,,0.000,,0.000,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,13950.000,,,,-13163.000,,,,-1276.000,,,,23334.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,1996355.000,1996355.000,1996355.000,-3992710.000,1996355.000,1996355.000,1996355.000,-3992710.000,1996355.000,1996355.000,1996355.000,-3992710.000,1996355.000,1996355.000
