,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,,,,,,21411000.000,,,,-7619000.000,,,,-6282000.000,,,,-6594000.000,,,,-5830000.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,,,,,,,,,,,,,,,,,,,,,,,,275000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationOtherLongtermIncentivePlansRequisiteServicePeriodRecognition,,,,,,,,,1266000.000,,,,1037000.000,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,-1018000.000,,,,1235000.000,,,,717000.000,,,,242000.000,,,,668000.000,,,,297000.000,,,,
AdvertisingExpense,1484000.000,1635000.000,1762000.000,1588000.000,1402000.000,1713000.000,1820000.000,1478000.000,1548000.000,1621000.000,1897000.000,1847000.000,1777000.000,1948000.000,2141000.000,2046000.000,1927000.000,2240000.000,2459000.000,2035000.000,2125000.000,2085000.000,2098000.000,2125000.000,1973000.000
AffordableHousingProjectInvestmentWriteDownAmount,,,,,,,,,,,,,,,,,,,,,0.000,,,,0.000
AffordableHousingTaxCreditsAndOtherTaxBenefitsAmount,,,,,,,,,,,,,,,,,,,,,392000.000,,,,776000.000
AllowanceForLoanAndLeaseLossesProvisionForLossGross,,19150000.000,17175000.000,,8625000.000,7925000.000,2700000.000,2275000.000,2100000.000,1078000.000,,,,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,1630000.000,1103000.000,,1503000.000,1627000.000,1553000.000,1802000.000,1495000.000,1241000.000,,,,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,,-21814000.000,-19980000.000,,-11058000.000,8679000.000,5052000.000,-37345000.000,-3614000.000,-2271000.000,,,,,,,,,,,,,,,
AmortizationMethodQualifiedAffordableHousingProjectInvestmentsAmortization,,,,,,,,,,,,,,,,,,,,,255000.000,,,,503000.000
AmortizationOfIntangibleAssets,727000.000,590000.000,599000.000,557000.000,552000.000,535000.000,532000.000,491000.000,486000.000,505000.000,693000.000,717000.000,710000.000,693000.000,692000.000,716000.000,731000.000,755000.000,720000.000,758000.000,797000.000,788000.000,777000.000,608000.000,601000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,1048184.000,,,,152559.000,,,,0.000,,,,55497.000,,,,0.000,,,,39348.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,,,,,,,,,-73000.000,-48000.000,-61000.000,-22000.000,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGains,,,,,,0.000,0.000,,0.000,256000.000,3467000.000,0.000,21000.000,160000.000,160000.000,160000.000,39000.000,43000.000,516000.000,1279000.000,800000.000,143000.000,366000.000,1150000.000,10000.000
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,,,,,,0.000,0.000,,3839000.000,75649000.000,102483000.000,0.000,11927000.000,21773000.000,166577000.000,19572000.000,62703000.000,11918000.000,39502000.000,53537000.000,58623000.000,29861000.000,59974000.000,63682000.000,8491000.000
AvailableForSaleSecuritiesGrossRealizedLosses,,,,,,0.000,0.000,,137000.000,15000.000,3870000.000,0.000,94000.000,208000.000,221000.000,182000.000,35000.000,92000.000,566000.000,1115000.000,739000.000,261000.000,960000.000,1834000.000,149000.000
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,,,24756000.000,,,,29034000.000,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,,,,86940000.000,,,,95966000.000,,,,,,,,,,
BusinessDevelopment,,,,,,,,,,,,,,,,,,,,,342000.000,543000.000,629000.000,333000.000,340000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-6986000.000,,,,3725000.000,,,,-57983000.000,,,,6034000.000,,,,-258943000.000,,,,-42392000.000,,,,81463000.000
CommonStockDividendsPerShareDeclared,0.130,0.130,0.130,0.130,0.130,0.130,0.130,0.140,0.140,0.150,0.150,0.160,0.160,0.170,0.170,0.480,0.180,0.190,0.190,0.490,0.200,0.200,0.200,0.500,0.210
ComprehensiveIncomeNetOfTax,12051000.000,34231000.000,-4037000.000,8185000.000,24355000.000,21525000.000,23247000.000,20864000.000,22881000.000,-3991000.000,12229000.000,26208000.000,32373000.000,37595000.000,27763000.000,23123000.000,27953000.000,16748000.000,32181000.000,23490000.000,32014000.000,45543000.000,27382000.000,6821000.000,34225000.000
DepreciationNonproduction,,,,,,,,,2338000.000,,,,2685000.000,,,,3206000.000,,,,3730000.000,,,,3720000.000
DividendsCommonStockCash,9348000.000,,,,9350000.000,,,,10099000.000,,,,11942000.000,,,,13631000.000,,,,15281000.000,,,,16129000.000
EarningsPerShareBasic,0.140,0.170,-0.270,0.200,0.230,0.260,0.270,0.290,0.290,0.310,0.350,0.360,0.360,0.380,0.400,0.370,0.370,0.390,0.390,0.390,0.380,0.400,0.400,0.410,0.410
EarningsPerShareDiluted,0.140,0.170,-0.270,0.200,0.230,0.260,0.270,0.290,0.290,0.310,0.350,0.360,0.360,0.380,0.400,0.370,0.370,0.390,0.390,0.390,0.380,0.400,0.400,0.410,0.410
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,,,,,-97000.000,,,,,,,,102000.000,,,,20000.000,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,,,,,,,,,,,,,,,102000.000,,,,20000.000,,,,1117000.000
FairValueOfAssetsAcquired,,,,,,,,,,,,,,,,,174637000.000,,,,0.000,,,,
FederalDepositInsuranceCorporationPremiumExpense,2324000.000,2197000.000,1638000.000,2010000.000,1712000.000,1300000.000,1767000.000,1306000.000,1304000.000,1154000.000,1331000.000,2573000.000,1592000.000,1028000.000,1435000.000,1009000.000,,,,,,,,,
FeesAndCommissionsDepositorAccounts,10208000.000,11330000.000,11563000.000,11093000.000,10492000.000,11291000.000,11939000.000,11621000.000,10586000.000,11818000.000,13711000.000,13363000.000,12219000.000,13547000.000,14319000.000,14004000.000,12999000.000,14303000.000,14975000.000,15044000.000,14331000.000,15772000.000,16307000.000,15995000.000,15633000.000
FeesAndCommissionsOther,977000.000,928000.000,973000.000,1041000.000,946000.000,1113000.000,1080000.000,1224000.000,1089000.000,1153000.000,1408000.000,1332000.000,1029000.000,1200000.000,1342000.000,1125000.000,1157000.000,1142000.000,1055000.000,922000.000,1021000.000,1163000.000,1195000.000,1234000.000,980000.000
FinancingReceivableAllowanceForCreditLossesRecovery,,,,,,,,,,,1052000.000,,842000.000,1406000.000,1879000.000,966000.000,635000.000,1682000.000,1496000.000,849000.000,969000.000,3684000.000,2322000.000,2063000.000,2285000.000
FinancingReceivableAllowanceForCreditLossesWriteOffs,,,,,,,,,,,3077000.000,,1586000.000,1738000.000,2243000.000,2036000.000,1297000.000,1301000.000,2073000.000,2331000.000,1163000.000,1369000.000,2800000.000,6164000.000,4229000.000
FinancingReceivableModificationsPostModificationRecordedInvestment2,,,,,,,,,,,3141000.000,,4481000.000,19158000.000,8681000.000,4755000.000,3085000.000,3744000.000,3004000.000,13277000.000,8959000.000,4936000.000,7718000.000,1235000.000,9552000.000
FinancingReceivableModificationsPreModificationRecordedInvestment2,,,,,,,,,,,2926000.000,,5110000.000,19166000.000,8681000.000,4824000.000,3085000.000,4038000.000,3004000.000,12189000.000,8959000.000,4912000.000,7781000.000,1255000.000,9555000.000
FinancingReceivableModificationsSubsequentDefaultRecordedInvestment1,,,,,,,,,,,363000.000,,42000.000,10000.000,1620000.000,2781000.000,174000.000,101000.000,2287000.000,-6000.000,0.000,2933000.000,5000.000,-2932000.000,25000.000
ForeclosedRealEstateExpense,2099000.000,5062000.000,7198000.000,12896000.000,6822000.000,2199000.000,6373000.000,3570000.000,884000.000,2968000.000,1049000.000,2295000.000,507000.000,566000.000,602000.000,893000.000,758000.000,1377000.000,1047000.000,511000.000,390000.000,214000.000,215000.000,2076000.000,273000.000
