,2011-06-30,2011-09-30,2012-09-30,2012-12-31,2013-06-30,2013-09-30
AllocatedShareBasedCompensationExpense,,,73125.000,,,
AllocatedShareBasedCompensationExpenseNetOfTax,,,76691.000,91624.000,10710.000,
AmortizationOfDebtDiscountPremium,40121.000,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,1675559.000,1523650.000,,
CapitalExpendituresIncurredButNotYetPaid,,,,,4293617.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,210333.000,,,,139247.000,
ConcentrationRiskPercentage1,,,,,0.820,
CostOfGoodsSoldAmortization,,,,,7215.000,
CostOfPurchasedOilAndGas,67152.000,79246.000,43031.000,50588.000,32991.000,66155.000
CostOfRevenue,405098.000,455214.000,303428.000,397209.000,566851.000,458304.000
Depreciation,,,,,157224.000,
DepreciationDepletionAndAmortization,51382.000,,,,150009.000,
EarningsPerShareBasic,0.000,0.000,-0.000,-0.020,-0.080,
EarningsPerShareBasicAndDiluted,,,,,,-0.000
EarningsPerShareDiluted,0.000,0.000,,,-0.080,
GainLossOnSaleOfPropertyPlantEquipment,-1795.000,,,,,
GainsLossesOnExtinguishmentOfDebt,-14653.000,,,,,
GeneralAndAdministrativeExpense,451989.000,347751.000,529280.000,836445.000,436880.000,398463.000
GrossProfit,837914.000,646479.000,596063.000,493269.000,746.000,203473.000
IncomeLossAttributableToNoncontrollingInterest,,,,-10926.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,319302.000,-9179.000,46748.000,-337855.000,-3803750.000,-198504.000
IncomeLossFromContinuingOperationsPerBasicShare,0.000,0.000,-0.000,-0.020,-0.080,
IncomeLossFromContinuingOperationsPerDilutedShare,0.000,0.000,,,-0.080,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,0.000,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,-176.000,-18.000,-33252.000,-351193.000,-3806150.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.000,0.000,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.000,0.000,,,,
IncomeLossIncludingPortionAttributableToNoncontrollingInterest,,,,-351193.000,,
IncomeTaxExpenseBenefit,0.000,0.000,80000.000,13338.000,2400.000,240.000
IncomeTaxesPaid,25023.000,,,,2400.000,
IncreaseDecreaseInAccountsPayable,-92425.000,,,,-1756149.000,
IncreaseDecreaseInAccountsReceivable,-29238.000,,,,29884.000,
IncreaseDecreaseInAccruedIncomeTaxesPayable,-25023.000,,,,,
IncreaseDecreaseInAccruedLiabilities,42841.000,,,,-4997.000,
IncreaseDecreaseInPrepaidExpense,-44932.000,,,,43999.000,
InterestExpense,86228.000,74254.000,51048.000,47285.000,3367653.000,3576.000
InterestIncomeOperating,7.000,21.000,753.000,138.000,37.000,62.000
InterestPaid,33853.000,,,,3860.000,
MinorityInterestInNetIncomeLossJointVenturePartners,,,,10926.000,,
NetCashProvidedByUsedInFinancingActivities,-120064.000,,,,2304419.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-120064.000,,,,2304419.000,
NetCashProvidedByUsedInInvestingActivities,-31087.000,,,,-225842.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-31087.000,,,,-225842.000,
NetCashProvidedByUsedInOperatingActivities,361484.000,,,,-1939330.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,361484.000,,,,-1939330.000,
NetIncomeLoss,319126.000,-9197.000,-33252.000,-340267.000,-3806150.000,-198744.000
OilAndGasSalesRevenue,269930.000,214620.000,102124.000,113262.000,52305.000,218175.000
OperatingExpenses,451989.000,446895.000,529280.000,836445.000,436880.000,398463.000
OperatingIncomeLoss,385925.000,199584.000,66783.000,-343176.000,-436134.000,-194990.000
OtherExpenses,66623.000,208763.000,20035.000,-5321.000,,
OtherNonoperatingExpense,-12858.000,-45079.000,,-48031.000,,0.000
OtherNonoperatingIncomeExpense,,,,,-3367616.000,-3514.000
PaymentsToAcquireOtherProductiveAssets,,,,,60000.000,
PaymentsToAcquirePropertyPlantAndEquipment,31087.000,,,,165842.000,
ProceedsFromIssuanceOfCommonStock,,,,,1750000.000,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,,600000.000,
ProfitLoss,319302.000,-9179.000,,,,
RepaymentOfNotesReceivableFromRelatedParties,-84325.000,,,,,
RepaymentsOfNotesPayable,35739.000,,,,45581.000,
ResearchAndDevelopmentExpense,,99144.000,,0.000,,
ResearchAndDevelopmentInProcess,,,,0.000,,
Revenues,1243012.000,1101693.000,899491.000,890478.000,567597.000,661777.000
SalesRevenueNet,1243012.000,1101693.000,899491.000,890478.000,567597.000,661777.000
ShareBasedCompensation,122820.000,,,,35085.000,
StockIssuedDuringPeriodValueNewIssues,,,,,2000000.000,
StockIssuedDuringPeriodValueOther,,,,,24375.000,
UnrealizedGainLossOnDerivatives,6740.000,-179609.000,30260.000,4437.000,,0.000
WeightedAverageNumberOfDilutedSharesOutstanding,247305141.000,219710306.000,16795779.000,16898363.000,48543111.000,65565405.000
WeightedAverageNumberOfSharesOutstandingBasic,219449436.000,219710306.000,16795779.000,16898363.000,48543111.000,65565405.000
