,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,10512000.000,10651000.000,12424000.000,10573000.000,10673000.000,13956000.000,14143000.000,13439000.000
AccountsPayableCurrent,,,,,1418000.000,1185000.000,2476000.000,3103000.000
AccountsReceivableNetCurrent,9567000.000,11790000.000,13657000.000,9998000.000,9947000.000,14400000.000,15066000.000,11871000.000
AccruedIncomeTaxesCurrent,163000.000,0.000,1685000.000,0.000,,288000.000,948000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,14982000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-327000.000,-307000.000,-287000.000,-261000.000,-260000.000,-247000.000,4000.000,
AdditionalPaidInCapitalCommonStock,168213000.000,168888000.000,169540000.000,169836000.000,170384000.000,171103000.000,171967000.000,171921000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,922000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,1135000.000,1003000.000,949000.000,950000.000,914000.000,788000.000,922000.000,841000.000
Assets,,,,,,,149692000.000,141357000.000
AssetsCurrent,80649000.000,86747000.000,87270000.000,83946000.000,84025000.000,89770000.000,90835000.000,82841000.000
AssetsNoncurrent,146930000.000,151261000.000,149186000.000,145375000.000,145806000.000,152662000.000,,
AuctionMarketPreferredSecuritiesStockSeriesLiquidationValue,,,,,2932000.000,2945000.000,,
AvailableForSaleSecuritiesCurrent,23075000.000,33047000.000,40049000.000,38167000.000,38254000.000,19964000.000,22943000.000,24924000.000
CashAndCashEquivalentsAtCarryingValue,35926000.000,28129000.000,19498000.000,20933000.000,20330000.000,38778000.000,30476000.000,26294000.000
CashCashEquivalentsAndShortTermInvestments,,,,,58584000.000,58742000.000,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,75000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,25461000.000,25442000.000,25461.000,25784000.000,25828000.000,25950000.000,25931000.000,25845000.000
CommonStockSharesOutstanding,25461000.000,25442000.000,25461.000,25784000.000,25461000.000,25461000.000,25931000.000,25845000.000
CommonStockValue,25000.000,25000.000,25000.000,26000.000,26000.000,26000.000,26000.000,26000.000
ContractualObligation,,,,,,,17986000.000,
ContractualObligationDueAfterFifthYear,,,,,,,1027000.000,
ContractualObligationDueInFourthAndFifthYear,,,,,,,2683000.000,
ContractualObligationDueInNextTwelveMonths,,,,,,,8402000.000,
ContractualObligationDueInSecondAndThirdYear,,,,,,,5874000.000,
DeferredIncomeTaxLiabilities,,,,,,,1814000.000,
DeferredRevenueCurrent,489000.000,2102000.000,634000.000,1172000.000,1016000.000,1781000.000,1974000.000,1471000.000
DeferredSubscriberAcquisitionCostsNoncurrent,2170000.000,1802000.000,,,,,,
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,,272000.000,
DeferredTaxAssetsDeferredIncome,,,,,,,632000.000,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,366000.000,
DeferredTaxAssetsGross,,,,,,,6154000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,,3589000.000,
DeferredTaxAssetsNet,,,,,,,5403000.000,
DeferredTaxAssetsNetCurrent,2944000.000,2944000.000,2168000.000,2168000.000,1817000.000,1817000.000,3136000.000,5926000.000
DeferredTaxAssetsNetNoncurrent,3027000.000,1432000.000,754000.000,754000.000,826000.000,826000.000,453000.000,453000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,1032000.000,
DeferredTaxAssetsOther,,,,,,,69000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,1249000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,1466000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,,334000.000,
DeferredTaxAssetsValuationAllowance,,,,,,,751000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,1476000.000,
EmployeeRelatedLiabilitiesCurrent,,,,,2702000.000,3402000.000,3769000.000,2352000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,4061000.000,4132000.000,3287000.000,2735000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,,,,,4967000.000,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,1191000.000,1242000.000,3314000.000,1335000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextRollingTwelveMonths,,,,,101000.000,50000.000,165000.000,121000.000
FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearThree,,,,,5000.000,5000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearTwo,,,,,165000.000,165000.000,5000.000,5000.000
