,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-08-31
AccountsPayableCurrent,19985000.000,21709000.000,18918000.000,15577000.000,15937000.000
AccountsReceivableGrossCurrent,,,,,43428000.000
AccruedIncomeTaxesCurrent,1328000.000,,304000.000,16000.000,4781000.000
AccruedLiabilitiesCurrent,15208000.000,14583000.000,16457000.000,19441000.000,16802000.000
AccruedMarketingCostsCurrent,,,,,11073000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,130000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-78000.000,-93000.000,-77000.000,-85000.000,-130000.000
AdditionalPaidInCapital,88388000.000,89252000.000,90139000.000,91346000.000,92504000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,4564000.000
Assets,182315000.000,156383000.000,150588000.000,332266000.000,337146000.000
AssetsCurrent,126214000.000,99036000.000,94079000.000,90613000.000,101064000.000
AssetsNoncurrent,41810000.000,43395000.000,42956000.000,228523000.000,223749000.000
AvailableForSaleSecurities,,,,,10710000.000
AvailableForSaleSecuritiesCurrent,5540000.000,8566000.000,7649000.000,5162000.000,2673000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,0.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,2673000.000
AvailableForSaleSecuritiesDebtSecurities,,,,,3257000.000
AvailableForSaleSecuritiesNoncurrent,1181000.000,645000.000,671000.000,659000.000,584000.000
CashAndCashEquivalentsAtCarryingValue,49243000.000,15762000.000,18041000.000,8607000.000,17291000.000
DeferredTaxAssetsNetCurrent,3433000.000,2740000.000,2990000.000,3280000.000,3243000.000
DeferredTaxLiabilitiesNoncurrent,1480000.000,1803000.000,1755000.000,45352000.000,43149000.000
DividendsPayableCurrent,1568000.000,231000.000,154000.000,154000.000,154000.000
EmployeeRelatedLiabilitiesCurrent,,,,,3273000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,3874000.000
Goodwill,11863000.000,12653000.000,12653000.000,78192000.000,78358000.000
IntangibleAssetsNetExcludingGoodwill,28577000.000,29952000.000,29536000.000,146998000.000,142277000.000
InventoryFinishedGoodsNetOfReserves,,,,,22369000.000
InventoryNet,38655000.000,43421000.000,34657000.000,41408000.000,37379000.000
InventoryRawMaterialsNetOfReserves,,,,,14656000.000
InventoryWorkInProcessNetOfReserves,,,,,354000.000
LiabilitiesAndStockholdersEquity,182315000.000,156383000.000,150588000.000,332266000.000,337146000.000
LiabilitiesCurrent,78089000.000,46523000.000,35833000.000,38588000.000,39074000.000
LiabilitiesNoncurrent,3027000.000,5373000.000,4734000.000,180499000.000,178042000.000
LinesOfCreditCurrent,40000000.000,10000000.000,,,
LongTermDebtCurrent,,,,3400000.000,1400000.000
LongTermDebtNoncurrent,,,,132362000.000,132280000.000
OtherAccruedLiabilitiesCurrent,,,,,2456000.000
OtherAssetsNoncurrent,189000.000,145000.000,96000.000,2674000.000,2530000.000
OtherLiabilitiesNoncurrent,921000.000,2944000.000,2430000.000,2236000.000,2141000.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,0.000,
PrepaidExpenseCurrent,1864000.000,2598000.000,1771000.000,2378000.000,1614000.000
PropertyPlantAndEquipmentNet,14291000.000,13952000.000,13553000.000,13130000.000,12333000.000
ReceivablesNetCurrent,27479000.000,25949000.000,28971000.000,29778000.000,38864000.000
RetainedEarningsAccumulatedDeficit,12601000.000,15037000.000,19667000.000,21625000.000,27363000.000
StockholdersEquity,101199000.000,104487000.000,110021000.000,113179000.000,120030000.000
