,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AmortizationOfDebtDiscountPremium,,,0.000,,,,,,,,,,,,
AmortizationOfFinancingCosts,,,241591.000,,22203.000,,,,60433.000,,,,373673.000,,
AssetRetirementObligationAccretionExpense,1328.000,1717.000,2567.000,4037.000,6212.000,7850.000,7502.000,10885.000,15720.000,20080.000,28037.000,40966.000,49579.000,50928.000,52500.000
AssetRetirementObligationLiabilitiesIncurred,,,,,47141.000,,,,375470.000,,,,273006.000,,
BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,,,,,1660000.000,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,-0.390,,,,,,,,,0.050,,4.470
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,-0.390,,,,,,,,,,,3.360
BusinessAcquisitionsProFormaNetIncomeLoss,,,,-4070652.000,-7101261.000,,,,,,,,3133981.000,,14860956.000
BusinessAcquisitionsProFormaRevenue,,,,5476134.000,7449377.000,,,,,,1157798.000,,27542915.000,,43160959.000
BusinessCombinationAcquisitionRelatedCosts,,,,,-1456.000,,,,,,,,,,
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,,5769679.000,,,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,24534014.000,,31784701.000,,,,74798660.000,,,,33110241.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-8987651.000,,25601996.000,,,,51707274.000,,,,-10966459.000,,
CostOfOilAndGasProspects,,,,,6736935.000,,,,,,,,,,
CostsAndExpenses,1592166.000,2310151.000,3926478.000,7835013.000,10316386.000,12248325.000,5813788.000,26466746.000,19556696.000,23634370.000,24915171.000,95069358.000,111465418.000,88618482.000,187283031.000
CurrentIncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,
DecreaseInRestrictedCash,,,,,,,,,,,,,2000000.000,,
DeferredIncomeTaxExpenseBenefit,,,,,,,,,,,,,0.000,,
DepletionNonproduction,,,,,0.000,,,,,,,,,,
DepletionOfOilAndGasProperties,560344.000,1324771.000,1998059.000,2818650.000,3156978.000,3584803.000,4497002.000,6071276.000,6277232.000,8600878.000,9193566.000,10726542.000,10345106.000,10034956.000,11242324.000
DerivativeGainLossOnDerivativeNet,,,,120706.000,,,,,,,,,,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,,,-642000.000,-506000.000,,-196000.000,-1771000.000,216000.000,15255000.000,702000.000,1089000.000,221000.000
DerivativeLossOnDerivative,,,,1514729.000,,,,,,,,,,,
EarningsPerShareBasic,,,,,,,,,,,0.210,,,,
EarningsPerShareBasicAndDiluted,-0.010,0.000,0.000,0.200,-0.280,-0.230,-0.130,-0.110,-0.020,-0.030,,,-1.040,-11.700,
EarningsPerShareDiluted,,,,,,,,,,,0.160,,,,
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,,,,,61598.000,,,,,,,,,,
FairValueLiabilitiesMeasuredOnRecurringBasisChangeInUnrealizedGainLossIncludedInOtherIncome,,,,,3439000.000,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPeriodIncreaseDecrease,,,,,-3439000.000,-642000.000,-642000.000,-2354000.000,-196000.000,,,,702000.000,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPurchasesSalesIssuancesSettlements,,,,,-8626000.000,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityTransfersNet,,,,,0.000,,,,,,,,,,
GainLossOnDerivativeInstrumentsNetPretax,,,-912435.000,-1635435.000,-767604.000,,,,,,,,,,
GainLossOnInvestments,,,,,,665337.000,,,,,,,,,
GainLossOnPriceRiskDerivativesNet,,,,,,,-2720160.000,,-798853.000,-6663083.000,11184716.000,7716460.000,273175.000,-4823936.000,12699147.000
GainLossOnSaleOfDerivatives,,,,,149208.000,,,,,,,,,,
GainLossOnSaleOfOilAndGasProperty,,,,,,,8892344.000,,0.000,0.000,,,0.000,,
GainOnPurchaseOfBusiness,,,,7213835.000,7214.000,,,,,,,,,,
GeneralAndAdministrativeExpense,706617.000,509893.000,942131.000,3503273.000,5388813.000,5979739.000,6194202.000,12944360.000,8492004.000,7633559.000,5483655.000,3577464.000,4795525.000,3878473.000,3821473.000
ImpairmentOfOilAndGasProperties,,,,0.000,,0.000,,,,,,,85264000.000,61361000.000,158278000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-465057.000,55874.000,-256370.000,1994842.000,-6484823.000,-1723134.000,8258505.000,-10933443.000,-1651087.000,-1950051.000,13659075.000,-62203162.000,-97662334.000,-73129412.000,-159252623.000
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,,,,,,,,,-19.850
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,,,,,,,,,-19.850
IncomeTaxesPaidNet,,,0.000,,0.000,,,,,,,,,,
IncreaseDecreaseInAccountsPayableTrade,,,184496.000,,531714.000,,,,1437236.000,,,,2727873.000,,
IncreaseDecreaseInAccountsReceivable,,,-2174439.000,,5692864.000,,,,95691.000,,,,-940275.000,,
IncreaseDecreaseInAccruedLiabilities,,,-190150.000,,407417.000,,,,-1933483.000,,,,-4143097.000,,
IncreaseDecreaseInCustomerAdvancesAndDeposits,,,,,664862.000,,,,,,,,,,
IncreaseDecreaseInDeposits,,,,,,,,,-237402.000,,,,140173.000,,
IncreaseDecreaseInDueToAffiliatesCurrent,,,,,1414686.000,,,,933262.000,,,,-812967.000,,
IncreaseDecreaseInOtherNoncurrentAssets,,,,,85675.000,,,,-130437.000,,,,60390.000,,
IncreaseDecreaseInOtherNoncurrentLiabilities,,,,,,,,,-5204.000,,,,,,
IncreaseDecreaseInOtherReceivables,,,,,903198.000,,,,-331655.000,,,,-678274.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,-25813.000,,,,152328.000,,,,268254.000,,
IncreaseDecreaseInPrepaidExpense,,,-22343.000,,,,,,,,,,,,
IncreaseDecreaseInRestrictedCash,,,,,,,,,2648271.000,,,,,,
IncreaseInRestrictedCash,,,,,,,,,-11000512.000,,,,,,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,,,,,,,,1278299.000,,,,
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,,,,,,,,,,19658120.000,,,,
IncrementalCommonSharesAttributableToNonvestedSharesWithForfeitableDividends,,,,,,,,,,,944581.000,,,,
InterestCostsCapitalized,,,,305590.000,0.000,,,,,0.000,0.000,,0.000,,0.000
InterestExpense,506096.000,508841.000,515790.000,1388912.000,179490.000,75186.000,21437.000,11821.000,172086.000,1136377.000,1206571.000,2160441.000,1693551.000,2616000.000,2735348.000
InterestOnConvertibleDebtNetOfTax,,,,,,,,,,,862500.000,,,,
InterestPaid,,,424402.000,,163663.000,,,,,,,,506259.000,,
LossOnDerivativeInstrumentsPretax,,,,,,,-1264755.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,2181567.000,,38243906.000,,,,167086647.000,,,,64013979.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,2181567.000,,38243906.000,,,,167086647.000,,,,64013979.000,,
NetCashProvidedByUsedInInvestingActivities,,,-12176316.000,,-13019732.000,,,,-125606786.000,,,,-96075121.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-12176316.000,,-13019732.000,,,,-125606786.000,,,,-96075121.000,,
NetCashProvidedByUsedInOperatingActivities,,,1007098.000,,377822.000,,,,10227413.000,,,,21094683.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,1007098.000,,377822.000,,,,10227413.000,,,,21094683.000,,
NetIncomeLoss,-465057.000,55874.000,-256370.000,1994842.000,-6484823.000,-1723134.000,8258505.000,-10933443.000,-1651087.000,-1950051.000,13659075.000,-62203162.000,-97662334.000,-73129412.000,-159252623.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,-7101261.000,-7388804.000,-5738584.000,-10933443.000,-1651087.000,-1950051.000,13659075.000,-62203162.000,,,
NonoperatingIncomeExpense,-539426.000,-506649.000,-515790.000,4353721.000,-3617814.000,-714964.000,-524105.000,-2505272.000,-364410.000,-2907006.000,-1337659.000,3031614.000,-991295.000,-1527000.000,-2514067.000
NumberOfOperatingSegments,,,,,,,,,,,,,1.000,,
OilAndGasProductionExpense,148335.000,221509.000,466630.000,687646.000,1039532.000,1596353.000,2087635.000,3796894.000,2617244.000,3897482.000,6962450.000,7082247.000,7722154.000,10048350.000,8201949.000
OilAndGasSalesRevenue,1666535.000,2872674.000,5098333.000,7111569.000,8216981.000,10574818.000,17316558.000,17872683.000,18434808.000,30288128.000,28266332.000,21542863.000,14056032.000,21575315.000,17350524.000
OperatingIncomeLoss,74369.000,562523.000,259420.000,-2358879.000,-2867009.000,-1008170.000,8782610.000,-8428171.000,-1286677.000,956955.000,14996734.000,-65234776.000,-96671039.000,-71602412.000,-156738556.000
OtherDepreciationAndAmortization,8125.000,10849.000,11070.000,12345.000,22995.000,31039.000,40631.000,49827.000,65760.000,81497.000,104465.000,137829.000,159155.000,167634.000,232350.000
OtherNonoperatingIncome,-33330.000,2192.000,0.000,-27046.000,,,,,,,,,,,
OtherNonoperatingIncomeExpense,,,,,676.000,2222.000,3332.000,-3451.000,3676.000,371.000,-347088.000,375135.000,256.000,,281.000
PaymentsForMergerRelatedCosts,0.000,0.000,,,,,,,,,,,,,
PaymentsForProceedsFromProductiveAssets,,,,,98155.000,,,,,,,,,,
PaymentsOfDividendsPreferredStockAndPreferenceStock,,,,,-616438.000,,,,,,,,,,
PaymentsOfFinancingCosts,,,364212.000,,0.000,,,,24605.000,,,,22584.000,,
PaymentsToAcquireOilAndGasPropertyAndEquipment,,,11785495.000,,22718360.000,,,,133570168.000,,,,97974548.000,,
PaymentsToAcquireOtherPropertyPlantAndEquipment,,,1497.000,,73480.000,,,,389076.000,,,,240746.000,,
PreferredStockDividendsIncomeStatementImpact,,,,,-616438.000,5665670.000,13997089.000,1232876.000,,,,,,,
ProFormaWeightedAverageSharesOutstandingDiluted,,,,10420683.000,,,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,,0.000,,,,,,,,,,29353563.000,,
ProceedsFromIssuanceOfOtherLongTermDebt,,,,,0.000,,,,35000000.000,,,,50000000.000,,
ProceedsFromIssuanceOfPreferredStockPreferenceStockAndWarrants,,,,,47183994.000,,,,167111252.000,,,,,,
ProceedsFromIssuanceOfPrivatePlacement,,,,,,,,,167100000.000,,,,166900000.000,,
ProceedsFromLinesOfCredit,,,17545779.000,,,,,,,,,,,,
ProceedsFromSaleOfAvailableForSaleSecurities,,,0.000,,,,,,,,,,,,
ProceedsFromSaleOfOilAndGasPropertyAndEquipment,,,,,9673953.000,,,,238069.000,,,,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,0.000,,,,,,,,,,
ProductionTaxExpense,167417.000,241412.000,506021.000,809062.000,701856.000,1048541.000,1879160.000,2072964.000,2088736.000,3400874.000,3142998.000,2377692.000,1583295.000,2251080.000,1653989.000
RedeemablePreferredStockDividends,,,,,,,,,,0.000,0.000,,,,
RepaymentsOfOtherLongTermDebt,,,,,-8323650.000,,,,35000000.000,,,,15317000.000,,
RepaymentsOfSecuredDebt,,,15000000.000,,0.000,,,,,,,,,,
ResultsOfOperationsExpenseOther,,,,,,,,,,,,,1546604.000,826061.000,3800446.000
