,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,134638.000,,,,86535.000,,,,91362.000,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,,,,,,,,,,75165.000,,
AllocatedShareBasedCompensationExpense,,,1717158.000,171604.000,,,,,,,258000.000,,,,
AmortizationOfDebtDiscountPremium,,,28127.000,,,,,,,,6755.000,,13221.000,94120.000,369081.000
AmortizationOfFinancingCosts,,,28127.000,-30290.000,39674.000,34518.000,35370.000,18764.000,18676.000,7616.000,,,13221.000,,
AmortizationOfLeasedAsset,,,,,,,,,,,,,33306.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,195827301.000,6083485.000,,,42660990.000,3129201.000,
BrokerageCommissionsRevenue,3055582.000,3834121.000,1337724.000,1716268.000,1018181.000,1200179.000,1057800.000,925820.000,1381817.000,1216656.000,1182564.000,1537965.000,1185546.000,1006566.000,1027574.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-1945862.000,,819338.000,,,,142667.000,,,,-700192.000,,
CommunicationsAndInformationTechnology,529419.000,491197.000,316969.000,240808.000,119222.000,224054.000,194667.000,189343.000,186838.000,199082.000,217361.000,210549.000,210507.000,199380.000,210991.000
DebtConversionOriginalDebtAmount1,,,,,-1210000.000,,,,,,,,,,
DepreciationAndAmortization,30007.000,20755.000,5283.000,5590.000,4257.000,2743.000,39899.000,35765.000,39412.000,43247.000,43839.000,90546.000,67882.000,66172.000,64335.000
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,,,,,21886.000
DividendsPreferredStock,137708.000,129433.000,,,,,,,,,,,,,
DividendsPreferredStockCash,,,42061.000,0.000,0.000,,,,,,,,,,
EarningsPerShareBasic,,,-0.270,,,,,,0.005,-0.050,,,-0.362,-0.276,
EarningsPerShareBasicAndDiluted,-1.230,-0.690,,-0.250,-0.100,-0.010,-0.010,0.080,,,-0.180,,,,-0.827
EarningsPerShareDiluted,,,-0.270,,,,,,0.004,-0.050,,,-0.362,-0.276,
FairValueAdjustmentOfWarrants,,,,,,,,,262000.000,,,,,,2490797.000
FairValueAssetsAndLiabilitiesMeasuredOnRecurringBasisGainLossIncludedInEarnings,,,,,,,,,,,,,-641871.000,,
FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,,,,,,,,,,,,,-663992.000,,
FairValueAssumptionsExpectedDividendRate,,,,0.000,,,,,0.000,,,,,,
FairValueAssumptionsExpectedVolatilityRate,,,,1.421,,,,,1.992,,,,,,
