,2011-12-31,2012-03-31,2013-03-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-06-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,335500.000,,,,364000.000,,,,62500.000,,39900.000,,,,281100.000,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,,,,,,21600.000,,398700.000,,,,,
AdvertisingExpense,,,,,,,,,18200.000,0.000,40200.000,,,,0.000,
AllocatedShareBasedCompensationExpense,,,,,,,,,62500.000,42400.000,39900.000,40200.000,41500.000,636800.000,281100.000,181700.000
AmortizationOfDebtDiscountPremium,1379100.000,,,,0.000,,,,29900.000,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,19700.000,,,,-610600.000,,,,-794900.000,,391700.000,,,,730200.000,
CommonStockDividendsPerShareCashPaid,,,,,,,,,,-0.010,-0.030,,,,,
ConversionOfStockSharesIssued1,,,,,,,,,,,,,,,1073531.000,
CostOfRevenue,,,,,,,,,,1200.000,1200.000,1400.000,1500.000,1400.000,3700.000,3800.000
DebtConversionOriginalDebtAmount1,,,,,,,,,,,,,,,5300000.000,
DebtRelatedCommitmentFeesAndDebtIssuanceCosts,45300.000,106200.000,60900.000,-30500.000,0.000,0.000,0.000,1800.000,,,,,,,,
Depreciation,,,,,2800.000,,,,2200.000,,,,,,,
DepreciationAndAmortization,,,,,,,,,,,1400.000,,,,8000.000,
DerivativeGainLossOnDerivativeNet,232100.000,-5733700.000,0.000,0.000,0.000,0.000,0.000,26100.000,-39900.000,85900.000,,786900.000,237700.000,,,
DerivativeLossOnDerivative,,,,,,,,,39900.000,,11300.000,,,,,
DirectOperatingCosts,39200.000,35900.000,35600.000,38800.000,37600.000,29400.000,5200.000,800.000,1100.000,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicAndDilutedShare,,,,,,,,,,0.000,-0.000,,,,,
EarningsPerShareBasic,-0.050,-4.480,-0.070,-0.030,0.000,-0.010,,,-0.010,,,,,,,
EarningsPerShareBasicAndDiluted,,,,,,,-0.010,,,-0.010,-0.030,0.000,-0.010,-9.220,-0.700,-0.610
EarningsPerShareDiluted,-0.050,-4.480,-0.070,-0.030,0.000,-0.010,,,-0.010,,,,,,,
EmbeddedDerivativeGainLossOnEmbeddedDerivativeNet,,,,,,,,,,,11300.000,786900.000,,,,
ExtinguishmentOfDebtGainLossNetOfTax,,,90000.000,0.000,1105200.000,,,,,,,,,,,
