,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,39860000.000,36825000.000,38716000.000,41599000.000,39233000.000,35923000.000,29190000.000,27543000.000,28360000.000,31774000.000,29712000.000,26853000.000,29721000.000,42246000.000,29316000.000,27041000.000
AccruedInvestmentIncomeReceivable,13882000.000,13821000.000,13757000.000,14371000.000,14528000.000,15216000.000,11167000.000,14284000.000,13966000.000,15118000.000,14266000.000,14965000.000,14046000.000,14759000.000,14020000.000,14524000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,45012000.000,61280000.000,67854000.000,67682000.000,73574000.000,84871000.000,48688000.000,46536000.000,14442000.000,17052000.000,16319000.000,25131000.000,34902000.000,32310000.000,35080000.000,39759000.000
AcquiredFiniteLivedIntangibleAssetAmount,,,,,,,2000000.000,,,,1200000.000,,,,,
AdditionalPaidInCapitalCommonStock,289902000.000,279727000.000,279005000.000,276101000.000,272198000.000,272336000.000,272472000.000,275716000.000,276024000.000,276220000.000,276410000.000,276616000.000,276809000.000,277007000.000,277192000.000,277614000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,4900000.000,,,,5100000.000,,,,5500000.000,
AmountAvailableForDividendDistributionWithApprovalFromRegulatoryAgencies,,,,,,,135300000.000,,,,127300000.000,,,,,
AmountAvailableForDividendDistributionWithoutPriorApprovalFromRegulatoryAgency,,,,,,,41200000.000,,,,42600000.000,,,,,
Assets,2281006000.000,2341999000.000,2381294000.000,2466249000.000,2547605000.000,2697380000.000,2713274000.000,2857705000.000,2732896000.000,2789337000.000,2761842000.000,2758594000.000,2734906000.000,2739433000.000,2679774000.000,2687769000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,43984000.000,48900000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,7318000.000,2964000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,1228767000.000,1242614000.000,1252775000.000,1333436.000,1352554000.000,1397121000.000,1211794000.000,1430000000.000,1431965000.000,1460190000.000,1455754000.000,1456456000.000,1450040000.000,1445409000.000,1427710000.000,1410496000.000
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,17217000.000,16909000.000
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,974000.000,1987000.000
AvailableForSaleEquitySecuritiesAmortizedCostBasis,26135000.000,25176000.000,25176000.000,24959.000,23065000.000,22559000.000,20389000.000,70073000.000,101625000.000,102981000.000,95346000.000,97907000.000,91801000.000,94158000.000,94371000.000,95851000.000
AvailableForSaleSecurities,,,,,,,1309468000.000,1572643000.000,1553799000.000,1587723000.000,1573028000.000,1590488000.000,1593725000.000,1587032000.000,1574990000.000,1567205000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,64831000.000,59934000.000,61201000.000,65809000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,12947000.000,12469000.000,8292000.000,4951000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,1375619000.000,1419680000.000,1232183000.000,1500073000.000,1533590000.000,1563171000.000,1551100000.000,1554363000.000,1541841000.000,1539567000.000,1522081000.000,1506347000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,,6491000.000,1861000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,,,,,8292000.000,4951000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,78950000.000,16356000.000,204716000.000,391211000.000,743782000.000,725255000.000,726112000.000,704023000.000,562031000.000,602487000.000,505491000.000,265492000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,,,,,1801000.000,3090000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,66069000.000,7307000.000,200109000.000,386619000.000,739245000.000,720756000.000,656569000.000,592333000.000,251093000.000,351117000.000,141564000.000,161979000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,12881000.000,9049000.000,4607000.000,4592000.000,4537000.000,4499000.000,69543000.000,111690000.000,310938000.000,251370000.000,363927000.000,103513000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,,,634545000.000,,600492000.000,627935000.000,667466000.000,655603000.000,614350000.000,598509000.000,601630000.000,591038000.000,576134000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,,713525000.000,,639123000.000,635550000.000,672615000.000,656536000.000,619265000.000,610326000.000,611530000.000,602327000.000,592129000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,,353917000.000,,365358000.000,371017000.000,414302000.000,456511000.000,507346000.000,531469000.000,535460000.000,548555000.000,555599000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,,377406000.000,,383453000.000,383473000.000,429113000.000,472425000.000,528411000.000,557057000.000,558383000.000,569760000.000,579522000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,,,,192288000.000,,229538000.000,208858000.000,169251000.000,152388000.000,141448000.000,133646000.000,121064000.000,100816000.000,96716000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,,,205048000.000,,233289000.000,201301000.000,163537000.000,144609000.000,138106000.000,132938000.000,122469000.000,103151000.000,99831000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,,,,1397121000.000,,1430000000.000,1431965000.000,1460190000.000,1455754000.000,1456456000.000,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,,,45884000.000,,46685000.000,43167000.000,34436000.000,25403000.000,33123000.000,31444000.000,41384000.000,47636000.000,47835000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,,46446000.000,,47239000.000,43678000.000,34879000.000,25698000.000,33472000.000,31794000.000,41962000.000,48031000.000,48253000.000
AvailableForSaleSecuritiesDebtSecurities,1297993000.000,1339544000.000,1358749000.000,1437157000.000,1466000000.000,1527482000.000,1286807000.000,1496953000.000,1445076000.000,1474735000.000,1463046000.000,1478573000.000,1488467000.000,1480162000.000,1464376000.000,1456432000.000
AvailableForSaleSecuritiesEquitySecurities,29664000.000,26995000.000,27174000.000,27883000.000,25823000.000,25615000.000,22661000.000,75690000.000,108723000.000,112988000.000,109982000.000,111915000.000,105258000.000,106870000.000,110614000.000,110773000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,,1491823000.000,1553097000.000,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,1623000.000,471000.000,2559000.000,6174000.000,37765000.000,35354000.000,38333000.000,24582000.000,,,,
AvailableForSaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureNumberOfPositions,,,,,46.000,16.000,84.000,138000.000,309000.000,285.000,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,743000.000,416000.000,208000.000,254000.000,367000.000,381000.000,6130000.000,6476000.000,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,1623000.000,471000.000,2559000.000,6174000.000,37765000.000,35354000.000,38333000.000,24582000.000,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,880000.000,55000.000,2351000.000,5920000.000,37398000.000,34973000.000,32203000.000,18106000.000,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,117827000.000,133888000.000,79844000.000,78744000.000,57974000.000,59906000.000,60261000.000,60707000.000,,,,
