,2011-09-30,2011-12-31,2012-03-31,2012-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,539764.000,287550.000,509290.000,634429.000
AccountsReceivableNetCurrent,,,969942.000,330889.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,-6840119.000,-21167877.000
AdditionalPaidInCapital,1899162.000,2002125.000,2002125.000,2412983.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,0.000,438912.000
Assets,123838.000,830363.000,21671395.000,7749024.000
AssetsCurrent,,783489.000,17810035.000,3883723.000
BankOverdrafts,0.000,0.000,,
Cash,1071.000,783.000,27110.000,65274.000
CommitmentsAndContingencies,0.000,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,50000000.000,40000000.000,40000000.000,40000000.000
CommonStockSharesIssued,50294881.000,40000000.000,40000000.000,40000000.000
CommonStockSharesOutstanding,50294881.000,40000000.000,40000000.000,40000000.000
CommonStockSharesSubscriptions,0.000,0.000,100000.000,400000.000
CommonStockValue,50295.000,40000.000,40000.000,40000.000
ConvertibleDebtCurrent,,366708.000,28495836.000,29941744.000
CostsInExcessOfBillingsOnUncompletedContractsOrPrograms,,,630921.000,
DebtInstrumentUnamortizedDiscount,,58292.000,959.000,593756.000
DeferredRevenueCurrent,2500.000,2500.000,2500.000,2500.000
DeferredRevenueNoncurrent,45416.000,44374.000,43332.000,42290.000
DepositsAssetsNoncurrent,,,,5000.000
DueToRelatedPartiesCurrent,33701.000,393592.000,953210.000,1048210.000
IntangibleAssetsNetExcludingGoodwill,,,3805545.000,3805545.000
Liabilities,621381.000,1448712.000,30079236.000,31744241.000
LiabilitiesAndStockholdersEquity,123838.000,830363.000,21671395.000,7749024.000
LiabilitiesCurrent,575965.000,1404338.000,30035904.000,31701951.000
LoansPayableCurrent,,353988.000,75068.000,75068.000
NotesAndLoansReceivableNetCurrent,,782706.000,0.000,30000.000
NotesReceivableRelatedPartiesCurrent,,,,508844.000
PreferredStockNoParValue,,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,,,,335000.000
PropertyPlantAndEquipmentNet,122767.000,46874.000,55815.000,54756.000
RetainedEarningsAccumulatedDeficit,-2450999.000,-2665806.000,-3716512.000,-5688321.000
SharesIssued,,40000000.000,,
ShortTermInvestments,,,15682062.000,2613716.000
StockholdersEquity,-497543.000,-618349.000,-8407841.000,-23995217.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-497543.000,-618349.000,-8407841.000,-23995217.000
