,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccruedIncomeTaxes,243000000.000,365000000.000,478000000.000,474000000.000,433000000.000,44000000.000,297000000.000,0.000,0.000,0.000,145000000.000,,65000000.000,50000000.000,502000000.000
AccruedInvestmentIncomeReceivable,2363000000.000,2249000000.000,2313000000.000,2306000000.000,2332000000.000,2293000000.000,2358000000.000,2218000000.000,2300000000.000,2250000000.000,2242000000.000,2072000000.000,2278000000.000,2019000000.000,2019000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,667000000.000,,,,721000000.000,,,,720000000.000,,,,673000000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2190000000.000,2158000000.000,4107000000.000,5468000000.000,5076000000.000,5034000000.000,5606000000.000,3148000000.000,3816000000.000,2685000000.000,5169000000.000,6845000000.000,6852000000.000,3119000000.000,3633000000.000
AdditionalCollateralAggregateFairValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AdditionalPaidInCapital,14512000000.000,14515000000.000,14478000000.000,14480000000.000,14446000000.000,14448000000.000,14450000000.000,14452000000.000,14453000000.000,14444000000.000,14434000000.000,14395000000.000,14375000000.000,14413000000.000,14160000000.000
AllowanceForLoanAndLeaseLossesRealEstate,279000000.000,272000000.000,276000000.000,241000000.000,262000000.000,258000000.000,266000000.000,270000000.000,256000000.000,257000000.000,258000000.000,253000000.000,256000000.000,267000000.000,271000000.000
Assets,428781000000.000,432783000000.000,439967000000.000,455966000000.000,457423000000.000,458218000000.000,472603000000.000,459121000000.000,455052000000.000,449520000000.000,466035000000.000,471320000000.000,474902000000.000,432561000000.000,435964000000.000
AssetsDesignatedToClosedBlock,42113000000.000,41696000000.000,42338000000.000,42802000000.000,42518000000.000,42803000000.000,42872000000.000,41697000000.000,41542000000.000,40870000000.000,41925000000.000,42503000000.000,42312000000.000,40439000000.000,40383000000.000
AssetsDesignatedToClosedBlockAccruedInvestmentIncome,497000000.000,477000000.000,496000000.000,495000000.000,501000000.000,477000000.000,483000000.000,464000000.000,484000000.000,474000000.000,477000000.000,463000000.000,482000000.000,467000000.000,483000000.000
AssetsDesignatedToClosedBlockCashAndCashEquivalents,404000000.000,238000000.000,375000000.000,311000000.000,349000000.000,227000000.000,323000000.000,395000000.000,266000000.000,236000000.000,151000000.000,220000000.000,72000000.000,18000000.000,46000000.000
AssetsDesignatedToClosedBlockDeferredTaxAssetNet,292000000.000,293000000.000,292000000.000,294000000.000,301000000.000,289000000.000,277000000.000,269000000.000,286000000.000,234000000.000,215000000.000,200000000.000,195000000.000,177000000.000,171000000.000
AssetsDesignatedToClosedBlockEquitySecuritiesAvailableForSaleAtFairValue,87000000.000,86000000.000,90000000.000,90000000.000,90000000.000,91000000.000,98000000.000,120000000.000,94000000.000,111000000.000,108000000.000,110000000.000,107000000.000,100000000.000,102000000.000
AssetsDesignatedToClosedBlockFixedMaturityAvailableForSaleAtFairValue,28124000000.000,28374000000.000,28810000000.000,29295000000.000,28976000000.000,29199000000.000,29093000000.000,27799000000.000,27739000000.000,27556000000.000,28739000000.000,29404000000.000,29194000000.000,27220000000.000,27554000000.000
AssetsDesignatedToClosedBlockIncomeTaxReceivable,15000000.000,0.000,,,,,,,,11000000.000,7000000.000,0.000,0.000,0.000,
AssetsDesignatedToClosedBlockInvestments,40804000000.000,40590000000.000,41108000000.000,41607000000.000,41276000000.000,41743000000.000,41711000000.000,40476000000.000,40400000000.000,39859000000.000,40754000000.000,41569000000.000,41498000000.000,39709000000.000,39621000000.000
AssetsDesignatedToClosedBlockMortgageLoansOnRealEstate,6520000000.000,6155000000.000,6117000000.000,6031000000.000,6091000000.000,6076000000.000,6103000000.000,6202000000.000,6122000000.000,6022000000.000,5910000000.000,5825000000.000,5739000000.000,5935000000.000,5857000000.000
AssetsDesignatedToClosedBlockOtherInvestments,923000000.000,814000000.000,935000000.000,997000000.000,882000000.000,1065000000.000,1123000000.000,1061000000.000,1203000000.000,1066000000.000,978000000.000,1106000000.000,1233000000.000,1246000000.000,904000000.000
AssetsDesignatedToClosedBlockPolicyLoans,4669000000.000,4669000000.000,4647000000.000,4651000000.000,4651000000.000,4646000000.000,4643000000.000,4645000000.000,4641000000.000,4642000000.000,4561000000.000,4558000000.000,4553000000.000,4553000000.000,4550000000.000
AssetsDesignatedToClosedBlockPremiumsAndOtherReceivablesNet,101000000.000,98000000.000,67000000.000,95000000.000,91000000.000,67000000.000,78000000.000,93000000.000,106000000.000,56000000.000,321000000.000,51000000.000,65000000.000,68000000.000,62000000.000
AssetsDesignatedToClosedBlockRealEstate,481000000.000,492000000.000,509000000.000,543000000.000,586000000.000,666000000.000,651000000.000,649000000.000,601000000.000,462000000.000,458000000.000,566000000.000,672000000.000,655000000.000,654000000.000
AssetsNeededForImmediateSettlementAggregateFairValue,9000000.000,5000000.000,3000000.000,21000000.000,1000000.000,0.000,0.000,2000000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,69000000.000,,,,0.000,,,,27476000000.000,
AvailableForSaleDebtSecuritiesAmortizedCostBasis,123526000000.000,125260000000.000,123448000000.000,173112000000.000,174846000000.000,173604000000.000,171266000000.000,166520000000.000,167394000000.000,168361000000.000,170986000000.000,169421000000.000,169798000000.000,155141000000.000,156364000000.000
AvailableForSaleEquitySecuritiesAmortizedCostBasis,1754000000.000,1813000000.000,1902000000.000,1897000000.000,1861000000.000,1926000000.000,1958000000.000,2028000000.000,2030000000.000,1985000000.000,1969000000.000,1843000000.000,1841000000.000,1785000000.000,1749000000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,34414000000.000,35725000000.000,36125000000.000,37788000000.000,38279000000.000,39257000000.000,36651000000.000,34982000000.000,34434000000.000,34613000000.000,31449000000.000,30913000000.000,31864000000.000,28612000000.000,28489000000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,37229000000.000,38347000000.000,39197000000.000,41332000000.000,40827000000.000,41519000000.000,38916000000.000,36521000000.000,35446000000.000,35000000000.000,32765000000.000,32647000000.000,33892000000.000,29298000000.000,29351000000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,35066000000.000,34696000000.000,33292000000.000,38865000000.000,38538000000.000,36600000000.000,36394000000.000,35785000000.000,35814000000.000,38390000000.000,40790000000.000,39903000000.000,37857000000.000,32992000000.000,32374000000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,36919000000.000,36556000000.000,35329000000.000,41047000000.000,40214000000.000,38115000000.000,37995000000.000,37283000000.000,37201000000.000,39432000000.000,42615000000.000,41796000000.000,39660000000.000,34150000000.000,33491000000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,48340000000.000,48428000000.000,47888000000.000,47333000000.000,47891000000.000,49102000000.000,50111000000.000,51065000000.000,52586000000.000,52628000000.000,52557000000.000,52238000000.000,53308000000.000,51628000000.000,51202000000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,52305000000.000,51417000000.000,53614000000.000,55010000000.000,55769000000.000,59073000000.000,61025000000.000,57030000000.000,59181000000.000,57941000000.000,61116000000.000,63750000000.000,64991000000.000,57152000000.000,57243000000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,163189000000.000,165371000000.000,164710000000.000,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDateAmortizedCostBasis,,,,130254000000.000,131246000000.000,130800000000.000,,,,,,,,,
