,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31
AdjustmentForAmortization,33054000.000,,,,27710000.000,,,
AllocatedShareBasedCompensationExpense,,,,,1500000.000,1500000.000,1500000.000,1600000.000
AmortizationOfFinancingCostsAndDiscounts,,,,,,,1900000.000,
AmortizationOfIntangibleAssets,15386000.000,15320000.000,15790000.000,16641000.000,13686000.000,13804000.000,13806000.000,13450000.000
BusinessCombinationAcquisitionRelatedCosts,399000.000,,3177000.000,,265000.000,134000.000,35000.000,1011000.000
BusinessCombinationIntegrationRelatedCosts,2305000.000,6413000.000,1110000.000,3365000.000,1728000.000,1292000.000,1269000.000,-1356000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,42629000.000,,,,47870000.000,,,
ComprehensiveIncomeNetOfTax,-24700000.000,-23702000.000,-16520000.000,-32914000.000,-12257000.000,-13205000.000,-948000.000,-6961000.000
CostOfGoodsSoldAmortization,17668000.000,14866000.000,13952000.000,14117000.000,14024000.000,13569000.000,13576000.000,13579000.000
CostOfRevenue,10428000.000,8718000.000,9001000.000,9863000.000,9562000.000,9201000.000,9696000.000,9727000.000
DeferredIncomeTaxExpenseBenefit,-6979000.000,,,,-8159000.000,,,
Depreciation,1393000.000,,,,1623000.000,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,-176000.000,80000.000,,4000.000,-186000.000,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,58000.000,-32000.000,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,215000.000,233000.000,,,,,
EarlyRepaymentOfSubordinatedDebt,,,,,,,35000000.000,
EffectOfExchangeRateOnCashAndCashEquivalents,225000.000,,,,323000.000,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.123,0.190,,0.301,0.169,0.339,-0.934
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,,0.000,,0.000,
GainLossOnDispositionOfAssets,-152000.000,,,,-13000.000,,,
GeneralAndAdministrativeExpense,8977000.000,8459000.000,10295000.000,20331000.000,9933000.000,10341000.000,9811000.000,11303000.000
GoodwillTranslationAdjustments,,,,,-1459000.000,,,
GrossProfit,61208000.000,70171000.000,72780000.000,77177000.000,76933000.000,78833000.000,81753000.000,83135000.000
IncomeLossFromContinuingOperations,-26041000.000,-20239000.000,-18217000.000,-32621000.000,-10528000.000,-8945000.000,-4458000.000,-5472000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-31126000.000,-23090000.000,-22496000.000,-38971000.000,-15056000.000,-10760000.000,-6742000.000,-6642000.000
IncomeLossFromDiscontinuedOperationsNetOfTax,,-118000.000,48000.000,,4000.000,-186000.000,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,-655000.000,118000.000,-48000.000,750000.000,4000.000,-186000.000,,
IncomeTaxExpenseBenefit,-5085000.000,-2851000.000,-4279000.000,-6350000.000,-4528000.000,-1815000.000,-2284000.000,-1170000.000
IncreaseDecreaseInAccountsPayableTrade,-8388000.000,,,,-2033000.000,,,
IncreaseDecreaseInAccountsReceivable,-87850000.000,,,,-85403000.000,,,
IncreaseDecreaseInAccruedLiabilities,-12924000.000,,,,-10115000.000,,,
IncreaseDecreaseInDeferredRevenue,-28890000.000,,,,-36435000.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-5256000.000,,,,-1933000.000,,,
IncreaseDecreaseInRestrictedCash,37000.000,,,,20000.000,,,
InterestExpense,16561000.000,16707000.000,16491000.000,16012000.000,15773000.000,15938000.000,16907000.000,15443000.000
InvestmentIncomeInterest,27000.000,13000.000,592000.000,274000.000,272000.000,272000.000,248000.000,101000.000
NetCashProvidedByUsedInFinancingActivities,-225000.000,,,,-1162000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-225000.000,,,,-1162000.000,,,
NetCashProvidedByUsedInInvestingActivities,-2506000.000,,,,-3575000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-2506000.000,,,,-3575000.000,,,
NetCashProvidedByUsedInOperatingActivities,45135000.000,,,,52284000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,45135000.000,,,,52284000.000,,,
NetIncomeLoss,-26696000.000,-20121000.000,-18265000.000,-32201000.000,-10524000.000,-9131000.000,-4458000.000,-5289000.000
OperatingExpenses,74878000.000,76542000.000,79175000.000,101428000.000,76271000.000,74009000.000,71213000.000,74688000.000
OperatingIncomeLoss,-13670000.000,-6371000.000,-6395000.000,-24251000.000,662000.000,4824000.000,10540000.000,8447000.000
OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTaxPortionAttributableToParent,-1996000.000,3581000.000,-1745000.000,713000.000,1733000.000,4074000.000,-3510000.000,1672000.000
OtherNoncashExpense,1307000.000,,,,1335000.000,,,
OtherNonoperatingIncomeExpense,-922000.000,-25000.000,-202000.000,1018000.000,-217000.000,82000.000,-623000.000,253000.000
PaymentsToAcquirePropertyPlantAndEquipment,2565000.000,,,,3555000.000,,,
ProceedsFromSaleOfProductiveAssets,96000.000,,,,,,,
ProvisionForDoubtfulAccounts,,,,,49000.000,,,
RepaymentsOfSeniorDebt,225000.000,,,,1162000.000,,,
ResearchAndDevelopmentExpense,13987000.000,12849000.000,12988000.000,18436000.000,13929000.000,14311000.000,13257000.000,14970000.000
RestructuringCharges,467000.000,15000.000,2373000.000,1642000.000,2351000.000,341000.000,231000.000,8000.000
RestructuringReserveSettledWithoutCash,,,,,-1932000.000,,,
Revenues,89304000.000,93755000.000,95733000.000,101157000.000,100519000.000,101603000.000,105025000.000,106441000.000
