,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableCurrent,750.000,,750.000,750.000,750.000,600.000,600.000,500.000,750.000,,,4215.000,6680.000,5180.000,6680.000,6180.000
AccountsPayableRelatedPartiesCurrent,4129.000,,4129.000,4129.000,4129.000,6629.000,6629.000,11129.000,4129.000,,,18789.000,18789.000,22789.000,22789.000,24789.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,4000.000,,
AccountsPayableRelatedPartiesNoncurrent,,,,,,,,,,,,,,,22789.000,24789.000
CommonStockParOrStatedValuePerShare,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,8000000.000,,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,,,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000
CommonStockSharesOutstanding,8000000.000,,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,,,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000
CommonStockValue,800.000,,800.000,800.000,800.000,800.000,800.000,800.000,800.000,,,800.000,800.000,800.000,800.000,800.000
DeferredTaxAssetsOperatingLossCarryforwards,1988.000,,,,1988.000,,,,1988.000,,,,8931.000,,,
DeferredTaxAssetsValuationAllowance,-1988.000,,,,-1988.000,,,,-1988.000,,,,8931.000,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,5679.000,,5679.000,5679.000,5679.000,8029.000,8029.000,12429.000,,,,,,,,
LiabilitiesCurrent,4879.000,,4879.000,4879.000,4879.000,7229.000,7229.000,11629.000,4879.000,,,23004.000,25469.000,27969.000,29469.000,30969.000
OperatingLossCarryforwardsValuationAllowance,5679.000,,,,5679.000,,,,5679.000,,,,26269.000,,,
PreferredStockParOrStatedValuePerShare,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,25000000.000,,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,,,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000
PreferredStockSharesIssued,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,,,,0.000,0.000,0.000,0.000,0.000,,,0.000,0.000,0.000,0.000,0.000
RetainedEarningsAccumulatedDeficit,,,,,,,,,-5679.000,,,-23804.000,-26269.000,-28769.000,-30269.000,-31769.000
StockholdersEquity,-4879.000,,-4879.000,-4879.000,-4879.000,-7229.000,-7229.000,-11629.000,-4879.000,,,-23004.000,-25469.000,-27969.000,-29469.000,-30969.000
TaxCreditCarryforwardValuationAllowance,-5679.000,,,,-5679.000,,,,-5679.000,,,,-26269.000,,,
