,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-248000.000,,,,-388000.000,,,,-216000.000,,,,-243000.000,,,,-263000.000,,
AmortizationOfIntangibleAssets,118000.000,118000.000,118000.000,118000.000,118000.000,117918.000,118000.000,118000.000,118000.000,117918.000,118000.000,118000.000,118000.000,117918.000,118000.000,118000.000,118000.000,117918.000,118000.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,49277.000,,,,32777.000,16500.000,16500.000,-40900.000,,,
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,,,-120000.000,,,,-180000.000,,,,819000.000,,,,402000.000,,,,1223000.000,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,,,,,,,,,,,,,-480000.000,,,,222000.000,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,,,,,,,,,,,,,,,-532000.000,,,,247000.000,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,,,,,,,,,,,,,-52000.000,,,,25000.000,,
AvailableForSaleSecuritiesGrossRealizedGains,,,,,,,,,,,,,,,191000.000,121000.000,109000.000,,,,201000.000
AvailableForSaleSecuritiesGrossUnrealizedGains,,,,,,,,,,,,,,,2156000.000,,,,1992000.000,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,,,,,,,,,,,,,532000.000,,,,247000.000,,
BankOwnedLifeInsuranceIncome,,,,,,,,,,,,,,,,,,,67000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,,,,,,,,,,,17538000.000,,
CommonStockDividendsPerShareDeclared,0.080,0.000,,0.080,0.000,,,0.080,0.000,,,0.080,0.000,,,,,,,,
ComprehensiveIncomeNetOfTax,,,13000.000,-147000.000,556000.000,439852.000,92000.000,-2313000.000,396000.000,-625154.000,1235000.000,1264000.000,46000.000,1015697.000,830000.000,-497000.000,952000.000,-207232.000,1581000.000,1171000.000,-10000.000
DeferredIncomeTaxExpenseBenefit,,,177000.000,,,,,,,,,,,,,,,,,,
DepreciationNonproduction,,,170000.000,,,,150000.000,,,,137000.000,,,,137000.000,,,,135000.000,,
DividendsPreferredStock,,,59000.000,,,,59000.000,,,,59000.000,,,,59000.000,,,,59000.000,,
EarningsPerShareBasic,0.030,0.020,0.030,-0.140,0.100,0.260,0.100,0.100,0.130,0.190,0.170,0.190,0.150,0.220,0.170,0.130,0.160,0.260,0.140,0.310,0.220
EarningsPerShareBasicAndDiluted,,,,,,,0.100,0.100,0.130,,,,,,,,,,,,
EarningsPerShareDiluted,0.030,0.020,0.030,-0.140,0.100,0.260,0.100,0.100,0.130,0.180,0.160,0.190,0.140,0.230,0.170,0.130,0.160,0.250,0.140,0.310,0.220
FederalDepositInsuranceCorporationPremiumExpense,192000.000,129000.000,146000.000,169000.000,169000.000,168515.000,130000.000,133000.000,135000.000,135447.000,77000.000,79000.000,80000.000,93000.000,93000.000,75000.000,85000.000,72000.000,,61000.000,25000.000
FeesAndCommissionsDepositorAccounts,854000.000,885000.000,780000.000,774000.000,802000.000,863457.000,768000.000,801000.000,816000.000,772140.000,703000.000,710000.000,720000.000,697989.000,668000.000,665000.000,711000.000,686353.000,644000.000,659000.000,743000.000
FinancingReceivableAllowanceForCreditLossesRecovery,,,,59000.000,41000.000,,69000.000,369000.000,142000.000,127969.000,112000.000,47000.000,56000.000,210000.000,87000.000,174000.000,21000.000,46000.000,104000.000,337000.000,45000.000
FinancingReceivableAllowanceForCreditLossesWriteOffs,,,,393000.000,1054000.000,,388000.000,420000.000,615000.000,62514.000,200000.000,158000.000,460000.000,540000.000,235000.000,129000.000,169000.000,70000.000,151000.000,256000.000,257000.000
ForeclosedRealEstateExpense,275000.000,668000.000,767000.000,1663000.000,641000.000,284312.000,248000.000,408000.000,139000.000,325540.000,231000.000,45000.000,306000.000,311948.000,19000.000,92000.000,153000.000,123274.000,-133000.000,-3000.000,80000.000
GainLossOnSaleOfInvestments,,,322000.000,,,,,,,,,,,,,,,,,,
GainLossOnSaleOfSecuritiesNet,32000.000,141000.000,322000.000,13000.000,284000.000,62327.000,141000.000,103000.000,,,,6000.000,,,191000.000,121000.000,109000.000,43.000,,,201000.000
GainsLossesOnSalesOfAssets,,,,,,,,,,,,,,,191000.000,,,,,,2000.000
GainsLossesOnSalesOfOtherRealEstate,,,-43000.000,,,,-2000.000,,,,60000.000,,,,12000.000,,,,162000.000,,
ImpairedFinancingReceivableAverageRecordedInvestment,,,,,,,14226000.000,,,,11118000.000,,,,12830000.000,,,,9929000.000,,
ImpairedFinancingReceivableInterestIncomeAccrualMethod,,,,,,,292000.000,,,,295000.000,,,,199000.000,,,,34000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-54000.000,-86000.000,-16000.000,-708000.000,218000.000,373753.000,237000.000,245000.000,341000.000,374967.000,499000.000,570000.000,354000.000,519321.000,521000.000,414000.000,527000.000,663007.000,434000.000,1033000.000,723000.000
IncomeTaxExpenseBenefit,-173000.000,-178000.000,-149000.000,-461000.000,-50000.000,-241070.000,-35000.000,-26000.000,11000.000,-100806.000,83000.000,97000.000,-22000.000,-24337.000,93000.000,66000.000,107000.000,39848.000,76000.000,284000.000,176000.000
IncomeTaxesPaid,,,28000.000,,,,26000.000,,,,,,,,20000.000,,,,30000.000,,
IncreaseDecreaseInDeposits,,,10082000.000,,,,-1198000.000,,,,11228000.000,,,,2374000.000,,,,13548000.000,,
IncreaseDecreaseInLoansFromOtherFederalHomeLoanBanks,,,-5000.000,,,,-5000.000,,,,-5000.000,,,,-5000.000,,,,-5000.000,,
IncreaseDecreaseInOperatingLiabilities,,,-249000.000,,,,-168000.000,,,,43000.000,,,,-220000.000,,,,848000.000,,
IncreaseDecreaseInOtherOperatingAssets,,,364000.000,,,,-71000.000,,,,557000.000,,,,170000.000,,,,854000.000,,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,,,,,,,,,,,,,41377.000,24877.000,,41377.000,32500.000,32500.000
InterestAndDividendIncomeOperating,4140000.000,4035000.000,3935000.000,4136000.000,3984000.000,3474672.000,3273000.000,3429000.000,3482000.000,3581959.000,3376000.000,3387000.000,3333000.000,3266443.000,3174000.000,3164000.000,3367000.000,3062933.000,3103000.000,3155000.000,3186000.000
InterestAndFeeIncomeLoansAndLeases,3065000.000,2989000.000,3006000.000,3201000.000,3144000.000,2730649.000,2538000.000,2636000.000,2620000.000,2693067.000,2477000.000,2503000.000,2432000.000,2452368.000,2403000.000,2439000.000,2644000.000,2327267.000,2297000.000,2406000.000,2445000.000
InterestExpense,407000.000,365000.000,297000.000,272000.000,248000.000,234530.000,235000.000,232000.000,224000.000,212267.000,212000.000,211000.000,211000.000,199389.000,184000.000,179000.000,172000.000,164778.000,169000.000,165000.000,173000.000
InterestExpenseBorrowings,,,,,,,,,1000.000,,,,,,,,,,3000.000,6000.000,4000.000
InterestExpenseDeposits,407000.000,365000.000,297000.000,272000.000,248000.000,233460.000,235000.000,232000.000,223000.000,212663.000,212000.000,211000.000,211000.000,199359.000,184000.000,179000.000,172000.000,164778.000,166000.000,159000.000,169000.000
InterestIncomeDepositsWithFinancialInstitutions,17000.000,18000.000,16000.000,17000.000,12000.000,20113.000,20000.000,28000.000,25000.000,23753.000,20000.000,36000.000,32000.000,34998.000,29000.000,37000.000,31000.000,31377.000,59000.000,56000.000,77000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,3002000.000,2890000.000,2888000.000,3114000.000,3211000.000,2865142.000,2813000.000,3147000.000,3083000.000,3394692.000,3164000.000,3176000.000,3122000.000,2992054.000,2915000.000,2935000.000,3120000.000,2998155.000,2859000.000,3165000.000,2976000.000
InterestIncomeExpenseNet,3733000.000,3670000.000,3638000.000,3864000.000,3736000.000,3240142.000,3038000.000,3197000.000,3258000.000,3369692.000,3164000.000,3176000.000,3122000.000,3067054.000,2990000.000,2985000.000,3195000.000,2898155.000,2934000.000,2990000.000,3013000.000
InterestIncomeFederalFundsSold,,,,,,,,,,,,,,,,,,,28000.000,28000.000,29000.000
InterestIncomeSecuritiesTaxExempt,455000.000,437000.000,409000.000,386000.000,363000.000,349882.000,340000.000,321000.000,307000.000,302082.000,295000.000,284000.000,332000.000,250907.000,235000.000,218000.000,214000.000,210197.000,209000.000,199000.000,191000.000
InterestIncomeSecuritiesTaxable,603000.000,591000.000,504000.000,532000.000,465000.000,335547.000,375000.000,444000.000,530000.000,525286.000,584000.000,564000.000,537000.000,488588.000,507000.000,470000.000,478000.000,440479.000,510000.000,466000.000,444000.000
InterestPaid,,,307000.000,,,,254000.000,,,,264000.000,,,,197000.000,,,,184000.000,,
LaborAndRelatedExpense,1749000.000,1709000.000,1650000.000,1658000.000,1612000.000,1751456.000,1615000.000,1637000.000,1624000.000,1628634.000,1536000.000,1656000.000,1612000.000,1663504.000,1676000.000,1689000.000,1711000.000,1806462.000,1734000.000,1685000.000,1703000.000
NetCashProvidedByUsedInContinuingOperations,,,3155000.000,,,,4945000.000,,,,20044000.000,,,,11011000.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,10046000.000,,,,-1144000.000,,,,11164000.000,,,,2310000.000,,,,13425000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,10046000.000,,,,-1144000.000,,,,11164000.000,,,,2310000.000,,,,13425000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-8112000.000,,,,5320000.000,,,,8802000.000,,,,8522000.000,,,,3345000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-8112000.000,,,,5320000.000,,,,8802000.000,,,,8522000.000,,,,3345000.000,,
NetCashProvidedByUsedInOperatingActivities,,,1221000.000,,,,769000.000,,,,490000.000,,,,179000.000,,,,768000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,1221000.000,,,,769000.000,,,,490000.000,,,,179000.000,,,,768000.000,,
NetIncomeLoss,,92000.000,133000.000,-247000.000,268000.000,614823.000,272000.000,271000.000,330000.000,475773.000,416000.000,473000.000,376000.000,543658.000,428000.000,348000.000,420000.000,623159.000,358000.000,749000.000,547000.000
NetIncomeLossAvailableToCommonStockholdersBasic,60000.000,33000.000,74000.000,-306000.000,209000.000,555003.000,213000.000,212000.000,271000.000,415953.000,357000.000,414000.000,317000.000,483838.000,369000.000,289000.000,361000.000,563339.000,299000.000,690000.000,488000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,-306000.000,209000.000,,213000.000,212000.000,271000.000,415953.000,357000.000,414000.000,317000.000,483838.000,369000.000,289000.000,361000.000,563339.000,299000.000,690000.000,488000.000
NoninterestExpense,4227000.000,4387000.000,4376000.000,5387000.000,4298000.000,4098250.000,3813000.000,4101000.000,3801000.000,4005844.000,3644000.000,3623000.000,3758000.000,3927144.000,3558000.000,3580000.000,3662000.000,3644205.000,3328000.000,3335000.000,3470000.000
NoninterestIncome,1171000.000,1411000.000,1472000.000,1565000.000,1305000.000,1606861.000,1237000.000,1199000.000,1059000.000,986119.000,979000.000,1017000.000,990000.000,1454411.000,1164000.000,1059000.000,1069000.000,1309057.000,903000.000,1203000.000,1217000.000
NoninterestIncomeOtherOperatingIncome,285000.000,385000.000,370000.000,778000.000,219000.000,681077.000,328000.000,295000.000,243000.000,-351582.000,276000.000,301000.000,270000.000,-108505.000,305000.000,273000.000,249000.000,-98973.000,259000.000,544000.000,271000.000
OccupancyNet,622000.000,656000.000,644000.000,636000.000,633000.000,614437.000,510000.000,534000.000,543000.000,540026.000,543000.000,501000.000,524000.000,512517.000,501000.000,524000.000,526000.000,483147.000,475000.000,506000.000,534000.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentBeforeTaxPortionAttributableToParent,,,-181000.000,148000.000,436000.000,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,,,-120000.000,100000.000,288000.000,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeAvailableforsaleSecuritiesTaxPortionAttributableToParent,,,-61000.000,48000.000,148000.000,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,,,,-180000.000,-2584000.000,66000.000,-1100927.000,819000.000,791000.000,-330000.000,472039.000,402000.000,-845000.000,532000.000,-830391.000,1223000.000,422000.000,-557000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeBeforeTax,,,,-13000.000,-284000.000,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,,,,-9000.000,-188000.000,,-93000.000,-68000.000,,,,,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeTax,,,,4000.000,96000.000,,48000.000,-35000.000,,,,,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,,,,,,,,,,,,4000.000,,,126000.000,-46000.000,72000.000,125888.000,,,133000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesTax,,,,,,,,,,,,2000.000,,,65000.000,-24000.000,37000.000,65155.000,,0.000,68000.000
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeBeforeTax,,,322000.000,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,,,213000.000,,,,,,,,,,,,,,,,,,
