,2011-09-30,2012-03-31,2012-09-30
AdjustmentForAmortization,,207280.000,
AdvertisingExpense,,,11684.000
AmortizationOfIntangibleAssets,,,50975.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,4079220.000,
ComprehensiveIncomeNetOfTax,-118224.000,4250387.000,-1049231.000
CostOfGoodsSold,381244.000,17329762.000,1861763.000
Depreciation,,66338.000,66279.000
EarningsPerShareBasic,-0.020,0.340,-0.080
EarningsPerShareDiluted,-0.020,0.320,-0.070
EffectOfExchangeRateOnCashAndCashEquivalents,,-20592.000,
GeneralAndAdministrativeExpense,472944.000,640209.000,613237.000
GrossProfit,363638.000,7206519.000,-596263.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-311439.000,5801062.000,-1332025.000
IncomeTaxExpenseBenefit,7797.000,1459492.000,-329681.000
IncomeTaxesPaid,,0.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,1970674.000,
IncreaseDecreaseInAccountsReceivable,,11997441.000,
IncreaseDecreaseInAccruedIncomeTaxesPayable,,1459492.000,
IncreaseDecreaseInCustomerAdvances,,-948809.000,
IncreaseDecreaseInInventories,,-4162999.000,
IncreaseDecreaseInOtherCurrentLiabilities,,0.000,
IncreaseDecreaseInOtherReceivables,,-242621.000,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,0.000
InterestExpense,18437.000,78.000,55.000
InterestPaid,,78.000,
InvestmentIncomeInterest,5077.000,908.000,5576.000
LeaseAndRentalExpense,,,164269.000
NetCashProvidedByUsedInFinancingActivities,,0.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,0.000,
NetCashProvidedByUsedInInvestingActivities,,-74441.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-74441.000,
NetCashProvidedByUsedInOperatingActivities,,4174253.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,4174253.000,
NetIncomeLoss,-319236.000,4341570.000,-1002344.000
NonoperatingIncomeExpense,-19782.000,729.000,3828.000
OperatingExpenses,655295.000,1406186.000,739590.000
OperatingIncomeLoss,-291657.000,5800333.000,-1335853.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,201012.000,-91183.000,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,-46887.000
OtherNonoperatingIncomeExpense,14587.000,-101.000,0.000
PaymentsToAcquireIntangibleAssets,,47637.000,
PaymentsToAcquirePropertyPlantAndEquipment,,26804.000,
PensionAndOtherPostretirementBenefitExpense,,,49045.000
ProvisionForDoubtfulAccounts,,44938.000,
SalesRevenueGoodsNet,744882.000,24536281.000,1265500.000
SellingAndMarketingExpense,182351.000,765977.000,126353.000
ShippingHandlingAndTransportationCosts,,,18738.000
WeightedAverageNumberOfDilutedSharesOutstanding,12958031.000,13473947.000,13473948.000
WeightedAverageNumberOfSharesOutstandingBasic,12958031.000,12958031.000,12958032.000
