,2012-06-30,2013-06-30,2014-06-30,2015-06-30,2016-06-30
AdjustmentForAmortization,997900.000,742400.000,21953.000,,87000.000
AdvertisingExpense,,,,,300000.000
AllocatedShareBasedCompensationExpense,197613.000,19167.000,450078.000,,
AmortizationOfDebtDiscountPremium,,53867.000,2095.000,,13000.000
AmortizationOfIntangibleAssets,,,,0.000,87000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,8106040.000,,,,1168689.000
CapitalLeasesIncomeStatementAmortizationExpense,189000.000,265000.000,305000.000,349000.000,271000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-6564866.000,-445645.000,3091320.000,2301653.000,7898000.000
CostOfGoodsSold,3743226.000,3623686.000,4254127.000,11825455.000,17334000.000
CostOfGoodsSoldDepreciation,,3265452.000,4880529.000,5119674.000,4575000.000
CostOfRevenue,,,,41254840.000,55423000.000
CostOfServicesDepreciation,1940179.000,,,,
CostOfServicesLicensesAndServices,15312966.000,18219945.000,23018001.000,29429385.000,38089000.000
CurrentFederalStateAndLocalTaxExpenseBenefit,,,,-64353.000,-45000.000
CurrentFederalTaxExpenseBenefit,,,21021.000,-58028.000,-7000.000
CurrentStateAndLocalTaxExpenseBenefit,,,,-6325.000,-38000.000
DeferredFederalIncomeTaxExpenseBenefit,,,52533.000,365143.000,407000.000
DeferredFederalStateAndLocalTaxExpenseBenefit,,,,395605.000,
DeferredIncomeTaxExpenseBenefit,,27646.000,,-224788.000,660000.000
DeferredIncomeTaxesAndTaxCredits,,,-27301266.000,215038.000,-660000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,,21343.000,-589931.000,253000.000
DefinedContributionPlanMaximumAnnualContributionPerEmployeePercent,1.000,,,,
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,,1.000,1.000,1.000,1.000
Depreciation,2443054.000,3837174.000,5463985.000,5694452.000,
DepreciationAndAmortization,1500775.000,1314122.000,600488.000,611682.000,647000.000
DepreciationNonproduction,,,,5731356.000,5135000.000
EarningsPerShareBasic,,0.010,0.780,-0.050,-0.210
EarningsPerShareBasicAndDiluted,-0.180,,,,-0.210
EarningsPerShareDiluted,,0.010,0.780,-0.050,-0.210
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340,0.340,0.340,0.340
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,24847.000,9749.000,
FairValueAssumptionsExpectedDividendRate,0.000,,0.000,,
FairValueAssumptionsExpectedVolatilityRate,0.820,,0.790,,
FairValueAssumptionsRiskFreeInterestRate,0.210,,0.022,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,,267928.000,65429.000,-393144.000,-5674000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPurchasesSalesIssuancesSettlements,1813687.000,,,,
FinitelivedIntangibleAssetsAcquired1,,,,,453000.000
GainLossOnSaleOfLeasedAssetsNetOperatingLeases,,,1152207.000,1451673.000,
GainLossOnSaleOfPropertyPlantEquipment,-134350.000,20343.000,-4245.000,17357.000,167000.000
GoodwillAcquiredDuringPeriod,,,,,4040000.000
GoodwillAndIntangibleAssetImpairment,,,,,432000.000
GrossProfit,9961051.000,14096613.000,15072836.000,16822634.000,21985000.000
ImpairmentOfIntangibleAssetsFinitelived,,,,,432000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,275254.000,-800341.000,-7421000.000
IncomeTaxExpenseBenefit,,,-27255398.000,289141.000,-615000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,-162949.000,-137000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,,272116.000,2523000.000
IncomeTaxReconciliationPriorYearIncomeTaxes,,,,187373.000,
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,,,-410410.000,199000.000
IncomeTaxReconciliationTaxCredits,,,,-40000.000,70000.000
IncomeTaxesPaid,,,,,501000.000
IncreaseDecreaseInAccountsPayable,498082.000,1164804.000,412664.000,918761.000,1814000.000
IncreaseDecreaseInAccountsReceivable,758952.000,247358.000,157071.000,2517493.000,375000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,21021.000,33065.000,383000.000
IncreaseDecreaseInAccruedLiabilities,2513898.000,-1915091.000,267004.000,54717.000,1266000.000
IncreaseDecreaseInFinanceReceivables,61460.000,-17729.000,-52531.000,4113898.000,2040000.000
IncreaseDecreaseInInventories,-158584.000,-716470.000,-370104.000,1930857.000,-1036000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-431276.000,-503937.000,190783.000,304229.000,763000.000
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,825673.000,,,
InterestExpense,83993.000,157205.000,256844.000,301767.000,600000.000
InterestPaid,38891.000,118934.000,259820.000,305566.000,551000.000
InvestmentIncomeInterest,72059.000,57121.000,30337.000,82695.000,320000.000
LicenseAndServicesRevenue,23370754.000,30044429.000,35638121.000,43633462.000,56589000.000
LineOfCreditFacilityAverageOutstandingAmount,,,,4077000.000,4959000.000
LineOfCreditFacilityInterestRateDuringPeriod,,,,0.052,0.055
LineOfCreditFacilityMaximumAmountOutstandingDuringPeriod,,,,,7217000.000
LineOfCreditFacilityMaximumMonthendOutstandingAmount,,,,5000000.000,7217000.000
NetCashProvidedByUsedInFinancingActivities,-410288.000,2696240.000,3923372.000,645904.000,7202000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-410288.000,2696240.000,3923372.000,645904.000,7202000.000
NetCashProvidedByUsedInInvestingActivities,-6232814.000,-9180837.000,-7917452.000,3353491.000,-5772000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-6232814.000,-9180837.000,-7917452.000,3353491.000,-5772000.000
NetCashProvidedByUsedInOperatingActivities,78236.000,6038952.000,7085400.000,-1697742.000,6468000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,78236.000,6038952.000,7085400.000,-1697742.000,6468000.000
NetIncomeLoss,-5211238.000,854123.000,27530652.000,-1089482.000,-6806000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-5875690.000,189671.000,26866200.000,-1753934.000,-7474000.000
NonoperatingIncomeExpense,1801753.000,167844.000,-161078.000,-560038.000,-5954000.000
OperatingExpenses,16961443.000,13382688.000,14636504.000,17062937.000,23452000.000
OperatingIncomeLoss,-7000392.000,713925.000,436332.000,-240303.000,-1467000.000
OperatingLeasesRentExpenseNet,,,,354000.000,
OtherIncome,,,,52178.000,
PaymentsForRent,502000.000,432000.000,372000.000,,479000.000
PaymentsForRepurchaseOfCommonStock,,,,,213000.000
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,51381.000,121052.000,,,
PaymentsToAcquireBusinessesGross,,,,,5625000.000
PaymentsToAcquirePropertyPlantAndEquipment,478144.000,107351.000,111121.000,60309.000,536000.000
PreferredStockDividendsIncomeStatementImpact,664452.000,664452.000,664452.000,664452.000,668000.000
ProceedsFromIssuanceOfLongTermDebt,,-614937.000,,2056724.000,
ProceedsFromLinesOfCredit,,3000000.000,2000000.000,,
ProceedsFromRepaymentsOfLinesOfCredit,,,,-1000000.000,7163000.000
ProceedsFromRepurchaseOfEquity,-41371.000,311177.000,2272936.000,-61987.000,
ProceedsFromSaleOfFinanceReceivables,,,,-52178.000,
ProceedsFromSaleOfPropertyPlantAndEquipment,,18908.000,82047.000,61914.000,389000.000
ProceedsFromWarrantExercises,,,,,4918000.000
PropertyPlantAndEquipmentDisposals,652093.000,98928.000,709638.000,842204.000,1081000.000
ProvisionForDoubtfulAccounts,-48270.000,68615.000,134176.000,1099528.000,1450000.000
RepaymentsOfLinesOfCredit,,,,,3992000.000
RepaymentsOfLongTermDebt,368917.000,,374411.000,358582.000,674000.000
ResearchAndDevelopmentExpense,1768000.000,901000.000,1018000.000,1457000.000,1400000.000
Revenues,29017243.000,35940244.000,42344964.000,58129652.000,77408000.000
SaleLeasebackTransactionCurrentPeriodGainRecognized,,,,833619.000,860000.000
SaleLeasebackTransactionNetProceedsInvestingActivities,,,2995095.000,4993879.000,
SalesRevenueGoodsNet,5646489.000,5895815.000,6706843.000,14444012.000,20819000.000
SalesRevenueNet,29017243.000,35940244.000,42344964.000,58077474.000,77408000.000
SellingGeneralAndAdministrativeExpense,15460668.000,12068566.000,14036016.000,16451255.000,22373000.000
ShareBasedCompensation,,,,715762.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod,-91667.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,473285.000,156429.000,10000.000,155927.000,131558.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,1.580,1.450,2.170,2.000,3.040
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,-380282.000,-204587.000,55001.000,181134.000,21664.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue,1.730,1.720,1.620,1.890,2.700
ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsExercised,6782040.000,6412768.000,4309000.000,4309000.000,2445653.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,,1.490,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardSharesIssuedInPeriod,29998.000,,,,
SharesPaidForTaxWithholdingForShareBasedCompensation,38749.000,64847.000,,,
StockIssuedDuringPeriodSharesIssuedForServices,19175.000,,,,
StockIssuedDuringPeriodSharesStockOptionsExercised,45333.000,,,,
StockIssuedDuringPeriodValueShareBasedCompensation,,,6024.000,,
StockIssuedDuringPeriodValueShareBasedCompensationForfeited,,121052.000,,,
StockRepurchasedAndRetiredDuringPeriodValue,51381.000,,89020.000,61987.000,213000.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,2327354.000,205266.000,,,
ValuationAllowancesAndReservesRecoveries,,,27255398.000,,64000000.000
WeightedAverageNumberOfDilutedSharesOutstanding,,33413346.000,34613497.000,35663386.000,36309047.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,32423987.000,,,,36309047.000
WeightedAverageNumberOfSharesOutstandingBasic,,32787673.000,34613497.000,35663386.000,36309047.000
