,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AcceleratedShareRepurchasesSettlementPaymentOrReceipt,,,,,,,,,,,,171528.000,,,,10362875.000,
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,252.000,,,,,,,,,,,,,,,,
AccountsPayableOtherCurrentAndNoncurrent,,,,149.000,,,,2316.000,3135.000,3822.000,4702.000,6289.000,13533.000,21602.000,31058.000,52901.000,62073.000
AccruedLiabilitiesAndOtherLiabilities,,,,,516738.000,456835.000,1300495.000,,,,,,,,,,
Assets,200117.000,2967844.000,4719850.000,13461818.000,21997159.000,30037303.000,44741868.000,62929147.000,72702193.000,85257832.000,105871726.000,139783516.000,168726443.000,196232897.000,230786254.000,258678335.000,313014667.000
AssetsNet,199865.000,2964152.000,4636860.000,,,,,,,84413298.000,,,,,,,
CapitalUnitsOutstanding,,345667.530,540880.631,1559136.769,2550833.153,3475116.678,5195730.953,7282960.063,8418485.750,9873704.499,12267151.415,16226368.000,19129421.000,22716074.000,26372641.000,29607381.000,35739018.000
Cash,200117.000,2227282.000,930628.000,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,200117.000,2227282.000,930628.000,6666659.000,6583010.000,10981833.000,2463712.000,7875917.000,9078867.000,13109572.000,8299752.000,33246769.000,36879526.000,26323028.000,54509894.000,44790312.000,68634169.000
DeferredRevenue,,,,,50000.000,,,,,,,,,,,,
DividendsPayableAmountPerShare,,0.002,,,,,,,,,,,,,,,
DueFromAffiliates,,,41076.000,79109.000,367646.000,814394.000,661993.000,791088.000,1120636.000,1367745.000,1486837.000,1874932.000,2144985.000,2731776.000,2726761.000,3175656.000,3287475.000
DueToAffiliateCurrentAndNoncurrent,,,,31391.000,4523.000,15480.000,31391.000,29489.000,11812.000,50810.000,72846.000,472057.000,146710.000,602303.000,104055.000,68312.000,560818.000
DueToCorrespondentBrokers,,,,17347.000,87469.000,,,804607.000,,,,,,,,,
DueToOfficersOrStockholdersCurrentAndNoncurrent,,,22892.000,65015.000,95043.000,128489.000,201571.000,293860.000,337611.000,365774.000,429525.000,548700.000,662106.000,710279.000,833721.000,934805.000,1071891.000
EquityMethodInvestmentOwnershipPercentage,1.000,,,,,,,,,,,,,,,,
EquityMethodInvestments,200000.000,,,,,,,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,,,,,,,,,,68604367.000,93018379.000,101028104.000,125876561.000,161932491.000,168419754.000,203795813.000,218210063.000
InterestReceivable,,3237.000,65969.000,114809.000,133102.000,239778.000,502243.000,764313.000,1033454.000,2137938.000,3006290.000,3580530.000,3779476.000,5206993.000,5073748.000,6866432.000,8264047.000
InvestmentOwnedAtCost,,737325.000,3224807.000,6547061.000,14882441.000,17993558.000,41093624.000,53447442.000,61424938.000,68604367.000,93018379.000,101346528.000,126254063.000,162309992.000,168797255.000,203854890.000,218269140.000
InvestmentOwnedAtFairValue,,737325.000,3224807.000,6547061.000,14882441.000,17993558.000,41093624.000,53447442.000,61424938.000,68604367.000,93018379.000,101028104.000,125876561.000,161932491.000,168419754.000,203795813.000,218210063.000
Liabilities,252.000,3692.000,82990.000,96555.000,149566.000,293436.000,284530.000,639155.000,714311.000,844534.000,1033896.000,1162909.000,5551288.000,3754749.000,7676935.000,7922420.000,10340924.000
LiabilityForUncertainTaxPositionsCurrent,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
LoansReceivableNet,,,,,200000.000,,,,,,,,,,,,
ManagementFeePayable,,3090.000,26420.000,,,149467.000,82959.000,313490.000,361753.000,424128.000,526823.000,135863.000,225975.000,973915.000,1122906.000,1166147.000,1520975.000
NotesReceivableGross,,,,,,,,,,,,393430.000,571112.000,735324.000,887020.000,1403416.000,2171976.000
OfferingCostsPartnershipInterests,,,,705946.000,1173685.000,1619053.000,2434134.000,3438722.000,3988951.000,4696946.000,5873211.000,7822366.000,9467864.000,11203416.000,13144764.000,14543691.000,16945544.000
OtherReceivables,,,379970.000,,,,,,,,,,,,,,
PartnersCapital,,,,13365263.000,21847593.000,29743867.000,44457338.000,62289992.000,71987882.000,84413298.000,104837830.000,138620607.000,163175155.000,192478148.000,223109319.000,250755915.000,302673743.000
PayablesToBrokerDealersAndClearingOrganizations,,,,,,1032623.000,1998825.000,,,,,,,,,,
PrepaidExpenseCurrentAndNoncurrent,,,,54180.000,30960.000,7740.000,20296.000,50387.000,44298.000,38210.000,60468.000,53181.000,45895.000,38609.000,56097.000,50122.000,44167.000
RetainedEarningsAccumulatedDeficit,,485.000,,,,,,,,,,,,,,,
RetainedEarningsUnappropriated,,,,,30466.000,59962.000,90994.000,812669.000,441310.000,,,,,,,,
SeniorNotes,,,,,,,,,,,,,,,,1635000.000,1860000.000
