,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,353744.000,,,,,,,,,,,,,
AccountsPayableCurrent,,567140.000,486242.000,386064.000,736919.000,1132352.000,1389000.000,399000.000,747000.000,1906000.000,251000.000,640000.000,1076000.000,737000.000
AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent,,,,3600000.000,3600000.000,,,,,,,,,
AccruedLiabilitiesCurrent,234907.000,95885.000,216486.000,140400.000,431503.000,589934.000,580000.000,1631000.000,1183000.000,1152000.000,1544000.000,981000.000,2495000.000,1848000.000
AccruedProfessionalFeesCurrent,178420.000,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,95244.000,220595.000,351174.000,629208.000,750986.000,883403.000,1015000.000,1147000.000,1316000.000,1618000.000,1921000.000,2225000.000,2491000.000,2770000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-2934686.000,-5696979.000,-3043515.000,-502663.000,2603097.000,-752000.000,-2331000.000,434000.000,-4399000.000,-5063000.000,-348000.000,-1078000.000,-1907000.000
AdditionalPaidInCapital,493169.000,79850758.000,80109432.000,66851919.000,66366434.000,72134001.000,87243000.000,87829000.000,92900000.000,96302000.000,112067000.000,117452000.000,126829000.000,136379000.000
Assets,1850365.000,80353797.000,72013067.000,53194125.000,44113513.000,52503133.000,60316000.000,54371000.000,66978000.000,54650000.000,67244000.000,70303000.000,61010000.000,57221000.000
AssetsCurrent,315750.000,50131729.000,42250545.000,25050133.000,18384231.000,27361104.000,33024000.000,26561000.000,29789000.000,20674000.000,33830000.000,35914000.000,36990000.000,34164000.000
AssetsNoncurrent,1534615.000,30222068.000,29762522.000,28143992.000,,,,,,,,,,
AvailableForSaleEquitySecuritiesAmortizedCostBasis,,,,19843344.000,19843344.000,,,,,,,,,
