,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsPayableCurrent,17469000.000,17797000.000,16875000.000,16467000.000,18150000.000,16752000.000,18838000.000,17907000.000,17884000.000,18592000.000,17112000.000,19211000.000,19996000.000,19794000.000,19285000.000,17242000.000,17947000.000,17950000.000,20519000.000,19857000.000
AccountsReceivableGrossCurrent,,,,,27897000.000,31460000.000,29284000.000,29155000.000,29907000.000,32392000.000,30766000.000,32087000.000,34482000.000,36029000.000,34025000.000,34804000.000,34427000.000,34547000.000,31367000.000,33113000.000
AccountsReceivableNetCurrent,,,,,27298000.000,30835000.000,28693000.000,28536000.000,29282000.000,31766000.000,30185000.000,31737000.000,34103000.000,35688000.000,33744000.000,34500000.000,34111000.000,34199000.000,31073000.000,32803000.000
AccruedEnvironmentalLossContingenciesCurrent,,,,,4314000.000,4851000.000,5334000.000,5046000.000,5051000.000,4820000.000,4589000.000,8028000.000,8166000.000,8660000.000,9475000.000,9304000.000,8769000.000,7074000.000,5036000.000,4672000.000
AccruedEnvironmentalLossContingenciesNoncurrent,,,,,19033000.000,19033000.000,19033000.000,19400000.000,17200000.000,17200000.000,17200000.000,13622000.000,11247000.000,9655000.000,7384000.000,7195000.000,3724000.000,3724000.000,3600000.000,3600000.000
AccruedIncomeTaxesCurrent,488000.000,1017000.000,14000.000,99000.000,,245000.000,429000.000,403000.000,0.000,94000.000,20000.000,,1100000.000,2331000.000,3618000.000,1389000.000,327000.000,153000.000,,
AccruedProfessionalFeesCurrent,,,,,400000.000,474000.000,418000.000,312000.000,374000.000,472000.000,624000.000,530000.000,403000.000,573000.000,496000.000,421000.000,620000.000,754000.000,1030000.000,572000.000
AccruedSalesCommissionCurrent,,,,,589000.000,701000.000,680000.000,660000.000,637000.000,634000.000,645000.000,619000.000,610000.000,629000.000,551000.000,677000.000,530000.000,482000.000,510000.000,466000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,26626000.000,,,,27826000.000,,,,23898000.000,,,,25424000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,15000.000,-139000.000,-349000.000,-330000.000,-443000.000,-415000.000,-452000.000,-376000.000,-359000.000,-132000.000,822000.000,592000.000,-154000.000,-468000.000,-638000.000,-770000.000,-995000.000,-1422000.000,-2491000.000,-3097000.000
