,2013-04-30,2015-04-30
AdjustmentsToAdditionalPaidInCapitalOther,21170.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-2450.000,-276.000
EarningsPerShareBasic,-0.010,
EarningsPerShareBasicAndDiluted,,0.000
EffectiveIncomeTaxRateContinuingOperations,,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,0.340
GeneralAndAdministrativeExpense,28750.000,93430.000
IncomeTaxesPaid,0.000,0.000
IncreaseDecreaseInAccountsPayable,200.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,3292.000
IncreaseDecreaseInAccountsPayableRelatedParties,,27196.000
IncreaseDecreaseInPrepaidExpense,-6000.000,0.000
InterestPaid,0.000,0.000
NetCashProvidedByUsedInFinancingActivities,32100.000,62666.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,32100.000,62666.000
NetCashProvidedByUsedInOperatingActivities,-34550.000,-62942.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-34550.000,-62942.000
NetIncomeLoss,-28750.000,-93430.000
OperatingIncomeLoss,,-93430.000
ProceedsFromIssuanceOfCommonStock,21900.000,
ProceedsFromLoans,10200.000,
ProceedsFromRelatedPartyDebt,,26742.000
Revenues,,0.000
SalesRevenueNet,,0.000
StockIssuedDuringPeriodSharesOther,730000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,32300000.000
WeightedAverageNumberOfSharesOutstandingBasic,2785616.000,
