,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,2763767.000,5941099.000,9256392.000,20001143.000,13550864.000,12437945.000,13680538.000,12418785.000,3156367.000,4238363.000,4097819.000,9839952.000,15445579.000,7294617.000,7764269.000,13860000.000,7216000.000,8929000.000,8401000.000,4152000.000,2510000.000,3981000.000,5617000.000,7431000.000
AccountsReceivableNetCurrent,12685452.000,17517930.000,19351023.000,54411908.000,24561095.000,27778928.000,35640758.000,37649154.000,14812840.000,11753875.000,10742412.000,39402759.000,22190023.000,8985899.000,19570763.000,57795000.000,31297000.000,37443000.000,35700000.000,26720000.000,15647000.000,12772000.000,16031000.000,24034000.000
AccruedInsuranceCurrent,,,,,,,335412.000,,,,40193.000,,,,144228.000,,,,,,,,,
AccruedLiabilitiesCurrent,2564116.000,3783820.000,2598126.000,4781590.000,2400806.000,4306002.000,5544071.000,5927730.000,2844134.000,3283991.000,2585993.000,7619697.000,3226562.000,3396131.000,1715507.000,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,85258287.000,89598611.000,94286207.000,99586763.000,104053637.000,110712036.000,117326964.000,123486298.000,128160720.000,133623122.000,137072725.000,141032551.000,144817598.000,147725913.000,150447400.000,190301000.000,200945000.000,203274000.000,198052000.000,,,,214033000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1539296.000,-449489.000,107127.000,625291.000,-199885.000,1652751.000,821703.000,-668909.000,-2027482.000,-1271493.000,-3105178.000,-4851570.000,-3182255.000,-5028950.000,-6488583.000,-762000.000,-418000.000,-1308000.000,-1824000.000,-1105000.000,-1354000.000,-1402000.000,-1596000.000,-1499000.000
AdditionalPaidInCapital,27682886.000,27845180.000,28176922.000,28746917.000,29161555.000,29353883.000,29573986.000,30310938.000,30799678.000,31257630.000,31508662.000,31746818.000,31888842.000,32052956.000,32498425.000,141983000.000,141831000.000,141891000.000,142269000.000,142466000.000,142670000.000,142909000.000,142998000.000,143227000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,,0.000,0.000,0.000,557867.000,763000.000,775000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000
Assets,89424240.000,98225677.000,99881227.000,140396188.000,139689075.000,135564305.000,142027838.000,139959297.000,119489185.000,109578173.000,98301538.000,114778615.000,114280063.000,95955749.000,85122334.000,295961000.000,265557000.000,260291000.000,247787000.000,234450000.000,215555000.000,197582000.000,187666000.000,180038000.000
AssetsCurrent,39116857.000,43076918.000,41804996.000,69457032.000,55047436.000,54351168.000,52343724.000,57277853.000,44970756.000,39807967.000,34903342.000,56931505.000,59880108.000,41460550.000,34900438.000,117029000.000,95930000.000,103608000.000,99859000.000,94953000.000,86820000.000,79262000.000,75727000.000,73623000.000
AssetsNoncurrent,265092.000,274495.000,279400.000,283244.000,288703.000,291115.000,298347.000,298309.000,296801.000,294683.000,291000.000,285216.000,288228.000,283472.000,275430.000,,,,,,,,,
BillingsInExcessOfCostCurrent,5892432.000,5789887.000,937755.000,4324061.000,9168199.000,5248177.000,3757349.000,890201.000,2035576.000,986765.000,653220.000,4007960.000,7669953.000,2531275.000,4451102.000,,,,,,,,,
CapitalLeaseObligations,,,,,,,,,,,,,,,,,,1574000.000,1199000.000,1006000.000,813000.000,590000.000,419000.000,267000.000
CapitalLeaseObligationsCurrent,1216533.000,1227519.000,1336037.000,1868346.000,1991271.000,1933121.000,1960503.000,1807779.000,1685460.000,1559841.000,1423268.000,1292935.000,1137369.000,937048.000,799010.000,,,,,,,,,
CapitalLeaseObligationsNoncurrent,1567919.000,1547919.000,1626612.000,1583554.000,1872902.000,1739744.000,1884937.000,1685502.000,1365631.000,1026886.000,901707.000,551996.000,417209.000,364801.000,417369.000,,,,,,,,,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,,,4957000.000,,,,2954000.000,,,,1626000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,4124730.000,,,,2458726.000,,,,1287023.000,2376000.000,1965000.000,1574000.000,1199000.000,1006000.000,813000.000,590000.000,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,2146272.000,,,,1523229.000,,,,847430.000,1363000.000,1138000.000,983000.000,781000.000,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,35340.000,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInRollingYearTwo,,,,,,,,,,,,,,,,,,,,279000.000,167000.000,65000.000,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,586123.000,,,,150572.000,,,,146417.000,270000.000,159000.000,56000.000,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,1356995.000,,,,784925.000,,,,293176.000,743000.000,668000.000,535000.000,418000.000,,,,419000.000,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,279290.000,,,,133751.000,,,,70644.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsNextRollingTwelveMonths,,,,,,,,,,,,,,,,,,,,727000.000,646000.000,525000.000,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,,3845440.000,,,,2324975.000,,,,1216379.000,,,,,,,,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,,,5114466.000,,,,7221000.000,,,,3349000.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,21929881.000,21738571.000,15745559.000,10661739.000,24259157.000,21481441.000,8614244.000,9999433.000,24806819.000,21335800.000,16130374.000,15292842.000,30511752.000,25064116.000,11363151.000,20642000.000,37275000.000,39015000.000,37009000.000,30378000.000,25695000.000,18263000.000,14624000.000,27820000.000
CashFDICInsuredAmount,,,,,,,250000.000,,,,250000.000,,,,250000.000,,,,,,,,,
CertificatesOfDepositAtCarryingValue,,,,,,,,,,,,,,,,27500000.000,19500000.000,19250000.000,21000000.000,32250000.000,41500000.000,44250000.000,40250000.000,16000000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000
CommonStockSharesIssued,19277770.000,19295962.000,19348436.000,19473903.000,20519375.000,20732500.000,20732500.000,20905318.000,21947790.000,22055795.000,22090127.000,22102502.000,22102502.000,22102502.000,7380780.000,21591126.000,21571513.000,21571513.000,21629310.000,21644685.000,21670794.000,21680934.000,21704851.000,21726714.000
CommonStockSharesOutstanding,,,,,,,20732500.000,20905318.000,21947790.000,22055795.000,22090127.000,22102502.000,22102502.000,22102502.000,7380780.000,21591126.000,21571513.000,21571513.000,21580865.000,21596240.000,21622349.000,21632489.000,21656406.000,21678269.000
CommonStockValue,192778.000,192960.000,193484.000,194739.000,205194.000,207325.000,207325.000,209053.000,219478.000,220550.000,220901.000,221025.000,221025.000,221025.000,73808.000,216000.000,216000.000,216000.000,216000.000,216000.000,217000.000,217000.000,217000.000,217000.000
CostsInExcessOfBillingsOnUncompletedContractsOrProgramsExpectedToBeCollectedWithinOneYear,2091496.000,1994444.000,5101478.000,3294079.000,2636777.000,2133882.000,6263943.000,8472820.000,1025784.000,3217677.000,2312947.000,1350558.000,1487961.000,4620300.000,2039894.000,,,,,,,,,
DeferredIncomeTaxAssetsNet,,,,,,,,,,,,,,,,,,2131000.000,,,,,535000.000,541000.000
DeferredRevenueCurrent,,,,,,,,,,,,,,,,5522000.000,5265000.000,6705000.000,6146000.000,5615000.000,4700000.000,1760000.000,3155000.000,2364000.000
DeferredTaxAssetsDeferredIncome,,,,,,,,,,,,,,,,,,,1193000.000,,,,462000.000,
DeferredTaxAssetsGross,,,,,,,,,,,,,,,,,,,33368000.000,,,,43026000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,,-7617111.000,,,,-4590739.000,,,,1154500.000,,,,,,,,389000.000,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,-7617111.000,,,,-4590739.000,,,,,,,,,,,,,
DeferredTaxAssetsNet,,,,,,,1028936.000,,,,394948.000,,,,5751435.000,,,,29661000.000,,,,29424000.000,
DeferredTaxAssetsNetCurrent,,,,,,,,,,,,,,,,2524000.000,1445000.000,,,,,,,
DeferredTaxAssetsNetNoncurrent,,,,,,,,,,,,,,,1154500.000,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,462548.000,,,,61139.000,,,,3940285.000,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,,,,,,,,,,,,,23002000.000,,,,32746000.000,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,,,,,,,,,,,,,,,,,3694000.000,,,,4486000.000,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,,,,,,,,,,,,,850000.000,,,,1223000.000,
DeferredTaxAssetsOther,,,,,,,92983.000,,,,88911.000,,,,199821.000,,,,-91000.000,,,,-264000.000,
DeferredTaxAssetsOtherComprehensiveLoss,,,,,,,,,,,,,,,,,,,1055000.000,,,,786000.000,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,,,,,,,,,,,,,,,,,315000.000,,,,315000.000,
DeferredTaxAssetsTaxCreditCarryforwardsForeign,,,,,,,473405.000,,,,244898.000,,,,1611329.000,,,,1874000.000,,,,1874000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,,,,,,,,,,,,,,,,,,144000.000,,,,74000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsSelfInsurance,,,,,,,,,,,,,,,,,,,260000.000,,,,219000.000,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,,,,,,,3707000.000,,,,13602000.000,
DeferredTaxLiabilitiesNoncurrent,4908469.000,5798657.000,7257576.000,7166342.000,6721124.000,6144477.000,7617111.000,6686271.000,5755431.000,4824591.000,4590739.000,4018378.000,3418378.000,1025116.000,,18106000.000,11339000.000,10008000.000,5319000.000,4429000.000,3298000.000,1971000.000,146000.000,148000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,,34980000.000,,,,29035000.000,
EmployeeRelatedLiabilitiesCurrent,,,,,,,2004444.000,,,,1091191.000,,,,817888.000,3492000.000,3322000.000,2303000.000,1074000.000,2704000.000,2808000.000,1928000.000,885000.000,2795000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,180000.000,1309000.000,,1027000.000,605000.000,495000.000,0.000,299000.000,206000.000,488000.000,0.000,,,,,,,,,
FinancingReceivableAllowanceForCreditLosses,,,,,,,,,,,,,,,,,,,,,,,,0.000
FiniteLivedIntangibleAssetsNet,,,,,,,,,,,,,,,,2797000.000,2747000.000,2537000.000,361000.000,361000.000,361000.000,499000.000,,
FurnitureAndFixturesGross,425963.000,422003.000,434146.000,435228.000,487245.000,489520.000,488779.000,487406.000,488067.000,488950.000,486700.000,484702.000,486842.000,484206.000,481866.000,,,,,,,,,
Goodwill,201530.000,201530.000,201530.000,201530.000,201530.000,201530.000,201530.000,201530.000,201530.000,201530.000,201530.000,201530.000,201530.000,201530.000,201530.000,,,,,,,,,
IntangibleAssetsNetExcludingGoodwill,,,,,,,,,,,,,,,,,,,,,,,487000.000,492000.000
InterestPayableCurrent,,,,,,,73105.000,,,,35000.000,,,,35000.000,,,,,,,,,
LeaseholdImprovementsGross,14994.000,14994.000,14994.000,14994.000,14994.000,14994.000,14994.000,14994.000,14994.000,14994.000,14994.000,14994.000,14994.000,14994.000,14994.000,,,,,,,,,
LettersOfCreditOutstandingAmount,,,,,,,,,,,,,,,,233000.000,233000.000,233000.000,,,,,,
Liabilities,29249769.000,,,,,,,,,,,,,,,,,,,,,,,
LiabilitiesAndStockholdersEquity,89424240.000,98225677.000,99881227.000,140396188.000,139689075.000,135564305.000,142027838.000,139959297.000,119489185.000,109578173.000,98301538.000,114778615.000,114280063.000,95955749.000,85122334.000,295961000.000,265557000.000,260291000.000,247787000.000,234450000.000,215555000.000,197582000.000,187666000.000,180038000.000
LiabilitiesCurrent,19832920.000,24975072.000,21948467.000,44596075.000,42769987.000,38183323.000,40127631.000,35933808.000,23743929.000,20125632.000,17195179.000,33448633.000,37546053.000,24263783.000,22418417.000,39753000.000,29683000.000,31006000.000,28810000.000,24793000.000,19183000.000,15378000.000,14997000.000,17680000.000
LiabilitiesNoncurrent,,,,,,,,,,,,,,,,26027000.000,17378000.000,14489000.000,9259000.000,7623000.000,5971000.000,4028000.000,1785000.000,322000.000
LongTermDebtAndCapitalLeaseObligations,,,,,,,,,,,,,,,,7921000.000,6039000.000,4025000.000,2106000.000,1295000.000,676000.000,65000.000,,
LongTermDebtAndCapitalLeaseObligationsCurrent,,,,,,,,,,,,,,,,11250000.000,8892000.000,8158000.000,8585000.000,7141000.000,5501000.000,3928000.000,2357000.000,1504000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextRollingTwelveMonths,,,,,,,,,,,,,,,,,,,,6414000.000,4856000.000,3403000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,10615279.000,,,,8434879.000,,,,7296950.000,9887000.000,7754000.000,7175000.000,7804000.000,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearTwo,,,,,,,,,,,,,,,,,,,,1016000.000,508000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,,128364.000,,,,,,,,,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,1540360.000,,,,128363.000,,,,,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,4810458.000,,,,1540360.000,,,,1652384.000,1016000.000,508000.000,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,7933416.000,,,,4814389.000,,,,3572428.000,5892000.000,4704000.000,3434000.000,1688000.000,,,,,
LongTermNotesPayable,2940461.000,6509288.000,5328892.000,10198395.000,13939529.000,11952489.000,14412598.000,12252579.000,10086494.000,8100940.000,6483112.000,4857216.000,3216695.000,6312379.000,5224812.000,,,,,,,,,
MachineryAndEquipmentGross,123230562.000,132074219.000,139017290.000,156463122.000,173742093.000,176893034.000,190943331.000,189832081.000,186932139.000,188243780.000,185405886.000,184156777.000,184797032.000,188061303.000,185461746.000,,,,,,,,,
NoncurrentAssets,,,,,,,,,,,,,,,48792000.000,,,,147567000.000,,,,110917000.000,
NotesAndLoansReceivableNetCurrent,,,,,,,,,,,,,,,,,,,,,,,,391000.000
NotesAndLoansReceivableNetNoncurrent,,,,,,,,,,,,,,,,,,,,,,,,1241000.000
NotesPayable,,,,,,,25027877.000,,,,14917991.000,,,,12521762.000,16795000.000,12966000.000,10609000.000,9492000.000,7430000.000,5364000.000,3403000.000,,
NotesPayableCurrent,6143315.000,6967920.000,5802513.000,6698132.000,10733463.000,9390449.000,10615279.000,9933778.000,11707143.000,10056672.000,8434879.000,7647305.000,9265098.000,9214619.000,7296950.000,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,1950806.000,,,,1831228.000,,,,2719825.000,3739000.000,3297000.000,10986000.000,11271000.000,,,,9567000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,717834.000,,,,642340.000,,,,1145359.000,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,245434.000,,,,244845.000,,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInRollingAfterYearFive,,,,,,,,,,,,,,,,96000.000,,5194000.000,5008000.000,,,,4252000.000,
OperatingLeasesFutureMinimumPaymentsDueInRollingYearFourAndFive,,,,,,,,,,,,,,,,481000.000,393000.000,1766000.000,1899000.000,,,,1591000.000,
OperatingLeasesFutureMinimumPaymentsDueInRollingYearTwoAndThree,,,,,,,,,,,,,,,,1971000.000,1492000.000,2476000.000,2660000.000,,,,2256000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,349532.000,,,,371354.000,,,,394019.000,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,519082.000,,,,467755.000,,,,1075513.000,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsNextRollingTwelveMonths,,,,,,,,,,,,,,,,1191000.000,1412000.000,1550000.000,1704000.000,,,,1468000.000,
OperatingLossCarryforwards,,,,,,,1400000.000,,,,180000.000,,,,12400000.000,,,,65719000.000,,,,93802000.000,
OperatingLossCarryforwardsValuationAllowance,,,,,,,,,,,,,,,,,,,526000.000,,,,,
OtherAccountsPayableAndAccruedLiabilities,,,,,,,,,,,,,,,,,,,2753000.000,,,,1522000.000,
OtherAccruedLiabilitiesCurrent,,,,,,,2794239.000,,,,1363123.000,,,,1040934.000,5629000.000,4988000.000,4911000.000,4604000.000,5181000.000,3664000.000,3781000.000,2983000.000,3586000.000
OtherAccruedLiabilitiesNoncurrent,,,,,,,,,,,,,,,,,,456000.000,1834000.000,1899000.000,1997000.000,1992000.000,1639000.000,174000.000
OtherAssetsNoncurrent,63562.000,72965.000,77870.000,81714.000,87173.000,89585.000,96817.000,96779.000,95271.000,93153.000,89470.000,83686.000,86698.000,81942.000,73900.000,,,,,,,,,
PreferredStockParOrStatedValuePerShare,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
