,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableCurrent,65248000.000,134162000.000,137690000.000,112661000.000,125494000.000,155524000.000,163653000.000,114913000.000,133040000.000,123540000.000,97693000.000,92712000.000,72213000.000,60451000.000,51894000.000,38980000.000,47547000.000,50752000.000,41114000.000
AccountsReceivableGrossCurrent,,,,233568000.000,,,,154081000.000,,,,150394000.000,,,,92418000.000,,,
AccountsReceivableNetCurrent,,,,,,,,,,,,,,,,91057000.000,89498000.000,,
AccruedLiabilitiesCurrent,88436000.000,217836000.000,238001000.000,229067000.000,194477000.000,233749000.000,239934000.000,184875000.000,192913000.000,135772000.000,154470000.000,133870000.000,165633000.000,142831000.000,179673000.000,125318000.000,155645000.000,129400000.000,53332000.000
AccruedProfessionalFeesCurrent,,,,,,,,54205000.000,,,,23855000.000,,,,23341000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,479066000.000,527300000.000,572300000.000,614628000.000,,,,796683000.000,,,,980888000.000,,,,1139099000.000,,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,9626000.000,,,128000.000,-241000.000,-241000.000,894000.000,897000.000,941000.000,940000.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,-189000.000,-784000.000,-2218000.000,-787000.000,-2070000.000,-4057000.000,-4602000.000,-4203000.000,-3481000.000,-2955000.000,-2302000.000,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,169168000.000,166083000.000,162997000.000,225541000.000,221643000.000,217746000.000,213848000.000,266042000.000,261383000.000,256725000.000,252066000.000,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,-1101000.000,-266000.000,-3276000.000,-857000.000,-4066000.000,-934000.000,-1502000.000,-17127000.000,-18588000.000,-3741000.000,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,-281050000.000,-277328000.000,-258109000.000,-162258000.000,-154896000.000,-140134000.000,-158829000.000,-218048000.000,-232674000.000,-207554000.000,-217469000.000
AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxDebtSecurities,,4494000.000,1192000.000,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,359024000.000,1610743000.000,1618832000.000,1620430000.000,1622279000.000,1624652000.000,1626730000.000,1628244000.000,1615407000.000,1609854000.000,1610748000.000,1613256000.000,1614987000.000,1639310000.000,1654467000.000,1668407000.000,1678710000.000,1679576000.000,1680385000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,6718000.000,,,,5367000.000,,,,1278000.000,,,,1361000.000,,,
AssetRetirementObligation,,,,75100000.000,,,,89478000.000,,,,116393000.000,,,,112327000.000,,,
AssetRetirementObligationCurrent,,,,,,,,12300000.000,,,,23900000.000,,,,22740000.000,,,
AssetRetirementObligationLegallyRestrictedAssetsFairValue,,,,,,,,,,,,0.000,,,,0.000,,,
AssetRetirementObligationsNoncurrent,,,,,,,,,,,,92500000.000,,,,89600000.000,,,
Assets,1768312000.000,7150350000.000,7171947000.000,6812203000.000,6912268000.000,6855155000.000,5847901000.000,5768420000.000,5883442000.000,5731856000.000,5840512000.000,5590860000.000,5648665000.000,5461898000.000,5640512000.000,5386129000.000,5202437000.000,2127712000.000,1976919000.000
AssetsCurrent,428446000.000,899124000.000,819606000.000,841060000.000,883978000.000,796708000.000,866516000.000,815816000.000,979735000.000,903941000.000,1045117000.000,949348000.000,1048090000.000,913080000.000,1144345000.000,970775000.000,888731000.000,707035000.000,574824000.000
AssetsHeldForSaleCurrent,,,,,,,,,,,,,,24150000.000,,,,,
