,2014-09-30,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalOther,0.000,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,606000.000,4051000.000,9768000.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,2074000.000,,
AllocatedShareBasedCompensationExpense,606000.000,4051000.000,9768000.000
AmortizationOfDebtDiscountPremium,0.000,0.000,
AmortizationOfFinancingCosts,0.000,0.000,
AmortizationOfIntangibleAssets,,,948000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,3871141.000,96610.000,869957.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,957000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,12266000.000,44214000.000,-26263000.000
CostOfGoodsSold,,,34320000.000
CostOfRevenue,11714000.000,15647000.000,
CurrentFederalTaxExpenseBenefit,,,1175000.000
CurrentIncomeTaxExpenseBenefit,,,2094000.000
CurrentStateAndLocalTaxExpenseBenefit,3000.000,3000.000,919000.000
DebtConversionConvertedInstrumentAmount1,0.000,0.000,
DeferredFederalIncomeTaxExpenseBenefit,,,-29553000.000
DeferredIncomeTaxExpenseBenefit,,,-30120000.000
DeferredIncomeTaxesAndTaxCredits,,,-30116000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,,-567000.000
Depreciation,104000.000,,641000.000
DepreciationDepletionAndAmortization,,112000.000,641000.000
DividendsPreferredStock,1666000.000,,
EarningsPerShareBasic,,0.170,5.240
EarningsPerShareBasicAndDiluted,-1.970,,
EarningsPerShareDiluted,,0.160,4.960
EffectiveIncomeTaxRateContinuingOperations,-0.067,0.001,-0.520
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,-0.340,0.340,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,0.323,-0.252,-0.790
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseMealsAndEntertainment,,0.009,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,0.000,-0.010
EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,0.001,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,-0.067,0.001,0.030
EffectiveIncomeTaxRateReconciliationTaxCredits,,,0.030
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,0.006,0.098,
FairValueAdjustmentOfWarrants,573000.000,0.000,0.000
GainLossOnDispositionOfAssets1,,,1750000.000
GainLossOnSaleOfPropertyPlantEquipment,,-273000.000,0.000
GainLossRelatedToLitigationSettlement,0.000,0.000,
GoodwillImpairmentLoss,,,0.000
ImpairmentOfIntangibleAssetsFinitelived,,,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-19272000.000,2574000.000,53427000.000
IncomeTaxExpenseBenefit,-1295000.000,3000.000,-28026000.000
IncomeTaxesPaid,,482000.000,2800000.000
IncreaseDecreaseInAccountsPayable,2867000.000,356000.000,10668000.000
IncreaseDecreaseInAccountsReceivable,2172000.000,14311000.000,15919000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,6692000.000,11873000.000,-316000.000
IncreaseDecreaseInDeferredRevenue,-3435000.000,-520000.000,-6000000.000
IncreaseDecreaseInInventories,1294000.000,13800000.000,-12303000.000
IncreaseDecreaseInOtherNoncurrentAssets,-1000.000,98000.000,7000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,1003627.000,900423.000
InterestExpense,8000.000,11000.000,8000.000
InterestExpenseDebt,0.000,0.000,
InterestPaid,,11000.000,8000.000
InvestmentIncomeInterest,31000.000,25000.000,84000.000
LeaseAndRentalExpense,277000.000,514000.000,634000.000
MarketingAndAdvertisingExpense,2506000.000,4752000.000,14784000.000
NetCashProvidedByUsedInFinancingActivities,46154000.000,55813000.000,-33670000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,46154000.000,55813000.000,-33670000.000
NetCashProvidedByUsedInInvestingActivities,-20045000.000,-1881000.000,-45800000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-20045000.000,-1881000.000,-45800000.000
NetCashProvidedByUsedInOperatingActivities,-13843000.000,-9718000.000,53207000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-13843000.000,-9718000.000,53207000.000
NetIncomeLoss,-17977000.000,2571000.000,81453000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-19643000.000,2571000.000,
NetIncomeLossAvailableToCommonStockholdersDiluted,,,81453000.000
NoncashOrPartNoncashAcquisitionValueOfLiabilitiesAssumed1,,,22470000.000
NonoperatingIncomeExpense,-515000.000,14000.000,76000.000
OperatingExpenses,37856000.000,63667000.000,136131000.000
OperatingIncomeLoss,-18757000.000,2560000.000,53351000.000
OtherNonoperatingIncomeExpense,35000.000,0.000,0.000
OtherSalesRevenueNet,3765000.000,45000000.000,49796000.000
PaymentsForRepurchaseOfCommonStock,,,37003000.000
