,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AccountsPayableCurrent,39955000.000,39417000.000,38820000.000,31372000.000,50662000.000,63651000.000,56902000.000,42276000.000,45902000.000,53954000.000,47352000.000,42424000.000,48648000.000,50293000.000,46560000.000,38814000.000,39106000.000,36371000.000,40805000.000,32268000.000,32533000.000,44254000.000,40256000.000
AccrualForEnvironmentalLossContingencies,,,,,,,,,,,,,,,,,,,19551000.000,,,,
AccrualForEnvironmentalLossContingenciesComponentAmount,,,,,,,,,,,,,,,,,,19900000.000,,,,,
AccrualForEnvironmentalLossContingenciesGross,,7937000.000,7759000.000,7614000.000,7591000.000,7444000.000,7250000.000,6940000.000,6716000.000,6546000.000,6469000.000,6395000.000,7878000.000,7697000.000,7594000.000,7531000.000,7443000.000,19946000.000,,18977000.000,18836000.000,18655000.000,18295000.000
AccrualForEnvironmentalLossContingenciesUndiscountedDueWithinOneYear,,,,7200000.000,,,,7200000.000,,,,7200000.000,,,,,,,,,,,
AccruedEnvironmentalLossContingenciesCurrent,,2737000.000,2559000.000,2414000.000,2391000.000,2244000.000,2050000.000,1740000.000,1516000.000,1346000.000,1444000.000,1370000.000,1403000.000,1222000.000,1119000.000,1431000.000,1343000.000,1296000.000,980000.000,722000.000,1122000.000,1722000.000,2134000.000
AccruedEnvironmentalLossContingenciesNoncurrent,,5200000.000,5200000.000,5200000.000,5200000.000,5200000.000,5200000.000,5200000.000,5200000.000,5200000.000,5025000.000,5025000.000,6475000.000,6475000.000,6475000.000,6100000.000,6100000.000,18650000.000,18571000.000,18255000.000,17714000.000,16933000.000,16161000.000
AccruedIncomeTaxesCurrent,,,,5397000.000,,,7785000.000,,6367000.000,,7965000.000,8922000.000,6090000.000,3936000.000,8401000.000,4034000.000,3256000.000,1455000.000,3830000.000,4210000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,68085000.000,68944000.000,70596000.000,82947000.000,85104000.000,87293000.000,76508000.000,91047000.000,93502000.000,95940000.000,83674000.000,99150000.000,99875000.000,101752000.000,88750000.000,104641000.000,102561000.000,105580000.000,90210000.000,107287000.000,110082000.000,113481000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,-53000.000,,,,,,,,,,,,,,,5900000.000,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,2547000.000,,,,2287000.000,,,,2497000.000,,,,2523000.000,,,,2781000.000,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,1800000.000,2700000.000,1723000.000,1800000.000,1900000.000,2500000.000,-29000.000,1400000.000,1100000.000,1300000.000,296000.000,,,,-12785000.000,,,,-11391000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2429000.000,3846000.000,-670000.000,-877000.000,-859000.000,287000.000,-1054000.000,-2316000.000,-1411000.000,-1408000.000,-1196000.000,-2201000.000,-6142000.000,-10408000.000,-13013000.000,-15308000.000,-16869000.000,-17419000.000,-15506000.000,-14172000.000,-15569000.000,-13584000.000,-14022000.000
AdditionalPaidInCapital,39446000.000,40736000.000,41580000.000,43140000.000,44995000.000,47036000.000,48392000.000,49764000.000,49288000.000,50794000.000,51896000.000,52866000.000,52650000.000,53618000.000,54268000.000,55184000.000,55287000.000,55908000.000,,57338000.000,57548000.000,59002000.000,61709000.000
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,,,,,56766000.000,,,,
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,4800000.000,,,,9700000.000,,,,8300000.000,,,
AllowanceForDoubtfulAccountsReceivableCurrent,2171000.000,2002000.000,1786000.000,1717000.000,1645000.000,1915000.000,2847000.000,2853000.000,3349000.000,3520000.000,3670000.000,2857000.000,2530000.000,2517000.000,2607000.000,9706000.000,8485000.000,7987000.000,7979000.000,8312000.000,7808000.000,7473000.000,7524000.000
