,2011-08-31,2011-11-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,4451658.000,12982119.000,6228000.000,8984000.000,8388000.000,9145000.000,4735000.000,6439000.000,4739000.000,13570000.000,5381000.000,7526000.000,7167000.000,15273000.000,5025000.000,6320000.000,8817000.000,11620000.000,8618000.000,8945000.000,9305000.000,12741000.000,9351000.000
AccountsPayableCurrent,324294.000,541238.000,362000.000,456000.000,312000.000,342000.000,455000.000,464000.000,441000.000,597000.000,743000.000,480000.000,525000.000,462000.000,567000.000,3571000.000,3604000.000,4037000.000,4147000.000,4150000.000,4103000.000,5219000.000,4182000.000
AccountsReceivableNetCurrent,,,,10804000.000,10349000.000,12193000.000,7432000.000,9028000.000,7162000.000,17173000.000,8758000.000,11023000.000,10716000.000,19734000.000,9270000.000,10374000.000,12877000.000,15252000.000,12015000.000,12317000.000,12740000.000,16470000.000,13114000.000
AccountsReceivableNetNoncurrent,,,,,,,,,,,,,,2171000.000,1612000.000,1186000.000,1026000.000,1025000.000,927000.000,706000.000,879000.000,1064000.000,1003000.000
AccountsReceivableRelatedParties,,,41000.000,10000.000,41000.000,25000.000,20000.000,29000.000,21000.000,21000.000,21000.000,21000.000,21000.000,21000.000,76000.000,20000.000,21000.000,209000.000,107000.000,100000.000,19000.000,18000.000,19000.000
AccruedIncomeTaxes,,,,,,1000.000,,,,,,,,,,,,,,,,,
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,,,,,5583000.000,,,,,,,,,
AccruedLiabilitiesCurrent,974594.000,1440094.000,2270000.000,2724000.000,3334000.000,4626000.000,4029000.000,4998000.000,3970000.000,5571000.000,4114000.000,4591000.000,4361000.000,5583000.000,1090000.000,1313000.000,1292000.000,1414000.000,1304000.000,,,,
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,1098000.000,,,,,,,,,
AccruedProfessionalFeesCurrent,143443.000,30000.000,112000.000,,,,,,,,,,,,,,,,,,,,
AccruedRentNoncurrent,0.000,0.000,,,,,,,,,,,,,,,,,,,,,
AccruedSalesCommissionCurrent,2165054.000,2645081.000,2103000.000,2336000.000,1944000.000,2337000.000,1474000.000,1966000.000,1591000.000,2161000.000,1700000.000,2298000.000,2106000.000,2247000.000,1151000.000,1202000.000,1746000.000,2031000.000,1305000.000,1550000.000,1418000.000,2139000.000,1540000.000
AccumulatedAmortizationOfOtherDeferredCosts,588876.000,588876.000,,,,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1635356.000,1789204.000,1493000.000,1540000.000,1564000.000,1161000.000,1212000.000,1268000.000,1326000.000,1281000.000,1325000.000,1366000.000,1362000.000,1397000.000,1443000.000,3123000.000,2745000.000,2976000.000,2847000.000,2963000.000,3585000.000,3835000.000,4125000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,3999.000,-22000.000,-2000.000,28000.000,34000.000,1000.000,68000.000,97000.000,108000.000,68000.000,78000.000,80000.000,94000.000,101000.000,125000.000,-20000.000,-80000.000,-42000.000,-172000.000,-138000.000,-329000.000,-297000.000
AdditionalPaidInCapital,55910342.000,60152117.000,60669000.000,60771000.000,60993000.000,61229000.000,61331000.000,61465000.000,61441000.000,61508000.000,61793000.000,61831000.000,61864000.000,61924000.000,61943000.000,62181000.000,62222000.000,62263000.000,62296000.000,62500000.000,62771000.000,62856000.000,63075000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,3179000.000,,,,3764000.000,,,,4571000.000,,,,3863000.000,,,,4159000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,1317125.000,1617193.000,2089000.000,1965000.000,2086000.000,3179000.000,2842000.000,2718000.000,2606000.000,3764000.000,3544000.000,3685000.000,3689000.000,4571000.000,4361000.000,4178000.000,4265000.000,3863000.000,3752000.000,3798000.000,3869000.000,4159000.000,4223000.000
AllowanceForNotesAndLoansReceivableNoncurrent,,,,,,,,,,,,,,,,,,,412000.000,412000.000,412000.000,412000.000,412000.000
Assets,17439982.000,27078269.000,30618000.000,32055000.000,29509000.000,32381000.000,28801000.000,29231000.000,25410000.000,33517000.000,29923000.000,31232000.000,32319000.000,40991000.000,36298000.000,46320000.000,47384000.000,50418000.000,49254000.000,50076000.000,51944000.000,57381000.000,53989000.000
AssetsCurrent,16479304.000,22989076.000,25223000.000,26422000.000,23856000.000,25716000.000,22669000.000,23197000.000,18405000.000,25931000.000,22140000.000,22359000.000,21182000.000,28994000.000,25464000.000,14536000.000,15923000.000,18754000.000,18295000.000,19009000.000,19891000.000,25083000.000,21915000.000
AssetsFairValueDisclosure,,,,9944000.000,8714000.000,9234000.000,11752000.000,10588000.000,8187000.000,6994000.000,11010000.000,9517000.000,8495000.000,,,,,,,,,,
BusinessAcquisitionEquityInterestIssuedOrIssuableValueAssigned,,,,,2979000.000,2979000.000,,,,,,,,,,,,,,,,,
CapitalLeaseObligations,,,,,,,,,,,,,,,,,,,,,366000.000,337000.000,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,,,,,,,,,,,,,419000.000,382000.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,,,,,,,,,,,86000.000,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,,,,,,,,,,,,148000.000,86000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,,,,,,,,,,,,148000.000,148000.000,
CapitalLeasesFutureMinimumPaymentsExecutoryCosts,,,,,,,,,,,,,,,,,,,,,13000.000,12000.000,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,,,,,,,,,,,,,,,40000.000,33000.000,
CapitalLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,,,,,,,,,,,,,,,,,,,37000.000,148000.000,
