,2012-09-04,2012-12-25,2013-03-19,2013-06-11,2013-09-03,2013-12-31,2014-03-25,2014-06-17,2014-09-09,2014-12-30,2015-03-24,2015-06-16,2015-09-08,2015-12-29,2016-03-22,2016-06-14,2016-09-06,2016-12-27,2017-03-21,2017-06-13
AccountsPayableCurrent,5849000.000,8804000.000,5200000.000,4776000.000,4974000.000,8478000.000,7439000.000,9220000.000,6546000.000,12198000.000,11361000.000,9908000.000,14966000.000,16486000.000,10693000.000,9939000.000,8644000.000,12791000.000,13012000.000,10486000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,165000.000,,,,417000.000,,,,147000.000,,,,,,
AccumulatedAmortizationDeferredFinanceCosts,,,,,,20000.000,,,,37000.000,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,34236000.000,,,,45296000.000,,51035000.000,54002000.000,58443000.000,61971000.000,64198000.000,67020000.000,70759000.000,74975000.000,79064000.000,82113000.000,88190000.000,92930000.000,94409000.000
AdditionalPaidInCapital,119337000.000,119610000.000,121617000.000,121855000.000,126174000.000,129961000.000,130582000.000,131423000.000,132606000.000,133883000.000,134463000.000,135366000.000,136178000.000,137601000.000,138394000.000,139000000.000,139683000.000,143325000.000,143926000.000,144916000.000
Assets,240138000.000,258385000.000,260874000.000,266244000.000,268963000.000,288651000.000,289853000.000,296412000.000,299015000.000,319666000.000,321145000.000,325818000.000,338425000.000,350419000.000,337942000.000,344290000.000,344357000.000,370782000.000,370359000.000,363656000.000
AssetsCurrent,26450000.000,32998000.000,31650000.000,34162000.000,31610000.000,41832000.000,40858000.000,37193000.000,25599000.000,39633000.000,38620000.000,32322000.000,33345000.000,40761000.000,29690000.000,30700000.000,28430000.000,46680000.000,38870000.000,28803000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,1700000.000,1682000.000,,,,,,,,,,,,,,,,,,
BuildingsAndImprovementsGross,,1455000.000,,,,1740000.000,,,,4312000.000,,,,11162000.000,,,,9460000.000,,
CashAndCashEquivalentsAtCarryingValue,5756000.000,10763000.000,9809000.000,14443000.000,8711000.000,13674000.000,16298000.000,12050000.000,1108000.000,3520000.000,6835000.000,1928000.000,1239000.000,5176000.000,2053000.000,4635000.000,755000.000,14622000.000,8727000.000,2145000.000
CommonStockCapitalSharesReservedForFutureIssuance,,1407800.000,1436800.000,1376300.000,,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000
CommonStockSharesIssued,23794667.000,23794667.000,23794667.000,23794667.000,23811692.000,23626642.000,23811692.000,23629642.000,23417396.000,23908542.000,23908542.000,23915492.000,23919192.000,23967692.000,23978442.000,24007337.000,24010837.000,24234909.000,24271703.000,24325979.000
CommonStockSharesOutstanding,23794667.000,23794667.000,23794667.000,23794667.000,23811692.000,23626642.000,23629642.000,23541267.000,23417396.000,23443046.000,23443046.000,23449996.000,23264669.000,23313169.000,23323919.000,23352814.000,23356314.000,23272274.000,21826476.000,21602050.000
CommonStockValue,24000.000,24000.000,24000.000,24000.000,24000.000,24000.000,24000.000,24000.000,24000.000,24000.000,24000.000,24000.000,24000.000,24000.000,24000.000,24000.000,24000.000,24000.000,24000.000,24000.000
DeferredCompensationLiabilityClassifiedNoncurrent,,8415000.000,,,,11022000.000,,,,12979000.000,,,,14083000.000,,,,15212000.000,,
DeferredCompensationPlanAssets,7321000.000,7802000.000,8849000.000,9262000.000,9591000.000,10754000.000,11298000.000,12000000.000,12406000.000,12760000.000,13595000.000,13862000.000,13373000.000,13955000.000,,,,15054000.000,,
DeferredFinanceCostsNet,,45000.000,,,,31000.000,,,,13000.000,,,,,,,,,,
DeferredIncomeTaxLiabilities,,23964000.000,,,,31168000.000,,,,36757000.000,,,,44320000.000,,,,48253000.000,,
DeferredIncomeTaxesAndOtherAssetsCurrent,1963000.000,2067000.000,2302000.000,,,,,,,,,,,,,,,,,
DeferredRentCreditCurrent,,1314000.000,,,,1396000.000,,,,1786000.000,,,,1954000.000,,,,,,3836000.000
DeferredRentCreditNoncurrent,21078000.000,22644000.000,23515000.000,23700000.000,24385000.000,27511000.000,27707000.000,28564000.000,30094000.000,33186000.000,33303000.000,34498000.000,35879000.000,34336000.000,34321000.000,34325000.000,36101000.000,37697000.000,41839000.000,41672000.000
DeferredRevenueCurrent,6080000.000,10314000.000,8657000.000,8268000.000,8017000.000,12983000.000,11115000.000,10354000.000,9557000.000,15716000.000,13351000.000,11990000.000,10521000.000,17635000.000,14922000.000,13555000.000,12148000.000,18735000.000,15748000.000,13835000.000
