,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,,,,,,,,5655.000,292.000,1326.000,25034.000,29583.000,266992.000
AccountsPayableAndAccruedLiabilitiesCurrent,160718.000,236446.000,2034753.000,2053428.000,2244465.000,2445410.000,2411392.000,2545777.000,2562262.000,1450167.000,1549229.000,1899280.000,2304167.000,2866276.000,3685662.000,4151180.000,4657934.000,4997218.000,5219323.000,5339343.000,5706957.000
AccountsPayableInterestBearingInterestRate,,,,,,,,,332098.000,,,,,,,,,,,,
AccountsPayableOtherCurrent,1200651.000,1196701.000,,,,,,,,,,,,,,,,,,,
AccruedLiabilitiesAndOtherLiabilities,,,501258.000,617432.000,491874.000,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,8992.000,9559.000,10126.000,,,,-21111.000,-31126.000,-48062.000,-68556.000,-90461.000,-114217.000,-138615.000,64769.000,76719.000,88777.000,104779.000,120019.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,4272.000,-2799.000,16024.000,27250.000,29234.000,32321.000,34657.000,29410.000,31633.000,31757.000,35642.000,19859.000,30275.000,39623.000,33490.000,35225.000
AdditionalPaidInCapitalCommonStock,1212089.000,1458086.000,4089227.000,4427293.000,4651812.000,3226802.000,3508897.000,4099463.000,5179130.000,7721140.000,10051887.000,11970858.000,13570631.000,15135856.000,15924587.000,17279328.000,18808514.000,19265220.000,20922631.000,21896143.000,23305884.000
Assets,2301194.000,2376355.000,3695334.000,3675153.000,3673613.000,4602522.000,4598516.000,4656746.000,4739496.000,5493731.000,5378372.000,5244419.000,5097760.000,4902539.000,4864953.000,4735540.000,4579282.000,4619805.000,4520060.000,4298594.000,4559887.000
AssetsCurrent,1349.000,68368.000,96820.000,75308.000,72215.000,70464.000,67287.000,125816.000,204829.000,740096.000,613715.000,506470.000,372878.000,263905.000,359975.000,375066.000,415227.000,582007.000,613138.000,444553.000,837854.000
BusinessCombinationStepAcquisitionEquityInterestInAcquireePercentage,,,,0.586,0.586,,,,,,,,,,,,,,,,
CapitalLeaseObligationsCurrent,,,,,,,,,,60000.000,60000.000,60000.000,60000.000,70000.000,85000.000,85000.000,,,,,
CapitalLeaseObligationsNoncurrent,,,,,,,,,,100464.000,87024.000,73450.000,64738.000,50906.000,37102.000,17102.000,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,,170000.000,150000.000,140000.000,130000.000,125000.000,125000.000,105000.000,,,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,,,,,5000.000,5000.000,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,50000.000,50000.000,50000.000,50000.000,50000.000,40000.000,40000.000,,,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,60000.000,60000.000,60000.000,60000.000,75000.000,85000.000,65000.000,,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,60000.000,45000.000,30000.000,20000.000,,,,,,,,
Cash,,,,,,,,,143754.000,450215.000,374342.000,228333.000,64510.000,25103.000,116481.000,105094.000,122423.000,294561.000,295653.000,,
CashAndCashEquivalentsAtCarryingValue,1349.000,49209.000,76861.000,56445.000,50594.000,48308.000,45851.000,104272.000,143754.000,450215.000,374342.000,228333.000,64510.000,25103.000,116481.000,105094.000,122423.000,294561.000,295653.000,88596.000,165855.000
CashFDICInsuredAmount,,,,,,,,,,,,,,,,,,250000.000,250000.000,250000.000,250000.000
CashUninsuredAmount,,,,,,,,,,,,,,,,,,13634.000,179032.000,11186.000,57923.000
ClassOfWarrantOrRightOutstanding,,,,26054757.000,32454757.000,,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,600000000.000,600000000.000
CommonStockSharesIssued,88905911.000,90182785.000,104119452.000,107156018.000,109627456.000,117418281.000,123153887.000,132493887.000,138403772.000,163909191.000,178147436.000,189358826.000,198327860.000,213384526.000,220120679.000,237516429.000,258812328.000,298097334.000,340994687.000,371710135.000,408412567.000
CommonStockSharesOutstanding,88905911.000,90182785.000,104119452.000,107156018.000,109627456.000,117418281.000,123153887.000,132493887.000,138403772.000,163909191.000,178147436.000,189358826.000,198327860.000,213384526.000,220120679.000,237516429.000,258812328.000,298097334.000,340994687.000,371710135.000,408412567.000
CommonStockSharesSubscriptions,,,,50000.000,,,,,,,,,,,,,,,,,
CommonStockValue,88906.000,90183.000,104119.000,107156.000,109627.000,117418.000,123154.000,132494.000,138404.000,163909.000,178148.000,189359.000,198328.000,213383.000,220121.000,237516.000,258812.000,298096.000,340994.000,371711.000,408413.000
ConvertibleDebtCurrent,67513.000,,,,12000.000,,,,,,,,,,,,,,,,
ConvertibleNotesPayableCurrent,42537.000,,,,,,,,,,,,,,,,,,,,
