,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-773000.000,,,,-772000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,127000.000,,,,109000.000
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,78000.000,102000.000,260000.000,319000.000,1351000.000,290000.000
AllowanceForLoanAndLeaseLossesAdjustmentsNet,,-328000.000,-34000.000,204000.000,-296000.000,384000.000,-271000.000
AllowanceForLoanAndLeaseLossesWriteOffs,,406000.000,136000.000,56000.000,615000.000,967000.000,561000.000
AvailableforsaleSecuritiesGrossUnrealizedGainLoss1,,,2228000.000,,,,63000.000
BankOwnedLifeInsuranceIncome,,,,,,,128000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,4546000.000,,,,22890000.000
CommonStockDividendsPerShareDeclared,,,0.070,,,,0.080
ComprehensiveIncomeNetOfTax,3835000.000,5742000.000,6620000.000,5994000.000,5767000.000,4548000.000,6559000.000
DeferredIncomeTaxExpenseBenefit,,,,,,,43000.000
DepreciationAndAmortization,,,642000.000,,,,629000.000
DividendsCommonStockCash,,,1233000.000,,,,1431000.000
EarningsPerShareBasic,0.310,0.300,0.300,0.310,0.350,0.370,0.360
EarningsPerShareDiluted,0.300,0.290,0.290,0.310,0.340,0.360,0.360
EffectiveIncomeTaxRateContinuingOperations,,,0.355,,,,0.296
FederalDepositInsuranceCorporationPremiumExpense,191000.000,186000.000,195000.000,188000.000,124000.000,124000.000,126000.000
FeesAndCommissionsDepositorAccounts,614000.000,613000.000,513000.000,531000.000,582000.000,555000.000,536000.000
FeesAndCommissionsMortgageBanking,2025000.000,1841000.000,1748000.000,2277000.000,2244000.000,2209000.000,1979000.000
ForeclosedRealEstateExpense,40000.000,11000.000,32000.000,5000.000,,,
GainLossOnSalesOfLoansNet,,,1255000.000,,,,1403000.000
GainsLossesOnSalesOfOtherRealEstate,,,-28000.000,,,,
ImpairedFinancingReceivableAverageRecordedInvestment,,23476000.000,22492000.000,21926000.000,20857000.000,-47062000.000,14063000.000
ImpairedFinancingReceivableInterestIncomeAccrualMethod,,262000.000,244000.000,230000.000,231000.000,82000.000,128000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,7113000.000,8110000.000,8128000.000,8984000.000,9796000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,,,,9261000.000
IncomeTaxExpenseBenefit,2449000.000,2844000.000,2885000.000,3407000.000,3548000.000,3433000.000,2740000.000
IncreaseDecreaseInAccruedInterestReceivableNet,,,59000.000,,,,222000.000
IncreaseDecreaseInInterestPayableNet,,,-5000.000,,,,-26000.000
IncreaseDecreaseInOtherOperatingAssets,,,-120000.000,,,,-32000.000
IncreaseDecreaseInOtherOperatingLiabilities,,,3245000.000,,,,2201000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,487393.000,638607.000,492104.000,434852.000,483361.000,-928313.000,432305.000
InformationTechnologyAndDataProcessing,848000.000,811000.000,777000.000,740000.000,665000.000,684000.000,675000.000
InterestAndDividendIncomeOperating,15643000.000,16519000.000,17454000.000,17909000.000,18347000.000,19045000.000,18558000.000
InterestAndFeeIncomeLoansAndLeases,14346000.000,15095000.000,15851000.000,16420000.000,16876000.000,17453000.000,16853000.000
InterestExpenseDeposits,740000.000,730000.000,754000.000,698000.000,710000.000,712000.000,766000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,14453000.000,15589000.000,16500000.000,16986000.000,17312000.000,18183000.000,17592000.000
InterestIncomeExpenseNet,14903000.000,15789000.000,16700000.000,17211000.000,17637000.000,18333000.000,17792000.000
InterestPaid,,,669000.000,,,,792000.000
InvestmentIncomeInterestAndDividend,1297000.000,1424000.000,1603000.000,1489000.000,1471000.000,1592000.000,1705000.000
LaborAndRelatedExpense,7308000.000,7323000.000,7884000.000,7959000.000,7674000.000,7924000.000,7967000.000
MarketingAndAdvertisingExpense,204000.000,279000.000,169000.000,290000.000,301000.000,284000.000,262000.000
NetCashProvidedByUsedInFinancingActivities,,,-10297000.000,,,,42824000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-10297000.000,,,,42824000.000
NetCashProvidedByUsedInInvestingActivities,,,-293000.000,,,,-37838000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-293000.000,,,,-37838000.000
NetCashProvidedByUsedInOperatingActivities,,,15136000.000,,,,17904000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,15136000.000,,,,17904000.000
NetIncomeLoss,4664000.000,5266000.000,5243000.000,5577000.000,6248000.000,6542000.000,6521000.000
NoninterestExpense,11483000.000,11444000.000,12135000.000,12400000.000,11902000.000,12540000.000,12456000.000
NoninterestIncome,4143000.000,3965000.000,3763000.000,4398000.000,4386000.000,4332000.000,4125000.000
NoninterestIncomeOtherOperatingIncome,438000.000,432000.000,471000.000,454000.000,431000.000,413000.000,486000.000
OccupancyNet,955000.000,969000.000,988000.000,1076000.000,1101000.000,1131000.000,1117000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,-1331000.000,761000.000,2228000.000,675000.000,-779000.000,-3228000.000,63000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,-829000.000,476000.000,1377000.000,417000.000,-481000.000,-1994000.000,38000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,-502000.000,285000.000,851000.000,258000.000,-298000.000,-1234000.000,25000.000
OtherNoncashIncomeExpense,,,-125000.000,,,,
OtherNoninterestExpense,1403000.000,1353000.000,1500000.000,1593000.000,1528000.000,1900000.000,1780000.000
PaymentsForOriginationAndPurchasesOfLoansHeldForSale,,,52068000.000,,,,59690000.000
PaymentsForProceedsFromLoansAndLeases,,,22442000.000,,,,32424000.000
PaymentsOfDividendsCommonStock,,,1233000.000,,,,1431000.000
PaymentsToAcquireAvailableForSaleSecurities,,,2000000.000,,,,16680000.000
PaymentsToAcquireHeldToMaturitySecurities,,,,,,,6195000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,561000.000,,,,1404000.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,,,1459000.000,,,,1489000.000
ProceedsFromRepaymentsOfShortTermDebt,,,-24655000.000,,,,173000.000
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,,,22701000.000,,,,17508000.000
ProceedsFromSaleOfMortgageLoansHeldForSale,,,58147000.000,,,,68866000.000
ProceedsFromSaleOfOtherRealEstate,,,133000.000,,,,
ProceedsFromStockOptionsExercised,,,460000.000,,,,491000.000
ProvisionForLoanAndLeaseLosses,450000.000,200000.000,200000.000,225000.000,325000.000,150000.000,200000.000
ShareBasedCompensation,,,,,,,109000.000
StockIssuedDuringPeriodValueShareBasedCompensation,,,460000.000,,,,491000.000
TransferToOtherRealEstate,,,237000.000,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,15684499.000,18105768.000,18124392.000,18173034.000,18248008.000,-36330510.000,18316331.000
WeightedAverageNumberOfSharesOutstandingBasic,15197106.000,17467161.000,17632288.000,17738182.000,17764647.000,-35402197.000,17884026.000
