,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-674330.000,-221079.000,-1488180.000,-2170925.000
AdditionalPaidInCapital,521625.000,521625.000,521625.000,521625.000
Assets,358411380.000,356011607.000,346383063.000,344256317.000
AvailableForSaleSecurities,50714303.000,47446688.000,48974328.000,57797786.000
BankOwnedLifeInsurance,8595596.000,8676596.000,8772039.000,8853039.000
CashAndDueFromBanks,9099776.000,9972384.000,8241875.000,7300058.000
CashCashEquivalentsAndFederalFundsSold,40719667.000,52267875.000,50571303.000,47850145.000
CommonStockParOrStatedValuePerShare,1.250,25.000,1.250,1.250
CommonStockSharesAuthorized,2000000.000,500000.000,2000000.000,2000000.000
CommonStockSharesIssued,1718968.000,1718968.000,1718968.000,1718968.000
CommonStockSharesOutstanding,,1718968.000,,1718968.000
CommonStockValue,2148710.000,2148710.000,2148710.000,2148710.000
Deposits,302451277.000,305132820.000,297251776.000,295065630.000
FederalFundsSold,28309864.000,38984006.000,39013090.000,36233175.000
HeldToMaturitySecurities,861473.000,867033.000,533042.000,539527.000
HeldToMaturitySecuritiesFairValue,891087.000,902917.000,,571588.000
InterestBearingDepositLiabilities,257287871.000,257319788.000,247071718.000,242762391.000
InterestBearingDepositsInBanks,3310027.000,3311485.000,3316338.000,4316912.000
InterestPayableCurrentAndNoncurrent,283784.000,590753.000,230723.000,531064.000
InterestReceivable,1841036.000,1841864.000,1514734.000,1343397.000
Liabilities,328304123.000,326232507.000,318043157.000,316108753.000
LiabilitiesAndStockholdersEquity,358411380.000,356011607.000,346383063.000,344256317.000
LoansAndLeasesReceivableAllowance,4898464.000,5118461.000,,5002236.000
LoansAndLeasesReceivableNetReportedAmount,232151066.000,221386220.000,214226800.000,206745523.000
LongTermDebt,25000000.000,20000000.000,20000000.000,20000000.000
NoninterestBearingDepositLiabilities,45163406.000,47813032.000,50180058.000,52303239.000
OtherAssets,6689414.000,6880407.000,5876556.000,5886534.000
OtherLiabilities,569062.000,508934.000,560658.000,512059.000
OtherRealEstate,4615726.000,4181066.000,3351861.000,2822673.000
PreferredStockParOrStatedValuePerShare,25.000,25.000,25.000,25.000
PreferredStockSharesAuthorized,500000.000,500000.000,500000.000,500000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000
PropertyPlantAndEquipmentNet,10632899.000,10990158.000,11181700.000,11036993.000
RestrictedInvestments,1590200.000,1473700.000,1380700.000,1380700.000
RetainedEarningsAccumulatedDeficit,28111252.000,27329844.000,27157751.000,27648154.000
StockholdersEquity,30107257.000,29779100.000,28339906.000,28147564.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,30107257.000,29779100.000,28339906.000,28147564.000
