,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfIntangibleAssets,4990000.000,,,,5463000.000,,,,6775000.000,,,,6769000.000,,,,6612000.000,,,,6523000.000
BusinessCombinationAcquisitionRelatedCosts,355000.000,442000.000,85000.000,869000.000,9000.000,1806000.000,376000.000,509000.000,128000.000,682000.000,1516000.000,0.000,217000.000,23000.000,193000.000,47000.000,166000.000,64000.000,341000.000,294000.000,628000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,-1000000.000,4900000.000,700000.000,-32000.000,0.000,0.000,,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,0.000,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-4722000.000,,,,-14118000.000,,,,27372000.000,,,,7312000.000,,,,22728000.000,,,,-29508000.000
ComprehensiveIncomeNetOfTax,52954000.000,37426000.000,51373000.000,25620000.000,9251000.000,27806000.000,57263000.000,43104000.000,37565000.000,51218000.000,17725000.000,23111000.000,-8499000.000,34338000.000,-11967000.000,-178312000.000,-19612000.000,-51361000.000,-24279000.000,-32915000.000,-8561000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,64000.000,-28000.000,11000.000,-3000.000,-62000.000,-20000.000,32000.000,-22000.000,-27000.000,15000.000,32000.000,-66000.000,-43000.000,-11000.000,-64000.000,-50000.000,93000.000,36000.000,27000.000,6000.000,0.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,53018000.000,37398000.000,51384000.000,25617000.000,9189000.000,27786000.000,57295000.000,43082000.000,37538000.000,51233000.000,17757000.000,23045000.000,-8542000.000,34327000.000,-12031000.000,-178362000.000,-19519000.000,-51325000.000,-24252000.000,-32909000.000,-8561000.000
CostOfGoodsSold,237046000.000,250710000.000,231273000.000,232847000.000,258193000.000,253404000.000,265021000.000,272968000.000,276000000.000,290286000.000,316784000.000,297195000.000,238970000.000,199532000.000,179231000.000,193242000.000,124884000.000,137442000.000,108984000.000,116590000.000,132117000.000
Depreciation,6835000.000,,,,8473000.000,,,,9123000.000,,,,9513000.000,,,,9284000.000,,,,8999000.000
EarningsPerShareBasic,0.630,0.530,0.480,0.250,0.360,0.330,0.360,0.380,0.400,0.430,0.560,0.490,0.320,0.100,0.070,-1.820,-0.250,-0.310,-0.200,-0.140,-0.160
EarningsPerShareDiluted,0.570,0.490,0.440,0.240,0.340,0.320,0.350,0.360,0.380,0.410,0.540,0.500,0.310,0.100,0.070,-1.810,-0.250,-0.310,-0.200,-0.140,-0.160
EffectOfExchangeRateOnCashAndCashEquivalents,-2710000.000,,,,-2321000.000,,,,-234000.000,,,,-4264000.000,,,,363000.000,,,,2242000.000
EffectiveIncomeTaxRateContinuingOperations,,,0.301,,0.325,,0.296,,0.300,0.280,0.290,-0.589,0.270,0.177,0.122,-0.458,0.312,0.426,0.396,-0.728,0.451
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,89000.000,,,,1512000.000,,,,1854000.000,,,,0.000,,,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,1467000.000,-1019000.000,-2311000.000,,-1477000.000,-3129000.000,5222000.000,3715000.000,6656000.000,-4055000.000,2910000.000,3834000.000,1380000.000,10014000.000,3152000.000,6795000.000,-1546000.000
GainsLossesOnSalesOfAssets,-21000.000,-56000.000,1616000.000,-104000.000,-135000.000,115000.000,-209000.000,-385000.000,-689000.000,284000.000,85000.000,-1111000.000,312000.000,-37000.000,-11000.000,-1010000.000,32000.000,-48000.000,-2217000.000,-405000.000,246000.000
GoodwillAcquiredDuringPeriod,,,,,,,,,,,,,,,,,,,,,1776000.000
