,2011-10-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-10-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2016-03-31,2016-06-30,2017-03-31
AdjustmentsToAdditionalPaidInCapitalOther,,,,,,,,,,,,424.000,,,
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,,,,,,,,,,,,,1950.000
AmortizationOfAcquisitionCosts,,,,,,,,,,,,,0.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,,,,-461.000,-121592.000,,118256.000
DebtInstrumentDecreaseForgiveness,,,,,,,,,,,,424.000,,,
Depreciation,,,,,,,,,,,,,,,43269.000
DepreciationAndAmortization,,,,,,,,,,,,,27582.000,37813.000,44548.000
EarningsPerShareBasicAndDiluted,0.000,0.000,-0.030,-0.050,-20.590,-0.060,-0.000,-0.000,-0.000,-0.000,0.000,-0.000,,,
GainLossOnDispositionOfAssets,,,,,,,,,,,,,,,-269521.000
GainLossOnDispositionOfIntangibleAssets,,,4882.000,,,,,,,,,,,,
GainLossOnSaleOfProperties,,,,,,,,,,,,,,,269521.000
GainLossOnSaleOfPropertiesBeforeApplicableIncomeTaxes,,,,,,,,,,,,,-4981.000,,-473927.000
GainLossOnSaleOfProperty,,,,,,,,,,,,,,,269521.000
GainsLossesOnExtinguishmentOfDebt,,,4882.000,,,,,,,-66548.000,,,,,
GeneralAndAdministrativeExpense,,,1482.000,897.000,,1020.000,1597.000,3538.000,1724.000,1692.000,-3609.000,9603.000,863033.000,1951065.000,486707.000
ImpairmentOfInvestments,,,,,,,,,,,,,,,37071.000
ImpairmentOfRealEstate,,,,,,,,,,,,,,,37071.000
IncomeLossBeforeGainOrLossOnSaleOfPropertiesExtraordinaryItemsAndCumulativeEffectsOfAccountingChanges,,,,,,,,,,,,,-793984.000,-1953482.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-1679453.000,-5013.000,,-5886.000,,,,,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,,,,,,,-0.100,-0.240,-0.020
IncomeTaxesPaid,,0.000,,,,,,,,,,0.000,0.000,,0.000
IncreaseDecreaseInAccountsPayable,,,,,,1119.000,,5953.000,,,,10694.000,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,366.000,,,,,,,,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,,,,-7275.000,,,,,,,
IncreaseDecreaseInAccountsPayableTrade,,,,,,,,,,,,,38493.000,,-6198.000
IncreaseDecreaseInAccountsReceivable,,,,,,,,,,,,,-50.000,,-5826.000
IncreaseDecreaseInAccruedLiabilities,,,,,,-3500.000,,-2500.000,,,,2000.000,81160.000,,64756.000
IncreaseDecreaseInCustomerAdvances,,,,,,,,,,,,,-5875.000,,946.000
IncreaseDecreaseInDueToRelatedParties,,,,,,,,,,,,87996.000,,,
IncreaseDecreaseInDueToRelatedPartiesCurrent,,,,,,,,,,,,,16011.000,,18330.000
IncreaseDecreaseInNotesPayableRelatedPartiesCurrent,,,,,,,,,,,,,,,742504.000
IncreaseDecreaseInPrepaidExpense,,,,,,,,701.000,,,,45633.000,42815.000,,50514.000
InterestAndDebtExpense,,,-1675121.000,-116.000,,-366.000,,,,,,,,,
InterestExpense,,,-3.000,-116.000,,-366.000,-127.000,-335.000,-1151.000,1410.000,-3031.000,0.000,,,
InterestExpenseDebt,,,,,,,,,,,,,65269.000,130219.000,78370.000
InterestIncomeOperating,,,,,,,,,,,,,0.000,,
InterestPaid,,0.000,,,,,,,,,,0.000,65269.000,,68902.000
LeaseAndRentalExpense,750.000,750.000,,,,,,,,750.000,,0.000,,,
LegalFees,,,1350.000,2500.000,,3000.000,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,,,,4901.000,,10274.000,,,,424.000,-21475.000,,5688.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,4901.000,,10274.000,,,,424.000,-21475.000,,5688.000
NetCashProvidedByUsedInInvestingActivities,,,,,,,,,,,,,202673.000,,381404.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,,,,,,202673.000,,381404.000
