,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccruedLiabilitiesCurrentAndNoncurrent,4705000.000,5005000.000,5285893.000,5038000.000,5035000.000,5609000.000,5565484.000,5398000.000,4682000.000,4966000.000,4189514.000,4233000.000,4431000.000,4370000.000,4929870.000,4710000.000,4010000.000,4763000.000,4147283.000,4995000.000,4843000.000,5006000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,11901379.000,,,,12435342.000,,,,12982492.000,,,,13533770.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1484000.000,2028000.000,2624450.000,2504000.000,2604000.000,2892000.000,2717479.000,2538000.000,-46000.000,20000.000,-1081448.000,-263000.000,528000.000,198000.000,670591.000,1072000.000,228000.000,763000.000,-70800.000,1152000.000,1573000.000,1017000.000
AdditionalPaidInCapital,7809000.000,7809000.000,7808860.000,7847000.000,7940000.000,7940000.000,7941817.000,7932000.000,7933000.000,7932000.000,7932710.000,7933000.000,8130000.000,8130000.000,8119451.000,8119000.000,8344000.000,8344000.000,8343821.000,8323000.000,8322000.000,8471000.000
AllowanceForDoubtfulAccountsReceivable,,,,,816000.000,225000.000,,,,,,,,,,,,,,,,
Assets,398147000.000,385487000.000,397159841.000,406954000.000,396513000.000,392485000.000,395604729.000,394243000.000,411242000.000,391949000.000,387732673.000,400187000.000,406773000.000,401146000.000,395639249.000,398589000.000,390986000.000,381010000.000,388619765.000,404525000.000,414176000.000,406754000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,,,,,125594822.000,114487000.000,122395000.000,116331000.000,123365548.000,117487000.000,112348000.000,122058000.000
AvailableForSaleSecurities,118740000.000,123038000.000,124242463.000,135937000.000,130565000.000,130423000.000,129865524.000,130698000.000,147096000.000,142079000.000,141045282.000,138389000.000,135836000.000,130132000.000,126610811.000,116111000.000,122739000.000,117486000.000,123258221.000,119232000.000,114732000.000,123598000.000
AvailableForSaleSecuritiesAmortizedCost,,,120266023.000,,126618000.000,126040000.000,125748187.000,126852000.000,147165000.000,142048000.000,142683895.000,138788000.000,135036000.000,129832000.000,125594822.000,114487000.000,122395000.000,116331000.000,123365548.000,117487000.000,112348000.000,122058000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,28605000.000,23151000.000,23707671.000,22737000.000,70720000.000,59862000.000,78320444.000,72846000.000,60364000.000,67028000.000,56026677.000,41240000.000,70658000.000,49957000.000,87452876.000,31615000.000,17877000.000,37159000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,20702000.000,15775000.000,19818867.000,20757000.000,70720000.000,57912000.000,73184652.000,67799000.000,11991000.000,21704000.000,15383833.000,13613000.000,44870000.000,27229000.000,66120091.000,7955000.000,,21590000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,7903000.000,7376000.000,3888804.000,1980000.000,,1950000.000,5135792.000,5047000.000,48373000.000,45324000.000,40642844.000,27627000.000,25788000.000,22728000.000,21332785.000,23660000.000,17877000.000,15569000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,,,,25545639.000,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,,,27134326.000,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,,,11984224.000,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,,,12120343.000,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,,,,,88218324.000,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,,,,90610855.000,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,,,126618000.000,126040000.000,125748187.000,126852000.000,147165000.000,142048000.000,142683895.000,138788000.000,135036000.000,129832000.000,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsAmortizedCostBasis,,,,,130000.000,,,,,,,,,2000000.000,2000000.000,4200000.000,4253000.000,2210000.000,2201764.000,,822000.000,855000.000
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsFairValue,,,,,130000.000,,,,,,,,,2012000.000,2007740.000,4215000.000,4259000.000,2215000.000,2202958.000,,824000.000,857000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenAmortizedCostBasis,,,,,89038000.000,87965000.000,,87884000.000,107668000.000,101365000.000,100933303.000,95871000.000,89892000.000,84718000.000,80631537.000,72981000.000,86605000.000,82386000.000,84861780.000,81210000.000,77013000.000,85827000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenFairValue,,,,,91589000.000,90567000.000,,89702000.000,106549000.000,100379000.000,98464434.000,94313000.000,88974000.000,83316000.000,79914421.000,72827000.000,85737000.000,82176000.000,83654724.000,81462000.000,77747000.000,86130000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenAmortizedCostBasis,,,,,28320000.000,28538000.000,,26701000.000,27746000.000,28466000.000,29292070.000,29620000.000,31832000.000,30992000.000,30985459.000,26974000.000,25785000.000,26475000.000,31068097.000,31324000.000,30276000.000,31854000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenFairValue,,,,,29876000.000,30196000.000,,28396000.000,28536000.000,29206000.000,29849470.000,30429000.000,33219000.000,32325000.000,32420789.000,28454000.000,26799000.000,27644000.000,32018963.000,32650000.000,31743000.000,33058000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveAmortizedCostBasis,,,,,9130000.000,9537000.000,,12267000.000,11751000.000,12217000.000,12458522.000,13297000.000,13312000.000,12122000.000,11977826.000,10332000.000,5752000.000,5260000.000,5233907.000,4953000.000,4237000.000,3522000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveFairValue,,,,,8970000.000,9660000.000,,12600000.000,12011000.000,12494000.000,12731378.000,13647000.000,13643000.000,12479000.000,12267861.000,10615000.000,5944000.000,5451000.000,5381576.000,5120000.000,4418000.000,3553000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,,130565000.000,130423000.000,129865524.000,130698000.000,147096000.000,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,513000.000,342000.000,260990.000,179000.000,2301000.000,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,254000.000,172000.000,111195.000,20000.000,,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,513000.000,342000.000,260990.000,179000.000,2301000.000,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,259000.000,170000.000,149795.000,159000.000,2301000.000,,,,,,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,4460000.000,4725000.000,4378327.000,4025000.000,2232000.000,,,,,,,,,,,,,
Capital,,,,,,,44422000.000,,,,44601000.000,,,,45943.000,,,,49786.000,,,
CapitalRequiredForCapitalAdequacy,,,,,,,19038000.000,,,,18768000.000,,,,18854.000,,,,19546.000,,,
CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,,,,,,,0.080,,,,0.080,,,,0.080,,,,0.080,,,
CapitalToRiskWeightedAssets,,,,,,,0.190,,,,0.190,,,,0.190,,,,0.200,,,
CashAndCashEquivalentsAtCarryingValue,40579000.000,24397000.000,33451661.000,36607000.000,30933000.000,36060000.000,40186477.000,45132000.000,51230000.000,32115000.000,29166671.000,49211000.000,52397000.000,55496000.000,48410070.000,59422000.000,45461000.000,49041000.000,48896267.000,66435000.000,72583000.000,54191000.000
