,2011-07-01,2011-09-30,2011-12-31,2012-03-31,2012-06-29,2012-09-28,2013-06-28,2014-06-27,2014-09-26,2015-06-26,2015-09-25,2016-07-01,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,12277000.000,14248000.000,11982000.000,9947000.000,9818000.000,8374000.000,8589000.000,11682000.000,10919000.000,16126000.000,16200000.000,23797000.000,22733000.000,20781000.000,14955000.000
AmortizationOfIntangibleAssets,13302000.000,14540000.000,13932000.000,14122000.000,8840000.000,7265000.000,8202000.000,6951000.000,8232000.000,7671000.000,16127000.000,21598000.000,21986000.000,18734000.000,19078000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,26700000.000,27400000.000,24800000.000,-54700000.000,22900000.000,20400000.000,,,,,,,4300000.000,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,8100000.000,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,0.000,0.000,0.000,2221000.000,40555000.000,2136000.000
CapitalExpendituresIncurredButNotYetPaid,,,,,,,126231000.000,49130000.000,,122601000.000,,85571000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-190663000.000,,,,-233276000.000,,-307513000.000,-246038000.000,,703003000.000,,71765000.000,,,
ComprehensiveIncomeNetOfTax,125251000.000,56703000.000,111242000.000,134378000.000,80250000.000,193900000.000,31614000.000,180467000.000,130787000.000,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,126462000.000,87166000.000,116938000.000,-354000.000,92856000.000,117896000.000
CostOfGoodsAndServicesSold,7147529000.000,7668956000.000,7110869000.000,5942961000.000,5631212000.000,5808069000.000,5444964000.000,6261960000.000,6151436000.000,5213907000.000,5919846000.000,5470818000.000,5694834000.000,5698544000.000,5439035000.000
Depreciation,102700000.000,105000000.000,106200000.000,98300000.000,100600000.000,98300000.000,,,,,,,,,
DepreciationDepletionAndAmortization,,,,,111684000.000,,119051000.000,121501000.000,,110119000.000,,129500000.000,,,
DerivativeGainOnDerivative,,,,,,23000000.000,,,,,,,,,
EarningsPerShareBasic,0.180,0.180,0.140,0.180,0.190,0.230,0.090,0.300,0.240,0.200,0.220,0.190,0.000,0.240,0.160
EarningsPerShareDiluted,0.170,0.180,0.140,0.180,0.190,0.220,0.090,0.290,0.230,0.190,0.220,0.190,0.000,0.240,0.160
EffectOfExchangeRateOnCashAndCashEquivalents,-4335000.000,,,,-20281000.000,,-9710000.000,5186000.000,,-3723000.000,,14669000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpense,13300000.000,14500000.000,,,,,,,,,,,,,
FiniteLivedIntangibleAssetsFutureAmortizationExpense,106646000.000,,,,,,,,,,,,,,
ForeignCurrencyTransactionGainBeforeTax,,16000000.000,11500000.000,,4800000.000,2800000.000,4700000.000,-1400000.000,6800000.000,,,,,,
ForeignCurrencyTransactionGainLossRealized,,,,,,,,,,,12400000.000,,,,
FutureAmortizationExpenseAfterYearFive,5486000.000,,,,,,,,,,,,,,
FutureAmortizationExpenseRemainderOfFiscalYear,31684000.000,,,,,,,,,,,,,,
FutureAmortizationExpenseYearFive,5669000.000,,,,,,,,,,,,,,
FutureAmortizationExpenseYearFour,11400000.000,,,,,,,,,,,,,,
FutureAmortizationExpenseYearThree,21173000.000,,,,,,,,,,,,,,
FutureAmortizationExpenseYearTwo,31234000.000,,,,,,,,,,,,,,
GoodwillAcquiredDuringPeriod,3535000.000,,,,35392000.000,,2256000.000,,,5112000.000,,7757000.000,,,
GoodwillPurchaseAccountingAdjustments,280000.000,,,,,,1724000.000,8272000.000,,125000.000,,794000.000,,,
GoodwillTranslationAdjustments,355000.000,,,,-780000.000,,,62000.000,,925000.000,,-5852000.000,,,
GrossProfit,400222000.000,375386000.000,381854000.000,359879000.000,358332000.000,366772000.000,311035000.000,380785000.000,377081000.000,352341000.000,396916000.000,405995000.000,313691000.000,416455000.000,384804000.000
IncomeLossFromContinuingOperations,,,,,137453000.000,160453000.000,59257000.000,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,59530000.000,189929000.000,154337000.000,118616000.000,140280000.000,116923000.000,14742000.000,140242000.000,98941000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,148829000.000,145310000.000,116237000.000,154385000.000,149118000.000,177774000.000,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,,,,,0.200,0.240,0.090,,,,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,0.200,0.240,0.090,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,-8981000.000,-9906000.000,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,-0.010,-0.010,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,-0.010,-0.010,,,,,,,,,
IncomeLossFromEquityMethodInvestments,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,
IncomeTaxExpenseBenefit,16854000.000,15430000.000,14060000.000,7772000.000,11665000.000,17321000.000,273000.000,16042000.000,15434000.000,7766000.000,17303000.000,11194000.000,17250000.000,10773000.000,12067000.000
IncreaseDecreaseInOperatingCapital,111591000.000,,,,194558000.000,,-20268000.000,376557000.000,,-141307000.000,,-28703000.000,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,13061000.000,8841000.000,10570000.000,-20912000.000,12890000.000,11821000.000,13779000.000,14067000.000,10111000.000,12452000.000,6322000.000,6398000.000,0.000,5384000.000,-6065000.000
InterestExpense,16300000.000,16600000.000,18300000.000,19400000.000,15900000.000,15500000.000,20200000.000,18500000.000,19000000.000,20100000.000,25100000.000,26900000.000,26500000.000,26600000.000,28000000.000
InvestmentIncomeInterest,,,,,7000000.000,4800000.000,3300000.000,5300000.000,4800000.000,3500000.000,4300000.000,,,,
NetCashProvidedByUsedInFinancingActivities,-202651000.000,,,,-177479000.000,,-197642000.000,-70183000.000,,506446000.000,,-95052000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-202651000.000,,,,-177479000.000,,-197642000.000,-70183000.000,,506446000.000,,-95052000.000,,,
NetCashProvidedByUsedInInvestingActivities,-120088000.000,,,,-81114000.000,,-298737000.000,-99872000.000,,-161996000.000,,-111784000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-120088000.000,,,,-81114000.000,,-298737000.000,-99872000.000,,-161996000.000,,-111784000.000,,,
NetCashProvidedByUsedInOperatingActivities,136411000.000,,,,45598000.000,,198576000.000,-81169000.000,,362276000.000,,263932000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,136411000.000,,,,45598000.000,,198576000.000,-81169000.000,,362276000.000,,263932000.000,,,
NetIncomeLoss,131975000.000,129880000.000,102177000.000,124733000.000,128472000.000,150547000.000,59257000.000,,,,,,,,
OciBeforeReclassificationsNetOfTaxAttributableToParent,,,,,,,,,,,,,3044000.000,-35124000.000,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPortionAttributableToParent,,,,,-16115000.000,22218000.000,-10134000.000,10725000.000,-2433000.000,12829000.000,-5544000.000,1348000.000,-2059000.000,-201000.000,10008000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesTaxPortionAttributableToParent,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,73000.000,-35830000.000,-5897000.000,-11962000.000,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,,,-32107000.000,21135000.000,-17509000.000,-4145000.000,-5683000.000,2783000.000,-30267000.000,9861000.000,4213000.000,-36412000.000,21014000.000
OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTaxPortionAttributableToParent,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,,,,,,,6107000.000,-6064000.000,2030000.000,-44085000.000,,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,,,,27643000.000,6580000.000,-8116000.000,15612000.000,-35811000.000,,2154000.000,-36613000.000,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,-6797000.000,-37347000.000,14962000.000,21607000.000,,,,,,,,,,,
OtherGeneralExpense,,,,,,,,-44009000.000,-2584000.000,,,,,,
OtherNonoperatingIncomeExpense,,,,,-9297000.000,10450000.000,-19684000.000,-18637000.000,-12506000.000,-16505000.000,-22035000.000,-24399000.000,-24632000.000,-22838000.000,-27663000.000
PaymentsForProceedsFromBusinessesAndInterestInAffiliates,,,,,,,,,,0.000,,0.000,,,
PaymentsForProceedsFromInvestments,362000.000,,,,,,,,,,,,,,
PaymentsForProceedsFromOtherInvestingActivities,,,,,11834000.000,,-30179000.000,21462000.000,,7580000.000,,-26261000.000,,,
PaymentsForRepurchaseOfCommonStock,199999000.000,,,,134014000.000,,215210000.000,105568000.000,,99995000.000,,94715000.000,,,
PaymentsForRepurchaseOfEquity,200000000.000,,,,,,,,,,,,,,
PaymentsForRestructuring,2900000.000,,,,,,,,,,,,,,
PaymentsToAcquireBusinessesNetOfCashAcquired,7056000.000,,,,-18835000.000,,187543000.000,,,18580000.000,,9492000.000,,,
PaymentsToAcquirePropertyPlantAndEquipment,123254000.000,,,,117395000.000,,144737000.000,87101000.000,,138348000.000,,159103000.000,,,
ProceedsFromDivestitureOfBusinessesNetOfCashDivested,,,,,16472000.000,,,-5493000.000,,1000000.000,,14828000.000,,,
ProceedsFromIssuanceOfCommonStock,4237000.000,,,,5776000.000,,10909000.000,9329000.000,,44602000.000,,3966000.000,,,
ProceedsFromIssuanceOfDebt,,,,,110018000.000,,158000.000,26615000.000,,595548000.000,,75018000.000,,,
ProceedsFromIssuanceOfWarrants,,,,,,,67300000.000,,,,,,,,
ProceedsFromPaymentsForOtherFinancingActivities,,,,,-38480000.000,,15652000.000,300000.000,,-25252000.000,,12901000.000,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,10584000.000,,,,12808000.000,,3364000.000,14184000.000,,1512000.000,,15722000.000,,,
ProceedsFromStockOptionsExercised,,,,,,,10909000.000,,,,,,,,
ProfitLoss,,,,,,,,173887000.000,138903000.000,110850000.000,122977000.000,105729000.000,-2508000.000,129469000.000,78382000.000
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,,,,,,,,-473000.000,2052000.000,-13582000.000,-8274000.000,,,,
ReclassificationFromAociCurrentPeriodNetOfTaxAttributableToParent,,,,,,,,,,,,,890000.000,1489000.000,
RepaymentsOfDebtAndCapitalLeaseObligations,,,,,120779000.000,,9151000.000,859000.000,,8457000.000,,92222000.000,,,
RestructuringCharges,0.000,,,,,,40760000.000,,,,,,,,
