,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,14416288.000,4534396.000,5071520.000,11049027.000,12153079.000
AccountsReceivableNetCurrent,504857.000,3670.000,,,
AccruedLiabilitiesCurrent,6403971.000,8266564.000,6121942.000,7342102.000,7419601.000
AccruedProfessionalFeesCurrent,280333.000,254997.000,486705.000,582731.000,397871.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,4759735.000,5358350.000,5961940.000,6631720.000,7302771.000
AdditionalPaidInCapital,76481615.000,138133413.000,141965342.000,144424554.000,147442335.000
AggregateIndebtedness,8900000.000,4600000.000,4600000.000,10000000.000,10000000.000
Assets,24831451.000,32992325.000,23705934.000,20446317.000,17460310.000
AssetsCurrent,4103005.000,14861743.000,5678494.000,3174511.000,854681.000
CapitalLeaseObligationsCurrent,907274.000,936783.000,977248.000,1014563.000,840105.000
CapitalLeaseObligationsNoncurrent,810122.000,564536.000,320737.000,113082.000,42811.000
CapitalLeasesFutureMinimumPaymentsDue,,,1435364.000,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,1093624.000,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,341740.000,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,137379.000,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,805974.000,732002.000,,
CashAndCashEquivalentsAtCarryingValue,2842194.000,13555375.000,2351887.000,2078535.000,81049.000
ClassOfWarrantOrRightOutstanding,,,7373820.000,9806028.000,10046907.000
CommonStockNoParValue,0.000,0.000,0.000,,
CommonStockParOrStatedValuePerShare,,,0.010,0.010,0.010
CommonStockSharesAuthorized,0.000,0.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,0.000,0.000,22802778.000,23588031.000,24099951.000
CommonStockSharesOutstanding,0.000,0.000,22802778.000,23588031.000,24099951.000
CommonStockValue,,,228028.000,235881.000,241000.000
DebtCurrent,760013.000,752449.000,586454.000,110394.000,74749.000
DebtInstrumentUnamortizedDiscount,,,61224.000,,
DeferredCosts,2272408.000,,,,
DeferredRevenueCurrent,1979576.000,1979576.000,1212561.000,1212561.000,1212561.000
DeferredRevenueNoncurrent,5376157.000,4881263.000,5153384.000,4850244.000,4547104.000
DeferredTaxAssetsDeferredIncome,,,2542558.000,,
DeferredTaxAssetsGross,,,54241263.000,,
DeferredTaxAssetsNet,,,1504159.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,,36146789.000,,
DeferredTaxAssetsTaxCreditCarryforwardsForeign,,,2257309.000,,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,757701.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,11249314.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,1287592.000,,
DeferredTaxAssetsValuationAllowance,,,52737104.000,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,1504159.000,,
DueFromRelatedPartiesCurrent,43187.000,43350.000,,,
EmployeeRelatedLiabilitiesCurrent,,,3884386.000,3786902.000,4445041.000
InterestPayableCurrent,682538.000,206417.000,234754.000,345087.000,540106.000
Liabilities,45299698.000,31429194.000,28906112.000,42278252.000,44314121.000
LiabilitiesAndStockholdersEquity,24831451.000,32992325.000,23705934.000,20446317.000,17460310.000
LiabilitiesCurrent,35975152.000,22936897.000,20436854.000,32129437.000,34778365.000
LoansPayable,,,2820257.000,,
LoansPayableCurrent,,,586454.000,,
LoansPayableToBank,,,2526502.000,,
LongTermDebt,2547139.000,2370267.000,2881481.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,162907.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,586454.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,497491.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,569142.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,549694.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,515793.000,,
LongTermDebtNoncurrent,,,2233803.000,191236.000,178322.000
LongTermLoansPayable,,,2233803.000,,
NotesPayable,9700000.000,4600000.000,4612500.000,4600000.000,4600000.000
NotesPayableCurrent,9653401.000,4612500.000,4612500.000,4612500.000,4612500.000
OperatingLeasesFutureMinimumPaymentsDue,,,11950610.000,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,1551513.000,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,1596976.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,1771545.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,1753323.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,1735263.000,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,3541990.000,,
OtherAccruedLiabilitiesCurrent,173124.000,113863.000,73034.000,489520.000,99825.000
OtherAssetsNoncurrent,882877.000,860964.000,852801.000,830887.000,819251.000
OtherLiabilitiesNoncurrent,591128.000,676231.000,761334.000,865526.000,912467.000
PreferredStockLiquidationPreferenceValue,11819000.000,,,,
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,11819.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,11819.000,0.000,0.000,0.000,0.000
PreferredStockValue,118.000,,,,
PrepaidExpenseAndOtherAssetsCurrent,712767.000,1259348.000,3326607.000,1095976.000,773632.000
PrepaidExpenseCurrent,,,1979527.000,,
PropertyPlantAndEquipmentGross,22118123.000,22412448.000,22920493.000,23072639.000,23089149.000
PropertyPlantAndEquipmentNet,17358388.000,17054098.000,16958553.000,16440919.000,15786378.000
RedeemableNoncontrollingInterestEquityCommonCarryingAmount,17396626.000,,,,
RestrictedCashAndCashEquivalentsNoncurrent,214773.000,215520.000,216086.000,,
RetainedEarningsAccumulatedDeficit,-114470878.000,-136798310.000,-147393548.000,-166492370.000,-174537146.000
SeniorNotesCurrent,,,,4933661.000,6611141.000
StockholdersEquity,-37864873.000,1563131.000,-5200178.000,-21831935.000,-26853811.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-37864873.000,1563131.000,-5200178.000,-21831935.000,-26853811.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterestAdjustedBalance1,-37864873.000,1563131.000,-5200178.000,,
TaxesPayableCurrent,1854629.000,1854629.000,1854629.000,1854629.000,1854629.000
TemporaryEquityCarryingAmountIncludingPortionAttributableToNoncontrollingInterests,17396626.000,,,,
TemporaryEquitySharesIssued,1739130.000,,0.000,,
TemporaryEquitySharesOutstanding,1739130.000,,0.000,,
UnrecognizedTaxBenefits,,,1854629.000,,
