,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,,,,,,,24000.000,,,,21000.000,,,,32000.000,,19000.000,19000.000,19000.000,23000.000,19000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,1075.000,732.000,519.000,320.000,-1200.000,0.000,0.000,0.000,0.000,0.000,38646.000,72574.000,-111220.000,0.000,0.000,0.000,0.000,0.000
AssetImpairmentCharges,,,,,,,,,,,,,,,,,,2209000.000,,,239000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,,,,,,,,,,,,-2309000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-38005000.000,,-541000.000,,,,-1416000.000,,,,-2041000.000,,,,700000.000,,,,66000.000
ComprehensiveIncomeNetOfTax,,,-738000.000,-411000.000,-452000.000,-1152000.000,-589000.000,-470000.000,-435000.000,-433000.000,-729000.000,-1050000.000,-976000.000,-5864000.000,-5032000.000,-9771000.000,-3462000.000,-3506000.000,-2899000.000,-2921000.000,-1068000.000
CostOfRevenue,,,,,,,,,,,,,,,210000.000,,,,,,91000.000
DecreaseInRestrictedCash,,,,,,,,,,,,,,,,,200000.000,,,,400000.000
DepreciationAndAmortization,,,,,,,,,,,,,353000.000,4173000.000,4246000.000,4105000.000,2182000.000,2183000.000,1920000.000,945000.000,1325000.000
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,,,,,,,,,,,-59000.000
EarningsPerShareBasic,0.180,0.090,-0.100,-0.050,,,,,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,,,,-0.050,-0.060,-0.150,-0.070,-0.060,-0.060,-0.050,-0.100,-0.140,-0.140,-0.580,-0.500,-1.120,-0.340,-0.350,-0.290,-0.290,-0.110
EarningsPerShareDiluted,0.140,0.080,,,,,,,,,,,,,,,,,,,
FairValueInputsDiscountRate,,,,,,,,,,,,,,0.320,,,,,,,
GeneralAndAdministrativeExpense,1218000.000,1488000.000,837000.000,473000.000,456000.000,1157000.000,598000.000,477000.000,443000.000,439000.000,738000.000,1057000.000,608000.000,1380000.000,986000.000,1315000.000,1112000.000,978000.000,924000.000,1797000.000,1445000.000
