,2011-03-31,2011-06-30,2011-09-30
AccountsPayableCurrent,63909000.000,70809000.000,104262000.000
AccountsReceivableGross,,397715000.000,439460000.000
AccountsReceivableNetCurrent,390890000.000,393935000.000,435595000.000
AccruedIncomeTaxesCurrent,1595000.000,1106000.000,2200000.000
AccruedLiabilitiesCurrent,42698000.000,48620000.000,51878000.000
AccumulatedAmortizationOfNoncurrentDeferredFinanceCosts,10080000.000,10737000.000,11242000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,813347000.000,842675000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,24534000.000,24321000.000,19674000.000
AdditionalPaidInCapitalCommonStock,672572000.000,684174000.000,688709000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,3780000.000,3865000.000
Assets,1870677000.000,1965665000.000,2120962000.000
AssetsCurrent,619870000.000,662592000.000,751726000.000
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,15576000.000,15576000.000
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,15576000.000,15576000.000
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilities,,10000.000,10000.000
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,4433000.000,4433000.000
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,5868000.000,5868000.000
CashAndCashEquivalentsAtCarryingValue,144011000.000,170554000.000,208281000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,77552438.000,77891409.000,78012457.000
CommonStockValue,776000.000,778000.000,780000.000
DeferredFinanceCostsNoncurrentNet,8931000.000,10841000.000,10246000.000
DeferredTaxAssetsNetCurrent,2835000.000,2835000.000,15462000.000
DeferredTaxLiabilitiesNoncurrent,211219000.000,234451000.000,275784000.000
DueFromAffiliateCurrent,,25405000.000,37722000.000
EmployeeRelatedLiabilitiesCurrent,24096000.000,30540000.000,36113000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,22803000.000,24019000.000,25180000.000
FiniteLivedIntangibleAssetsNet,7753000.000,11087000.000,9802000.000
Goodwill,250563000.000,254996000.000,252137000.000
IncomeTaxesReceivable,26495000.000,23640000.000,22724000.000
InterestPayableCurrent,15424000.000,2458000.000,15668000.000
InventoryFinishedGoods,,19985000.000,15565000.000
InventoryGross,,39728000.000,37395000.000
InventoryNet,34309000.000,38590000.000,36286000.000
InventoryRawMaterials,,18441000.000,20167000.000
InventoryValuationReserves,,1138000.000,1109000.000
InventoryWorkInProcess,,1302000.000,1663000.000
Liabilities,1014976000.000,1044134000.000,1140417000.000
LiabilitiesAndStockholdersEquity,1870677000.000,1965665000.000,2120962000.000
LiabilitiesCurrent,147722000.000,153533000.000,210121000.000
LongTermDebtAndCapitalLeaseObligations,650000000.000,650000000.000,650000000.000
OtherAccruedLiabilitiesCurrent,,81618000.000,
OtherAssetsCurrent,42000.000,57000.000,
OtherAssetsNoncurrent,7803000.000,7339000.000,6226000.000
OtherLiabilitiesNoncurrent,6035000.000,6150000.000,4512000.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000
PreferredStockValue,0.000,,
PrepaidExpenseCurrent,21288000.000,32981000.000,33378000.000
PropertyPlantAndEquipmentGross,,1815157000.000,1916500000.000
PropertyPlantAndEquipmentNet,958757000.000,1001810000.000,1073825000.000
RestrictedCashAndCashEquivalentsNoncurrent,17000000.000,17000000.000,17000000.000
RetainedEarningsAccumulatedDeficit,165099000.000,219604000.000,278790000.000
SeniorLongTermNotes,,650000000.000,650000000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,1359148.000,1270721.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,,17.120,17.290
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,1609019.000,1574052.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,11.460,11.250
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,16.930,17.160
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,27.940,27.940
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,35249000.000,13644000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,2481828.000,2443028.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,12.570,12.420
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,,51991000.000,19513000.000
StockholdersEquity,855701000.000,921531000.000,980545000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,855701000.000,921531000.000,980545000.000
TreasuryStockShares,368651.000,370662.000,372341.000
TreasuryStockValue,7280000.000,7346000.000,7408000.000
