,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,167992.000,146933.000,263858.000,286493.000,290496.000,293926.000,194717.000,217332.000,210583.000,390074.000,337804.000,369103.000,331255.000
AccountsReceivableNet,,,,,,,,,,,,,123566.000
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,,,,,292895.000
AccumulatedOtherComprehensiveIncomeLossBeforeTax1,,,,,,,,,,,79218.000,103543.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-6059.000,-3647.000,-2496.000,-2227.000,-22555.000,89111.000,103515.000,109764.000,67032.000,133206.000,53988.000,29663.000,54654.000
AdditionalPaidInCapital,49845579.000,49869603.000,49869603.000,49990755.000,50339517.000,50389417.000,50890712.000,51665253.000,52094375.000,55145783.000,55145783.000,55948583.000,56322833.000
AdditionalPaidInCapitalCommonStock,,,,,50339517.000,50389417.000,50890712.000,51665253.000,52094015.000,54145783.000,55145783.000,55948583.000,
Assets,50056230.000,51345464.000,51206660.000,51104569.000,51247523.000,51184337.000,51287551.000,51405653.000,51248874.000,53348511.000,52025747.000,51344185.000,51470297.000
AssetsCurrent,31774.000,380080.000,229202.000,93031.000,238629.000,182377.000,289358.000,392777.000,241345.000,2358603.000,1041009.000,351682.000,482219.000
AssetsNoncurrent,50024456.000,50965384.000,50977458.000,51011538.000,51008894.000,51001960.000,50998193.000,51012876.000,51007529.000,50989908.000,50984738.000,50992503.000,
BankOverdrafts,15528.000,,,,,,,,,,,,
Cash,,328662.000,177545.000,25998.000,174580.000,109151.000,240375.000,311695.000,175343.000,2309563.000,765668.000,152184.000,52208.000
CashAndCashEquivalentsAtCarryingValue,,,,25998.000,174580.000,109151.000,240375.000,311695.000,175343.000,2309563.000,,152184.000,52208.000
CashEquivalentsAtCarryingValue,,,,,,,,,,,765668.000,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,,,,,0.250,0.250,0.250,0.250,0.250,0.250,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,94563586.000,94063586.000,94063586.000,94563586.000,95263586.000,95363586.000,,98615586.000,99497586.000,,105997586.000,105997586.000,106747586.000
CommonStockSharesOutstanding,94563586.000,94063586.000,94063586.000,94563586.000,95263586.000,95363586.000,,,,,105997586.000,105997586.000,106747586.000
CommonStockValue,94564.000,94064.000,94064.000,94564.000,95264.000,95364.000,96964.000,98616.000,99498.000,105998.000,105998.000,105998.000,106748.000
DeferredRevenue,,,,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
DeferredRevenueCurrent,,1000000.000,1000000.000,,,,,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,1923874.000,2173598.000,2560383.000,-2694131.000,-2982059.000,-3189000.000,-3356402.000,-3693241.000,-4034652.000,-4720970.000,-5180741.000,-6649972.000,
DueToRelatedPartiesCurrent,,649609.000,879514.000,866615.000,964360.000,943019.000,795545.000,768873.000,741167.000,720209.000,562915.000,540810.000,986453.000
EquityMethodInvestments,,915760.000,891242.000,916874.000,914352.000,912576.000,912526.000,918222.000,918109.000,911672.000,911464.000,909992.000,909968.000
IndefiniteLivedLicenseAgreements,50000000.000,50000000.000,,,,,,,,,,,
IntangibleAssetsNetExcludingGoodwill,,,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
Investments,,,,,,,,,918109.000,,,,
Liabilities,2046020.000,3559042.000,3805872.000,3715608.000,3817356.000,3799445.000,3552762.000,3225261.000,3022621.000,2684494.000,1900719.000,1909913.000,2317708.000
LiabilitiesAndStockholdersEquity,50056230.000,51345464.000,51206660.000,51104569.000,51247523.000,51184337.000,51287551.000,51405653.000,51248874.000,53348511.000,52025747.000,51344185.000,51470297.000
NotesPayable,,,,,,,,1239056.000,1070871.000,,,,
NotesPayableCurrent,,,1662500.000,1562500.000,1562500.000,1562500.000,1562500.000,,,574211.000,,,
OtherAssetsCurrent,,,51657.000,,64049.000,73226.000,49983.000,81082.000,66002.000,49040.000,275341.000,199498.000,
OtherIntangibleAssetsNet,,,,,,,,,,,,50000000.000,
OtherLiabilitiesCurrent,1862500.000,1762500.000,,,,,,,,,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,,,0.001,,0.001,0.001,0.001
PreferredStockSharesAuthorized,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,,,100000.000,,100000.000,100000.000,100000.000
PreferredStockSharesIssued,0.000,,,0.000,0.000,0.000,,,,,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,,0.000,0.000,0.000,,,,,0.000,0.000,0.000
PreferredStockValue,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpense,,,,67033.000,,,,,,,,,
PrepaidExpenseAndOtherAssetsCurrent,31774.000,51418.000,,,,,,,,,,,
PrepaidExpenseCurrentAndNoncurrent,,,,,,,,,,,,,13550.000
PropertyPlantAndEquipmentNet,24456.000,49624.000,86216.000,94664.000,94542.000,89384.000,85667.000,94654.000,89420.000,78236.000,73274.000,82511.000,78110.000
RelatedPartyTransactionDueFromToRelatedParty,,,,,,92235.000,-8104.000,,0.000,,562915.000,,
RetainedEarningsAccumulatedDeficit,,,,,,,,,,,,,-7331646.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExercisePrice,,,,,,,,,,0.250,0.250,0.620,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,,,,,4500000.000,4500000.000,5800000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,,,,,0.550,0.550,0.550,
StockholdersEquity,48010210.000,47786422.000,47400788.000,47388681.000,47430167.000,47384892.000,47734789.000,48180392.000,48226253.000,50664017.000,50125028.000,49434272.000,49152589.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,48010210.000,47786422.000,47400788.000,47388961.000,47430167.000,47384892.000,47734789.000,48180392.000,48226253.000,50664017.000,50125028.000,49434272.000,49152589.000
WarrantsAndRightsOutstanding,,,,,4700000.000,4700000.000,1400000.000,,,,,,
